plane,slice_fixed_val,u1_fcl,u2_fsb,u3_A,Q_det,Q_varMS
XY,-1.0000,-0.1724,0.5172,-1.0000,0.696202,0.340000
XY,-1.0000,-0.1724,0.5862,-1.0000,0.688532,0.375000
XY,-1.0000,-0.1724,0.6552,-1.0000,0.687438,0.307000
XY,-1.0000,-0.1724,0.7241,-1.0000,0.690186,0.269000
XY,-1.0000,-0.1724,0.7931,-1.0000,0.691725,0.216000
XY,-1.0000,-0.1724,0.8621,-1.0000,0.688215,0.164000
XY,-1.0000,-0.1724,0.9310,-1.0000,0.680141,0.121000
XY,-1.0000,-0.1724,1.0000,-1.0000,0.671271,0.133000
XY,-1.0000,-0.1034,-1.0000,-1.0000,0.537377,0.470000
XY,-1.0000,-0.1034,-0.9310,-1.0000,0.521405,0.314000
XY,-1.0000,-0.1034,-0.8621,-1.0000,0.488678,0.160000
XY,-1.0000,-0.1034,-0.7931,-1.0000,0.468043,0.113000
XY,-1.0000,-0.1034,-0.7241,-1.0000,0.462679,0.160000
XY,-1.0000,-0.1034,-0.6552,-1.0000,0.485544,0.194000
XY,-1.0000,-0.1034,-0.5862,-1.0000,0.514792,0.239000
XY,-1.0000,-0.1034,-0.5172,-1.0000,0.535369,0.350000
XY,-1.0000,-0.1034,-0.4483,-1.0000,0.550637,0.462000
XY,-1.0000,-0.1034,-0.3793,-1.0000,0.556894,0.409000
XY,-1.0000,-0.1034,-0.3103,-1.0000,0.545812,0.364000
XY,-1.0000,-0.1034,-0.2414,-1.0000,0.546027,0.300000
XY,-1.0000,-0.1034,-0.1724,-1.0000,0.634471,0.389000
XY,-1.0000,-0.1034,-0.1034,-1.0000,0.765930,0.633000
XY,-1.0000,-0.1034,-0.0345,-1.0000,0.865953,0.774000
XY,-1.0000,-0.1034,0.0345,-1.0000,0.898616,0.672000
XY,-1.0000,-0.1034,0.1034,-1.0000,0.874987,0.502000
XY,-1.0000,-0.1034,0.1724,-1.0000,0.831109,0.400000
XY,-1.0000,-0.1034,0.2414,-1.0000,0.792960,0.339000
XY,-1.0000,-0.1034,0.3103,-1.0000,0.767285,0.333000
XY,-1.0000,-0.1034,0.3793,-1.0000,0.751561,0.355000
XY,-1.0000,-0.1034,0.4483,-1.0000,0.742976,0.406000
XY,-1.0000,-0.1034,0.5172,-1.0000,0.740778,0.411000
XY,-1.0000,-0.1034,0.5862,-1.0000,0.744568,0.393000
XY,-1.0000,-0.1034,0.6552,-1.0000,0.751831,0.364000
XY,-1.0000,-0.1034,0.7241,-1.0000,0.757219,0.331000
XY,-1.0000,-0.1034,0.7931,-1.0000,0.754946,0.262000
XY,-1.0000,-0.1034,0.8621,-1.0000,0.743065,0.231000
XY,-1.0000,-0.1034,0.9310,-1.0000,0.725342,0.183000
XY,-1.0000,-0.1034,1.0000,-1.0000,0.708147,0.169000
XY,-1.0000,-0.0345,-1.0000,-1.0000,0.500358,0.433000
XY,-1.0000,-0.0345,-0.9310,-1.0000,0.496430,0.298000
XY,-1.0000,-0.0345,-0.8621,-1.0000,0.494147,0.183000
XY,-1.0000,-0.0345,-0.7931,-1.0000,0.495443,0.096000
XY,-1.0000,-0.0345,-0.7241,-1.0000,0.498840,0.145000
XY,-1.0000,-0.0345,-0.6552,-1.0000,0.504356,0.277000
XY,-1.0000,-0.0345,-0.5862,-1.0000,0.509924,0.346000
XY,-1.0000,-0.0345,-0.5172,-1.0000,0.514763,0.413000
XY,-1.0000,-0.0345,-0.4483,-1.0000,0.519441,0.428000
XY,-1.0000,-0.0345,-0.3793,-1.0000,0.525136,0.368000
XY,-1.0000,-0.0345,-0.3103,-1.0000,0.546456,0.370000
XY,-1.0000,-0.0345,-0.2414,-1.0000,0.621499,0.367000
XY,-1.0000,-0.0345,-0.1724,-1.0000,0.754632,0.465000
XY,-1.0000,-0.0345,-0.1034,-1.0000,0.890560,0.762000
XY,-1.0000,-0.0345,-0.0345,-1.0000,0.962995,0.917000
XY,-1.0000,-0.0345,0.0345,-1.0000,0.950839,0.812000
XY,-1.0000,-0.0345,0.1034,-1.0000,0.889866,0.566000
XY,-1.0000,-0.0345,0.1724,-1.0000,0.826319,0.454000
XY,-1.0000,-0.0345,0.2414,-1.0000,0.782685,0.411000
XY,-1.0000,-0.0345,0.3103,-1.0000,0.760792,0.419000
XY,-1.0000,-0.0345,0.3793,-1.0000,0.755072,0.423000
XY,-1.0000,-0.0345,0.4483,-1.0000,0.759895,0.442000
XY,-1.0000,-0.0345,0.5172,-1.0000,0.771152,0.428000
XY,-1.0000,-0.0345,0.5862,-1.0000,0.785040,0.441000
XY,-1.0000,-0.0345,0.6552,-1.0000,0.796421,0.403000
XY,-1.0000,-0.0345,0.7241,-1.0000,0.799051,0.387000
XY,-1.0000,-0.0345,0.7931,-1.0000,0.788771,0.320000
XY,-1.0000,-0.0345,0.8621,-1.0000,0.767207,0.293000
XY,-1.0000,-0.0345,0.9310,-1.0000,0.741437,0.240000
XY,-1.0000,-0.0345,1.0000,-1.0000,0.719337,0.224000
XY,-1.0000,0.0345,-1.0000,-1.0000,0.509545,0.301000
XY,-1.0000,0.0345,-0.9310,-1.0000,0.503894,0.277000
XY,-1.0000,0.0345,-0.8621,-1.0000,0.498469,0.182000
XY,-1.0000,0.0345,-0.7931,-1.0000,0.495329,0.103000
XY,-1.0000,0.0345,-0.7241,-1.0000,0.494188,0.193000
XY,-1.0000,0.0345,-0.6552,-1.0000,0.496772,0.321000
XY,-1.0000,0.0345,-0.5862,-1.0000,0.500490,0.424000
XY,-1.0000,0.0345,-0.5172,-1.0000,0.500953,0.411000
XY,-1.0000,0.0345,-0.4483,-1.0000,0.503750,0.375000
XY,-1.0000,0.0345,-0.3793,-1.0000,0.518671,0.416000
XY,-1.0000,0.0345,-0.3103,-1.0000,0.565874,0.433000
XY,-1.0000,0.0345,-0.2414,-1.0000,0.666492,0.440000
XY,-1.0000,0.0345,-0.1724,-1.0000,0.811949,0.520000
XY,-1.0000,0.0345,-0.1034,-1.0000,0.941574,0.719000
XY,-1.0000,0.0345,-0.0345,-1.0000,0.983544,0.914000
XY,-1.0000,0.0345,0.0345,-1.0000,0.934095,0.789000
XY,-1.0000,0.0345,0.1034,-1.0000,0.850661,0.619000
XY,-1.0000,0.0345,0.1724,-1.0000,0.782518,0.484000
XY,-1.0000,0.0345,0.2414,-1.0000,0.745346,0.449000
XY,-1.0000,0.0345,0.3103,-1.0000,0.735483,0.405000
XY,-1.0000,0.0345,0.3793,-1.0000,0.744116,0.422000
XY,-1.0000,0.0345,0.4483,-1.0000,0.762769,0.387000
XY,-1.0000,0.0345,0.5172,-1.0000,0.784499,0.383000
XY,-1.0000,0.0345,0.5862,-1.0000,0.803299,0.385000
XY,-1.0000,0.0345,0.6552,-1.0000,0.813133,0.385000
XY,-1.0000,0.0345,0.7241,-1.0000,0.808798,0.368000
XY,-1.0000,0.0345,0.7931,-1.0000,0.789267,0.314000
XY,-1.0000,0.0345,0.8621,-1.0000,0.759883,0.288000
XY,-1.0000,0.0345,0.9310,-1.0000,0.729868,0.245000
XY,-1.0000,0.0345,1.0000,-1.0000,0.707153,0.208000
XY,-1.0000,0.1034,-1.0000,-1.0000,0.512961,0.268000
XY,-1.0000,0.1034,-0.9310,-1.0000,0.483343,0.194000
XY,-1.0000,0.1034,-0.8621,-1.0000,0.461717,0.136000
XY,-1.0000,0.1034,-0.7931,-1.0000,0.469979,0.112000
XY,-1.0000,0.1034,-0.7241,-1.0000,0.491115,0.155000
XY,-1.0000,0.1034,-0.6552,-1.0000,0.523771,0.317000
XY,-1.0000,0.1034,-0.5862,-1.0000,0.537097,0.449000
XY,-1.0000,0.1034,-0.5172,-1.0000,0.527362,0.405000
XY,-1.0000,0.1034,-0.4483,-1.0000,0.518363,0.373000
XY,-1.0000,0.1034,-0.3793,-1.0000,0.525437,0.480000
XY,-1.0000,0.1034,-0.3103,-1.0000,0.569036,0.498000
XY,-1.0000,0.1034,-0.2414,-1.0000,0.669500,0.395000
XY,-1.0000,0.1034,-0.1724,-1.0000,0.816828,0.415000
XY,-1.0000,0.1034,-0.1034,-1.0000,0.937457,0.565000
XY,-1.0000,0.1034,-0.0345,-1.0000,0.953201,0.740000
XY,-1.0000,0.1034,0.0345,-1.0000,0.878927,0.709000
XY,-1.0000,0.1034,0.1034,-1.0000,0.787253,0.548000
XY,-1.0000,0.1034,0.1724,-1.0000,0.724494,0.479000
XY,-1.0000,0.1034,0.2414,-1.0000,0.698813,0.413000
XY,-1.0000,0.1034,0.3103,-1.0000,0.702304,0.390000
XY,-1.0000,0.1034,0.3793,-1.0000,0.723565,0.343000
XY,-1.0000,0.1034,0.4483,-1.0000,0.751600,0.350000
XY,-1.0000,0.1034,0.5172,-1.0000,0.777657,0.337000
XY,-1.0000,0.1034,0.5862,-1.0000,0.795281,0.309000
XY,-1.0000,0.1034,0.6552,-1.0000,0.799343,0.317000
XY,-1.0000,0.1034,0.7241,-1.0000,0.786914,0.305000
XY,-1.0000,0.1034,0.7931,-1.0000,0.760133,0.276000
XY,-1.0000,0.1034,0.8621,-1.0000,0.726824,0.247000
XY,-1.0000,0.1034,0.9310,-1.0000,0.696749,0.204000
XY,-1.0000,0.1034,1.0000,-1.0000,0.676875,0.187000
XY,-1.0000,0.1724,-1.0000,-1.0000,0.460041,0.217000
XY,-1.0000,0.1724,-0.9310,-1.0000,0.409519,0.136000
XY,-1.0000,0.1724,-0.8621,-1.0000,0.385677,0.142000
XY,-1.0000,0.1724,-0.7931,-1.0000,0.461667,0.084000
XY,-1.0000,0.1724,-0.7241,-1.0000,0.517850,0.135000
XY,-1.0000,0.1724,-0.6552,-1.0000,0.572845,0.236000
XY,-1.0000,0.1724,-0.5862,-1.0000,0.575657,0.378000
XY,-1.0000,0.1724,-0.5172,-1.0000,0.551453,0.362000
XY,-1.0000,0.1724,-0.4483,-1.0000,0.531722,0.343000
XY,-1.0000,0.1724,-0.3793,-1.0000,0.528630,0.410000
XY,-1.0000,0.1724,-0.3103,-1.0000,0.560520,0.390000
XY,-1.0000,0.1724,-0.2414,-1.0000,0.652512,0.350000
XY,-1.0000,0.1724,-0.1724,-1.0000,0.795543,0.280000
XY,-1.0000,0.1724,-0.1034,-1.0000,0.904251,0.389000
XY,-1.0000,0.1724,-0.0345,-1.0000,0.899628,0.540000
XY,-1.0000,0.1724,0.0345,-1.0000,0.812608,0.551000
XY,-1.0000,0.1724,0.1034,-1.0000,0.721622,0.502000
XY,-1.0000,0.1724,0.1724,-1.0000,0.666462,0.416000
XY,-1.0000,0.1724,0.2414,-1.0000,0.649996,0.378000
XY,-1.0000,0.1724,0.3103,-1.0000,0.662725,0.293000
XY,-1.0000,0.1724,0.3793,-1.0000,0.691525,0.265000
XY,-1.0000,0.1724,0.4483,-1.0000,0.723088,0.252000
XY,-1.0000,0.1724,0.5172,-1.0000,0.747792,0.249000
XY,-1.0000,0.1724,0.5862,-1.0000,0.760249,0.268000
XY,-1.0000,0.1724,0.6552,-1.0000,0.757471,0.214000
XY,-1.0000,0.1724,0.7241,-1.0000,0.739036,0.235000
XY,-1.0000,0.1724,0.7931,-1.0000,0.709119,0.194000
XY,-1.0000,0.1724,0.8621,-1.0000,0.676179,0.176000
XY,-1.0000,0.1724,0.9310,-1.0000,0.649221,0.168000
XY,-1.0000,0.1724,1.0000,-1.0000,0.633973,0.156000
XY,-1.0000,0.2414,-1.0000,-1.0000,0.358641,0.207000
XY,-1.0000,0.2414,-0.9310,-1.0000,0.336046,0.114000
XY,-1.0000,0.2414,-0.8621,-1.0000,0.389235,0.216000
XY,-1.0000,0.2414,-0.7931,-1.0000,0.473587,0.139000
XY,-1.0000,0.2414,-0.7241,-1.0000,0.550208,0.102000
XY,-1.0000,0.2414,-0.6552,-1.0000,0.598774,0.139000
XY,-1.0000,0.2414,-0.5862,-1.0000,0.579513,0.206000
XY,-1.0000,0.2414,-0.5172,-1.0000,0.548016,0.214000
XY,-1.0000,0.2414,-0.4483,-1.0000,0.526999,0.237000
XY,-1.0000,0.2414,-0.3793,-1.0000,0.520668,0.313000
XY,-1.0000,0.2414,-0.3103,-1.0000,0.545214,0.289000
XY,-1.0000,0.2414,-0.2414,-1.0000,0.628655,0.266000
XY,-1.0000,0.2414,-0.1724,-1.0000,0.761480,0.248000
XY,-1.0000,0.2414,-0.1034,-1.0000,0.854430,0.273000
XY,-1.0000,0.2414,-0.0345,-1.0000,0.836443,0.377000
XY,-1.0000,0.2414,0.0345,-1.0000,0.747571,0.352000
XY,-1.0000,0.2414,0.1034,-1.0000,0.661456,0.336000
XY,-1.0000,0.2414,0.1724,-1.0000,0.610476,0.332000
XY,-1.0000,0.2414,0.2414,-1.0000,0.596779,0.224000
XY,-1.0000,0.2414,0.3103,-1.0000,0.612778,0.195000
XY,-1.0000,0.2414,0.3793,-1.0000,0.644155,0.142000
XY,-1.0000,0.2414,0.4483,-1.0000,0.674975,0.132000
XY,-1.0000,0.2414,0.5172,-1.0000,0.695365,0.130000
XY,-1.0000,0.2414,0.5862,-1.0000,0.701938,0.135000
XY,-1.0000,0.2414,0.6552,-1.0000,0.694290,0.132000
XY,-1.0000,0.2414,0.7241,-1.0000,0.673945,0.133000
XY,-1.0000,0.2414,0.7931,-1.0000,0.645541,0.129000
XY,-1.0000,0.2414,0.8621,-1.0000,0.616479,0.098000
XY,-1.0000,0.2414,0.9310,-1.0000,0.594259,0.114000
XY,-1.0000,0.2414,1.0000,-1.0000,0.583699,0.083000
XY,-1.0000,0.3103,-1.0000,-1.0000,0.349023,0.233000
XY,-1.0000,0.3103,-0.9310,-1.0000,0.373218,0.184000
XY,-1.0000,0.3103,-0.8621,-1.0000,0.413274,0.328000
XY,-1.0000,0.3103,-0.7931,-1.0000,0.487446,0.193000
XY,-1.0000,0.3103,-0.7241,-1.0000,0.563217,0.091000
XY,-1.0000,0.3103,-0.6552,-1.0000,0.581815,0.089000
XY,-1.0000,0.3103,-0.5862,-1.0000,0.542966,0.081000
XY,-1.0000,0.3103,-0.5172,-1.0000,0.514829,0.100000
XY,-1.0000,0.3103,-0.4483,-1.0000,0.499960,0.126000
XY,-1.0000,0.3103,-0.3793,-1.0000,0.496200,0.164000
XY,-1.0000,0.3103,-0.3103,-1.0000,0.519307,0.167000
XY,-1.0000,0.3103,-0.2414,-1.0000,0.595918,0.164000
XY,-1.0000,0.3103,-0.1724,-1.0000,0.713778,0.171000
XY,-1.0000,0.3103,-0.1034,-1.0000,0.789781,0.175000
XY,-1.0000,0.3103,-0.0345,-1.0000,0.768204,0.227000
XY,-1.0000,0.3103,0.0345,-1.0000,0.689425,0.270000
XY,-1.0000,0.3103,0.1034,-1.0000,0.612618,0.258000
XY,-1.0000,0.3103,0.1724,-1.0000,0.561640,0.204000
XY,-1.0000,0.3103,0.2414,-1.0000,0.541337,0.145000
XY,-1.0000,0.3103,0.3103,-1.0000,0.552455,0.073000
XY,-1.0000,0.3103,0.3793,-1.0000,0.582293,0.043000
XY,-1.0000,0.3103,0.4483,-1.0000,0.610386,0.047000
XY,-1.0000,0.3103,0.5172,-1.0000,0.626346,0.057000
XY,-1.0000,0.3103,0.5862,-1.0000,0.629057,0.061000
XY,-1.0000,0.3103,0.6552,-1.0000,0.620402,0.066000
XY,-1.0000,0.3103,0.7241,-1.0000,0.602930,0.063000
XY,-1.0000,0.3103,0.7931,-1.0000,0.580365,0.085000
XY,-1.0000,0.3103,0.8621,-1.0000,0.557763,0.051000
XY,-1.0000,0.3103,0.9310,-1.0000,0.540474,0.052000
XY,-1.0000,0.3103,1.0000,-1.0000,0.532829,0.049000
XY,-1.0000,0.3793,-1.0000,-1.0000,0.394717,0.280000
XY,-1.0000,0.3793,-0.9310,-1.0000,0.398513,0.253000
XY,-1.0000,0.3793,-0.8621,-1.0000,0.424477,0.393000
XY,-1.0000,0.3793,-0.7931,-1.0000,0.495839,0.162000
XY,-1.0000,0.3793,-0.7241,-1.0000,0.547820,0.086000
XY,-1.0000,0.3793,-0.6552,-1.0000,0.526040,0.103000
XY,-1.0000,0.3793,-0.5862,-1.0000,0.479257,0.058000
XY,-1.0000,0.3793,-0.5172,-1.0000,0.463070,0.029000
XY,-1.0000,0.3793,-0.4483,-1.0000,0.458458,0.039000
XY,-1.0000,0.3793,-0.3793,-1.0000,0.461222,0.041000
XY,-1.0000,0.3793,-0.3103,-1.0000,0.485691,0.066000
XY,-1.0000,0.3793,-0.2414,-1.0000,0.553657,0.083000
XY,-1.0000,0.3793,-0.1724,-1.0000,0.652403,0.091000
XY,-1.0000,0.3793,-0.1034,-1.0000,0.713868,0.096000
XY,-1.0000,0.3793,-0.0345,-1.0000,0.701168,0.149000
XY,-1.0000,0.3793,0.0345,-1.0000,0.647999,0.152000
XY,-1.0000,0.3793,0.1034,-1.0000,0.593677,0.170000
XY,-1.0000,0.3793,0.1724,-1.0000,0.551854,0.140000
XY,-1.0000,0.3793,0.2414,-1.0000,0.523084,0.081000
XY,-1.0000,0.3793,0.3103,-1.0000,0.505679,0.019000
XY,-1.0000,0.3793,0.3793,-1.0000,0.513737,0.003000
XY,-1.0000,0.3793,0.4483,-1.0000,0.538172,0.008000
XY,-1.0000,0.3793,0.5172,-1.0000,0.551582,0.010000
XY,-1.0000,0.3793,0.5862,-1.0000,0.554356,0.016000
XY,-1.0000,0.3793,0.6552,-1.0000,0.549986,0.030000
XY,-1.0000,0.3793,0.7241,-1.0000,0.541298,0.025000
XY,-1.0000,0.3793,0.7931,-1.0000,0.530432,0.051000
XY,-1.0000,0.3793,0.8621,-1.0000,0.519340,0.044000
XY,-1.0000,0.3793,0.9310,-1.0000,0.509884,0.022000
XY,-1.0000,0.3793,1.0000,-1.0000,0.503326,0.013000
XY,-1.0000,0.4483,-1.0000,-1.0000,0.405136,0.387000
XY,-1.0000,0.4483,-0.9310,-1.0000,0.397801,0.292000
XY,-1.0000,0.4483,-0.8621,-1.0000,0.425504,0.353000
XY,-1.0000,0.4483,-0.7931,-1.0000,0.497429,0.120000
XY,-1.0000,0.4483,-0.7241,-1.0000,0.508679,0.087000
XY,-1.0000,0.4483,-0.6552,-1.0000,0.451519,0.181000
XY,-1.0000,0.4483,-0.5862,-1.0000,0.419896,0.111000
XY,-1.0000,0.4483,-0.5172,-1.0000,0.427488,0.047000
XY,-1.0000,0.4483,-0.4483,-1.0000,0.440223,0.018000
XY,-1.0000,0.4483,-0.3793,-1.0000,0.454288,0.005000
XY,-1.0000,0.4483,-0.3103,-1.0000,0.475201,0.002000
XY,-1.0000,0.4483,-0.2414,-1.0000,0.517456,0.017000
XY,-1.0000,0.4483,-0.1724,-1.0000,0.585656,0.041000
XY,-1.0000,0.4483,-0.1034,-1.0000,0.635727,0.056000
XY,-1.0000,0.4483,-0.0345,-1.0000,0.644251,0.097000
XY,-1.0000,0.4483,0.0345,-1.0000,0.630693,0.112000
XY,-1.0000,0.4483,0.1034,-1.0000,0.613708,0.113000
XY,-1.0000,0.4483,0.1724,-1.0000,0.599930,0.085000
XY,-1.0000,0.4483,0.2414,-1.0000,0.588647,0.063000
XY,-1.0000,0.4483,0.3103,-1.0000,0.574661,0.023000
XY,-1.0000,0.4483,0.3793,-1.0000,0.553350,0.009000
XY,-1.0000,0.4483,0.4483,-1.0000,0.526202,0.005000
XY,-1.0000,0.4483,0.5172,-1.0000,0.502911,0.003000
XY,-1.0000,0.4483,0.5862,-1.0000,0.502426,0.008000
XY,-1.0000,0.4483,0.6552,-1.0000,0.509753,0.021000
XY,-1.0000,0.4483,0.7241,-1.0000,0.517778,0.033000
XY,-1.0000,0.4483,0.7931,-1.0000,0.525321,0.034000
XY,-1.0000,0.4483,0.8621,-1.0000,0.531573,0.035000
XY,-1.0000,0.4483,0.9310,-1.0000,0.536430,0.028000
XY,-1.0000,0.4483,1.0000,-1.0000,0.539713,0.021000
XY,-1.0000,0.5172,-1.0000,-1.0000,0.381693,0.467000
XY,-1.0000,0.5172,-0.9310,-1.0000,0.380242,0.292000
XY,-1.0000,0.5172,-0.8621,-1.0000,0.423968,0.271000
XY,-1.0000,0.5172,-0.7931,-1.0000,0.494147,0.047000
XY,-1.0000,0.5172,-0.7241,-1.0000,0.461512,0.082000
XY,-1.0000,0.5172,-0.6552,-1.0000,0.433375,0.214000
XY,-1.0000,0.5172,-0.5862,-1.0000,0.449449,0.229000
XY,-1.0000,0.5172,-0.5172,-1.0000,0.475354,0.146000
XY,-1.0000,0.5172,-0.4483,-1.0000,0.499908,0.097000
XY,-1.0000,0.5172,-0.3793,-1.0000,0.521569,0.070000
XY,-1.0000,0.5172,-0.3103,-1.0000,0.536555,0.035000
XY,-1.0000,0.5172,-0.2414,-1.0000,0.538451,0.007000
XY,-1.0000,0.5172,-0.1724,-1.0000,0.533792,0.005000
XY,-1.0000,0.5172,-0.1034,-1.0000,0.565452,0.014000
XY,-1.0000,0.5172,-0.0345,-1.0000,0.600028,0.024000
XY,-1.0000,0.5172,0.0345,-1.0000,0.621681,0.037000
XY,-1.0000,0.5172,0.1034,-1.0000,0.635479,0.056000
XY,-1.0000,0.5172,0.1724,-1.0000,0.644259,0.056000
XY,-1.0000,0.5172,0.2414,-1.0000,0.644924,0.046000
XY,-1.0000,0.5172,0.3103,-1.0000,0.631283,0.038000
XY,-1.0000,0.5172,0.3793,-1.0000,0.602160,0.040000
XY,-1.0000,0.5172,0.4483,-1.0000,0.565471,0.025000
XY,-1.0000,0.5172,0.5172,-1.0000,0.533514,0.014000
XY,-1.0000,0.5172,0.5862,-1.0000,0.517001,0.026000
XY,-1.0000,0.5172,0.6552,-1.0000,0.518663,0.032000
XY,-1.0000,0.5172,0.7241,-1.0000,0.530465,0.034000
XY,-1.0000,0.5172,0.7931,-1.0000,0.544630,0.015000
XY,-1.0000,0.5172,0.8621,-1.0000,0.557226,0.027000
XY,-1.0000,0.5172,0.9310,-1.0000,0.566520,0.023000
XY,-1.0000,0.5172,1.0000,-1.0000,0.571343,0.020000
XY,-1.0000,0.5862,-1.0000,-1.0000,0.345765,0.459000
XY,-1.0000,0.5862,-0.9310,-1.0000,0.363492,0.321000
XY,-1.0000,0.5862,-0.8621,-1.0000,0.429717,0.197000
XY,-1.0000,0.5862,-0.7931,-1.0000,0.490191,0.008000
XY,-1.0000,0.5862,-0.7241,-1.0000,0.491217,0.088000
XY,-1.0000,0.5862,-0.6552,-1.0000,0.502178,0.259000
XY,-1.0000,0.5862,-0.5862,-1.0000,0.521412,0.309000
XY,-1.0000,0.5862,-0.5172,-1.0000,0.544914,0.305000
XY,-1.0000,0.5862,-0.4483,-1.0000,0.567122,0.231000
XY,-1.0000,0.5862,-0.3793,-1.0000,0.588956,0.174000
XY,-1.0000,0.5862,-0.3103,-1.0000,0.603850,0.099000
XY,-1.0000,0.5862,-0.2414,-1.0000,0.596225,0.039000
XY,-1.0000,0.5862,-0.1724,-1.0000,0.550490,0.011000
XY,-1.0000,0.5862,-0.1034,-1.0000,0.510469,0.000000
XY,-1.0000,0.5862,-0.0345,-1.0000,0.560355,0.004000
XY,-1.0000,0.5862,0.0345,-1.0000,0.599749,0.003000
XY,-1.0000,0.5862,0.1034,-1.0000,0.632299,0.017000
XY,-1.0000,0.5862,0.1724,-1.0000,0.657429,0.020000
XY,-1.0000,0.5862,0.2414,-1.0000,0.668111,0.023000
XY,-1.0000,0.5862,0.3103,-1.0000,0.656374,0.044000
XY,-1.0000,0.5862,0.3793,-1.0000,0.623584,0.058000
XY,-1.0000,0.5862,0.4483,-1.0000,0.581983,0.065000
XY,-1.0000,0.5862,0.5172,-1.0000,0.546043,0.036000
XY,-1.0000,0.5862,0.5862,-1.0000,0.525971,0.036000
XY,-1.0000,0.5862,0.6552,-1.0000,0.525381,0.027000
XY,-1.0000,0.5862,0.7241,-1.0000,0.538118,0.015000
XY,-1.0000,0.5862,0.7931,-1.0000,0.554692,0.031000
XY,-1.0000,0.5862,0.8621,-1.0000,0.569279,0.020000
XY,-1.0000,0.5862,0.9310,-1.0000,0.579222,0.025000
XY,-1.0000,0.5862,1.0000,-1.0000,0.583089,0.020000
XY,-1.0000,0.6552,-1.0000,-1.0000,0.385966,0.416000
XY,-1.0000,0.6552,-0.9310,-1.0000,0.427539,0.237000
XY,-1.0000,0.6552,-0.8621,-1.0000,0.471288,0.113000
XY,-1.0000,0.6552,-0.7931,-1.0000,0.492717,0.007000
XY,-1.0000,0.6552,-0.7241,-1.0000,0.518882,0.081000
XY,-1.0000,0.6552,-0.6552,-1.0000,0.536309,0.274000
XY,-1.0000,0.6552,-0.5862,-1.0000,0.555224,0.330000
XY,-1.0000,0.6552,-0.5172,-1.0000,0.571727,0.324000
XY,-1.0000,0.6552,-0.4483,-1.0000,0.588863,0.318000
XY,-1.0000,0.6552,-0.3793,-1.0000,0.610950,0.234000
XY,-1.0000,0.6552,-0.3103,-1.0000,0.630407,0.132000
XY,-1.0000,0.6552,-0.2414,-1.0000,0.626023,0.092000
XY,-1.0000,0.6552,-0.1724,-1.0000,0.576575,0.025000
XY,-1.0000,0.6552,-0.1034,-1.0000,0.496902,0.004000
XY,-1.0000,0.6552,-0.0345,-1.0000,0.519715,0.001000
XY,-1.0000,0.6552,0.0345,-1.0000,0.564247,0.002000
XY,-1.0000,0.6552,0.1034,-1.0000,0.607083,0.002000
XY,-1.0000,0.6552,0.1724,-1.0000,0.643872,0.010000
XY,-1.0000,0.6552,0.2414,-1.0000,0.663780,0.023000
XY,-1.0000,0.6552,0.3103,-1.0000,0.656961,0.032000
XY,-1.0000,0.6552,0.3793,-1.0000,0.625896,0.059000
XY,-1.0000,0.6552,0.4483,-1.0000,0.584461,0.067000
XY,-1.0000,0.6552,0.5172,-1.0000,0.547184,0.055000
XY,-1.0000,0.6552,0.5862,-1.0000,0.523646,0.040000
XY,-1.0000,0.6552,0.6552,-1.0000,0.519659,0.028000
XY,-1.0000,0.6552,0.7241,-1.0000,0.532332,0.013000
XY,-1.0000,0.6552,0.7931,-1.0000,0.550046,0.022000
XY,-1.0000,0.6552,0.8621,-1.0000,0.564877,0.014000
XY,-1.0000,0.6552,0.9310,-1.0000,0.573890,0.018000
XY,-1.0000,0.6552,1.0000,-1.0000,0.576215,0.017000
XY,-1.0000,0.7241,-1.0000,-1.0000,0.466480,0.275000
XY,-1.0000,0.7241,-0.9310,-1.0000,0.492965,0.160000
XY,-1.0000,0.7241,-0.8621,-1.0000,0.504122,0.064000
XY,-1.0000,0.7241,-0.7931,-1.0000,0.495479,0.018000
XY,-1.0000,0.7241,-0.7241,-1.0000,0.519133,0.092000
XY,-1.0000,0.7241,-0.6552,-1.0000,0.535183,0.259000
XY,-1.0000,0.7241,-0.5862,-1.0000,0.547988,0.288000
XY,-1.0000,0.7241,-0.5172,-1.0000,0.556310,0.329000
XY,-1.0000,0.7241,-0.4483,-1.0000,0.570418,0.297000
XY,-1.0000,0.7241,-0.3793,-1.0000,0.595302,0.267000
XY,-1.0000,0.7241,-0.3103,-1.0000,0.622709,0.158000
XY,-1.0000,0.7241,-0.2414,-1.0000,0.627331,0.075000
XY,-1.0000,0.7241,-0.1724,-1.0000,0.583964,0.023000
XY,-1.0000,0.7241,-0.1034,-1.0000,0.505295,0.011000
XY,-1.0000,0.7241,-0.0345,-1.0000,0.481258,0.003000
XY,-1.0000,0.7241,0.0345,-1.0000,0.525415,0.011000
XY,-1.0000,0.7241,0.1034,-1.0000,0.571828,0.013000
XY,-1.0000,0.7241,0.1724,-1.0000,0.614751,0.007000
XY,-1.0000,0.7241,0.2414,-1.0000,0.641570,0.017000
XY,-1.0000,0.7241,0.3103,-1.0000,0.641759,0.035000
XY,-1.0000,0.7241,0.3793,-1.0000,0.617766,0.051000
XY,-1.0000,0.7241,0.4483,-1.0000,0.582284,0.079000
XY,-1.0000,0.7241,0.5172,-1.0000,0.547662,0.056000
