plane,slice_fixed_val,u1_fcl,u2_fsb,u3_A,Q_det,Q_varMS
XY,0.0000,0.0345,-0.7931,0.0000,0.496538,0.007000
XY,0.0000,0.0345,-0.7241,0.0000,0.492863,0.171000
XY,0.0000,0.0345,-0.6552,0.0000,0.493540,0.337000
XY,0.0000,0.0345,-0.5862,0.0000,0.490887,0.412000
XY,0.0000,0.0345,-0.5172,0.0000,0.483367,0.380000
XY,0.0000,0.0345,-0.4483,0.0000,0.474623,0.379000
XY,0.0000,0.0345,-0.3793,0.0000,0.466628,0.428000
XY,0.0000,0.0345,-0.3103,0.0000,0.470778,0.432000
XY,0.0000,0.0345,-0.2414,0.0000,0.528290,0.361000
XY,0.0000,0.0345,-0.1724,0.0000,0.682926,0.415000
XY,0.0000,0.0345,-0.1034,0.0000,0.879094,0.570000
XY,0.0000,0.0345,-0.0345,0.0000,0.989315,0.922000
XY,0.0000,0.0345,0.0345,0.0000,0.968489,0.941000
XY,0.0000,0.0345,0.1034,0.0000,0.884917,0.736000
XY,0.0000,0.0345,0.1724,0.0000,0.809616,0.584000
XY,0.0000,0.0345,0.2414,0.0000,0.767430,0.520000
XY,0.0000,0.0345,0.3103,0.0000,0.756276,0.477000
XY,0.0000,0.0345,0.3793,0.0000,0.767081,0.450000
XY,0.0000,0.0345,0.4483,0.0000,0.790930,0.488000
XY,0.0000,0.0345,0.5172,0.0000,0.820413,0.487000
XY,0.0000,0.0345,0.5862,0.0000,0.848575,0.494000
XY,0.0000,0.0345,0.6552,0.0000,0.867244,0.516000
XY,0.0000,0.0345,0.7241,0.0000,0.868127,0.534000
XY,0.0000,0.0345,0.7931,0.0000,0.848160,0.497000
XY,0.0000,0.0345,0.8621,0.0000,0.813613,0.409000
XY,0.0000,0.0345,0.9310,0.0000,0.776810,0.341000
XY,0.0000,0.0345,1.0000,0.0000,0.748535,0.306000
XY,0.0000,0.1034,-1.0000,0.0000,0.506174,0.392000
XY,0.0000,0.1034,-0.9310,0.0000,0.480284,0.278000
XY,0.0000,0.1034,-0.8621,0.0000,0.457133,0.140000
XY,0.0000,0.1034,-0.7931,0.0000,0.490277,0.005000
XY,0.0000,0.1034,-0.7241,0.0000,0.486271,0.136000
XY,0.0000,0.1034,-0.6552,0.0000,0.517174,0.306000
XY,0.0000,0.1034,-0.5862,0.0000,0.508225,0.428000
XY,0.0000,0.1034,-0.5172,0.0000,0.479631,0.432000
XY,0.0000,0.1034,-0.4483,0.0000,0.452955,0.362000
XY,0.0000,0.1034,-0.3793,0.0000,0.434349,0.467000
XY,0.0000,0.1034,-0.3103,0.0000,0.443228,0.393000
XY,0.0000,0.1034,-0.2414,0.0000,0.517897,0.427000
XY,0.0000,0.1034,-0.1724,0.0000,0.688586,0.401000
XY,0.0000,0.1034,-0.1034,0.0000,0.885155,0.489000
XY,0.0000,0.1034,-0.0345,0.0000,0.965627,0.777000
XY,0.0000,0.1034,0.0345,0.0000,0.909049,0.851000
XY,0.0000,0.1034,0.1034,0.0000,0.811410,0.697000
XY,0.0000,0.1034,0.1724,0.0000,0.741671,0.598000
XY,0.0000,0.1034,0.2414,0.0000,0.713288,0.521000
XY,0.0000,0.1034,0.3103,0.0000,0.718137,0.462000
XY,0.0000,0.1034,0.3793,0.0000,0.744229,0.455000
XY,0.0000,0.1034,0.4483,0.0000,0.779741,0.433000
XY,0.0000,0.1034,0.5172,0.0000,0.814957,0.434000
XY,0.0000,0.1034,0.5862,0.0000,0.842161,0.432000
XY,0.0000,0.1034,0.6552,0.0000,0.853929,0.480000
XY,0.0000,0.1034,0.7241,0.0000,0.844454,0.473000
XY,0.0000,0.1034,0.7931,0.0000,0.814707,0.420000
XY,0.0000,0.1034,0.8621,0.0000,0.774464,0.402000
XY,0.0000,0.1034,0.9310,0.0000,0.736982,0.317000
XY,0.0000,0.1034,1.0000,0.0000,0.711832,0.274000
XY,0.0000,0.1724,-1.0000,0.0000,0.446501,0.405000
XY,0.0000,0.1724,-0.9310,0.0000,0.402789,0.206000
XY,0.0000,0.1724,-0.8621,0.0000,0.421215,0.162000
XY,0.0000,0.1724,-0.7931,0.0000,0.493033,0.022000
XY,0.0000,0.1724,-0.7241,0.0000,0.508356,0.125000
XY,0.0000,0.1724,-0.6552,0.0000,0.565663,0.220000
XY,0.0000,0.1724,-0.5862,0.0000,0.537644,0.369000
XY,0.0000,0.1724,-0.5172,0.0000,0.502563,0.343000
XY,0.0000,0.1724,-0.4483,0.0000,0.476460,0.358000
XY,0.0000,0.1724,-0.3793,0.0000,0.460558,0.478000
XY,0.0000,0.1724,-0.3103,0.0000,0.464860,0.407000
XY,0.0000,0.1724,-0.2414,0.0000,0.529558,0.425000
XY,0.0000,0.1724,-0.1724,0.0000,0.693747,0.368000
XY,0.0000,0.1724,-0.1034,0.0000,0.875268,0.408000
XY,0.0000,0.1724,-0.0345,0.0000,0.924607,0.581000
XY,0.0000,0.1724,0.0345,0.0000,0.844311,0.660000
XY,0.0000,0.1724,0.1034,0.0000,0.743702,0.592000
XY,0.0000,0.1724,0.1724,0.0000,0.682443,0.555000
XY,0.0000,0.1724,0.2414,0.0000,0.664520,0.497000
XY,0.0000,0.1724,0.3103,0.0000,0.679277,0.419000
XY,0.0000,0.1724,0.3793,0.0000,0.713401,0.343000
XY,0.0000,0.1724,0.4483,0.0000,0.752544,0.325000
XY,0.0000,0.1724,0.5172,0.0000,0.785670,0.291000
XY,0.0000,0.1724,0.5862,0.0000,0.806048,0.323000
XY,0.0000,0.1724,0.6552,0.0000,0.808622,0.334000
XY,0.0000,0.1724,0.7241,0.0000,0.790642,0.314000
XY,0.0000,0.1724,0.7931,0.0000,0.755906,0.285000
XY,0.0000,0.1724,0.8621,0.0000,0.715275,0.298000
XY,0.0000,0.1724,0.9310,0.0000,0.681078,0.239000
XY,0.0000,0.1724,1.0000,0.0000,0.661225,0.222000
XY,0.0000,0.2414,-1.0000,0.0000,0.344280,0.404000
XY,0.0000,0.2414,-0.9310,0.0000,0.348750,0.195000
XY,0.0000,0.2414,-0.8621,0.0000,0.460376,0.196000
XY,0.0000,0.2414,-0.7931,0.0000,0.496531,0.044000
XY,0.0000,0.2414,-0.7241,0.0000,0.534861,0.104000
XY,0.0000,0.2414,-0.6552,0.0000,0.589186,0.126000
XY,0.0000,0.2414,-0.5862,0.0000,0.543550,0.225000
XY,0.0000,0.2414,-0.5172,0.0000,0.517546,0.307000
XY,0.0000,0.2414,-0.4483,0.0000,0.499639,0.322000
XY,0.0000,0.2414,-0.3793,0.0000,0.487721,0.396000
XY,0.0000,0.2414,-0.3103,0.0000,0.489589,0.355000
XY,0.0000,0.2414,-0.2414,0.0000,0.546217,0.397000
XY,0.0000,0.2414,-0.1724,0.0000,0.695221,0.325000
XY,0.0000,0.2414,-0.1034,0.0000,0.850632,0.303000
XY,0.0000,0.2414,-0.0345,0.0000,0.873450,0.413000
XY,0.0000,0.2414,0.0345,0.0000,0.783469,0.476000
XY,0.0000,0.2414,0.1034,0.0000,0.685869,0.470000
XY,0.0000,0.2414,0.1724,0.0000,0.628543,0.440000
XY,0.0000,0.2414,0.2414,0.0000,0.612461,0.387000
XY,0.0000,0.2414,0.3103,0.0000,0.629155,0.263000
XY,0.0000,0.2414,0.3793,0.0000,0.664882,0.195000
XY,0.0000,0.2414,0.4483,0.0000,0.702288,0.163000
XY,0.0000,0.2414,0.5172,0.0000,0.729473,0.180000
XY,0.0000,0.2414,0.5862,0.0000,0.741715,0.201000
XY,0.0000,0.2414,0.6552,0.0000,0.737020,0.197000
XY,0.0000,0.2414,0.7241,0.0000,0.715337,0.189000
XY,0.0000,0.2414,0.7931,0.0000,0.681448,0.202000
XY,0.0000,0.2414,0.8621,0.0000,0.645014,0.151000
XY,0.0000,0.2414,0.9310,0.0000,0.616283,0.130000
XY,0.0000,0.2414,1.0000,0.0000,0.601842,0.133000
XY,0.0000,0.3103,-1.0000,0.0000,0.367728,0.393000
XY,0.0000,0.3103,-0.9310,0.0000,0.395891,0.229000
XY,0.0000,0.3103,-0.8621,0.0000,0.483080,0.297000
XY,0.0000,0.3103,-0.7931,0.0000,0.497501,0.095000
XY,0.0000,0.3103,-0.7241,0.0000,0.540957,0.092000
XY,0.0000,0.3103,-0.6552,0.0000,0.568140,0.084000
XY,0.0000,0.3103,-0.5862,0.0000,0.517435,0.088000
XY,0.0000,0.3103,-0.5172,0.0000,0.507591,0.158000
XY,0.0000,0.3103,-0.4483,0.0000,0.497722,0.199000
XY,0.0000,0.3103,-0.3793,0.0000,0.489682,0.247000
XY,0.0000,0.3103,-0.3103,0.0000,0.493938,0.278000
XY,0.0000,0.3103,-0.2414,0.0000,0.547763,0.307000
XY,0.0000,0.3103,-0.1724,0.0000,0.677892,0.267000
XY,0.0000,0.3103,-0.1034,0.0000,0.802769,0.249000
XY,0.0000,0.3103,-0.0345,0.0000,0.809617,0.299000
XY,0.0000,0.3103,0.0345,0.0000,0.726204,0.279000
XY,0.0000,0.3103,0.1034,0.0000,0.637813,0.316000
XY,0.0000,0.3103,0.1724,0.0000,0.579353,0.303000
XY,0.0000,0.3103,0.2414,0.0000,0.554648,0.231000
XY,0.0000,0.3103,0.3103,0.0000,0.564080,0.123000
XY,0.0000,0.3103,0.3793,0.0000,0.596613,0.089000
XY,0.0000,0.3103,0.4483,0.0000,0.630061,0.074000
XY,0.0000,0.3103,0.5172,0.0000,0.651177,0.064000
XY,0.0000,0.3103,0.5862,0.0000,0.657561,0.077000
XY,0.0000,0.3103,0.6552,0.0000,0.650138,0.103000
XY,0.0000,0.3103,0.7241,0.0000,0.630652,0.097000
XY,0.0000,0.3103,0.7931,0.0000,0.603210,0.085000
XY,0.0000,0.3103,0.8621,0.0000,0.574552,0.101000
XY,0.0000,0.3103,0.9310,0.0000,0.551934,0.082000
XY,0.0000,0.3103,1.0000,0.0000,0.541012,0.073000
XY,0.0000,0.3793,-1.0000,0.0000,0.422664,0.358000
XY,0.0000,0.3793,-0.9310,0.0000,0.428682,0.277000
XY,0.0000,0.3793,-0.8621,0.0000,0.484736,0.331000
XY,0.0000,0.3793,-0.7931,0.0000,0.494992,0.116000
XY,0.0000,0.3793,-0.7241,0.0000,0.518135,0.113000
XY,0.0000,0.3793,-0.6552,0.0000,0.509029,0.125000
XY,0.0000,0.3793,-0.5862,0.0000,0.468042,0.058000
XY,0.0000,0.3793,-0.5172,0.0000,0.474642,0.054000
XY,0.0000,0.3793,-0.4483,0.0000,0.472664,0.085000
XY,0.0000,0.3793,-0.3793,0.0000,0.472076,0.073000
XY,0.0000,0.3793,-0.3103,0.0000,0.483877,0.101000
XY,0.0000,0.3793,-0.2414,0.0000,0.534651,0.160000
XY,0.0000,0.3793,-0.1724,0.0000,0.639506,0.172000
XY,0.0000,0.3793,-0.1034,0.0000,0.733045,0.161000
XY,0.0000,0.3793,-0.0345,0.0000,0.737338,0.172000
XY,0.0000,0.3793,0.0345,0.0000,0.679331,0.217000
XY,0.0000,0.3793,0.1034,0.0000,0.615159,0.208000
XY,0.0000,0.3793,0.1724,0.0000,0.564945,0.200000
XY,0.0000,0.3793,0.2414,0.0000,0.529966,0.103000
XY,0.0000,0.3793,0.3103,0.0000,0.509610,0.030000
XY,0.0000,0.3793,0.3793,0.0000,0.517962,0.004000
XY,0.0000,0.3793,0.4483,0.0000,0.546038,0.005000
XY,0.0000,0.3793,0.5172,0.0000,0.563261,0.016000
XY,0.0000,0.3793,0.5862,0.0000,0.568304,0.025000
XY,0.0000,0.3793,0.6552,0.0000,0.564366,0.029000
XY,0.0000,0.3793,0.7241,0.0000,0.554190,0.058000
XY,0.0000,0.3793,0.7931,0.0000,0.540387,0.068000
XY,0.0000,0.3793,0.8621,0.0000,0.525860,0.054000
XY,0.0000,0.3793,0.9310,0.0000,0.513386,0.047000
XY,0.0000,0.3793,1.0000,0.0000,0.504734,0.022000
XY,0.0000,0.4483,-1.0000,0.0000,0.439136,0.423000
XY,0.0000,0.4483,-0.9310,0.0000,0.428137,0.309000
XY,0.0000,0.4483,-0.8621,0.0000,0.470826,0.337000
XY,0.0000,0.4483,-0.7931,0.0000,0.490012,0.084000
XY,0.0000,0.4483,-0.7241,0.0000,0.472027,0.142000
XY,0.0000,0.4483,-0.6552,0.0000,0.437005,0.190000
XY,0.0000,0.4483,-0.5862,0.0000,0.424499,0.099000
XY,0.0000,0.4483,-0.5172,0.0000,0.449478,0.033000
XY,0.0000,0.4483,-0.4483,0.0000,0.461770,0.017000
XY,0.0000,0.4483,-0.3793,0.0000,0.476815,0.029000
XY,0.0000,0.4483,-0.3103,0.0000,0.497967,0.026000
XY,0.0000,0.4483,-0.2414,0.0000,0.533813,0.040000
XY,0.0000,0.4483,-0.1724,0.0000,0.595358,0.079000
XY,0.0000,0.4483,-0.1034,0.0000,0.653907,0.104000
XY,0.0000,0.4483,-0.0345,0.0000,0.667518,0.096000
XY,0.0000,0.4483,0.0345,0.0000,0.651446,0.111000
XY,0.0000,0.4483,0.1034,0.0000,0.630265,0.127000
XY,0.0000,0.4483,0.1724,0.0000,0.612996,0.121000
XY,0.0000,0.4483,0.2414,0.0000,0.599932,0.071000
XY,0.0000,0.4483,0.3103,0.0000,0.585133,0.042000
XY,0.0000,0.4483,0.3793,0.0000,0.562055,0.014000
XY,0.0000,0.4483,0.4483,0.0000,0.531562,0.004000
XY,0.0000,0.4483,0.5172,0.0000,0.504457,0.001000
XY,0.0000,0.4483,0.5862,0.0000,0.503005,0.012000
XY,0.0000,0.4483,0.6552,0.0000,0.511530,0.031000
XY,0.0000,0.4483,0.7241,0.0000,0.520821,0.030000
XY,0.0000,0.4483,0.7931,0.0000,0.529515,0.049000
XY,0.0000,0.4483,0.8621,0.0000,0.536827,0.037000
XY,0.0000,0.4483,0.9310,0.0000,0.542825,0.045000
XY,0.0000,0.4483,1.0000,0.0000,0.547373,0.013000
XY,0.0000,0.5172,-1.0000,0.0000,0.417250,0.506000
XY,0.0000,0.5172,-0.9310,0.0000,0.403282,0.369000
XY,0.0000,0.5172,-0.8621,0.0000,0.453053,0.311000
XY,0.0000,0.5172,-0.7931,0.0000,0.485189,0.043000
XY,0.0000,0.5172,-0.7241,0.0000,0.422399,0.129000
XY,0.0000,0.5172,-0.6552,0.0000,0.426969,0.312000
XY,0.0000,0.5172,-0.5862,0.0000,0.451245,0.231000
XY,0.0000,0.5172,-0.5172,0.0000,0.484964,0.138000
XY,0.0000,0.5172,-0.4483,0.0000,0.508382,0.122000
XY,0.0000,0.5172,-0.3793,0.0000,0.534409,0.102000
XY,0.0000,0.5172,-0.3103,0.0000,0.559449,0.049000
XY,0.0000,0.5172,-0.2414,0.0000,0.575633,0.026000
XY,0.0000,0.5172,-0.1724,0.0000,0.575948,0.015000
XY,0.0000,0.5172,-0.1034,0.0000,0.580964,0.032000
XY,0.0000,0.5172,-0.0345,0.0000,0.607465,0.031000
XY,0.0000,0.5172,0.0345,0.0000,0.632054,0.053000
XY,0.0000,0.5172,0.1034,0.0000,0.649420,0.048000
XY,0.0000,0.5172,0.1724,0.0000,0.661537,0.058000
XY,0.0000,0.5172,0.2414,0.0000,0.665287,0.052000
XY,0.0000,0.5172,0.3103,0.0000,0.652592,0.056000
XY,0.0000,0.5172,0.3793,0.0000,0.620791,0.053000
XY,0.0000,0.5172,0.4483,0.0000,0.579109,0.045000
XY,0.0000,0.5172,0.5172,0.0000,0.542388,0.026000
XY,0.0000,0.5172,0.5862,0.0000,0.522544,0.024000
XY,0.0000,0.5172,0.6552,0.0000,0.522872,0.033000
XY,0.0000,0.5172,0.7241,0.0000,0.535538,0.042000
XY,0.0000,0.5172,0.7931,0.0000,0.551827,0.042000
XY,0.0000,0.5172,0.8621,0.0000,0.567066,0.039000
XY,0.0000,0.5172,0.9310,0.0000,0.579115,0.031000
XY,0.0000,0.5172,1.0000,0.0000,0.586342,0.024000
XY,0.0000,0.5862,-1.0000,0.0000,0.386689,0.580000
XY,0.0000,0.5862,-0.9310,0.0000,0.377175,0.402000
XY,0.0000,0.5862,-0.8621,0.0000,0.444723,0.219000
XY,0.0000,0.5862,-0.7931,0.0000,0.485401,0.015000
XY,0.0000,0.5862,-0.7241,0.0000,0.485259,0.121000
XY,0.0000,0.5862,-0.6552,0.0000,0.491662,0.338000
XY,0.0000,0.5862,-0.5862,0.0000,0.517079,0.327000
XY,0.0000,0.5862,-0.5172,0.0000,0.540742,0.256000
XY,0.0000,0.5862,-0.4483,0.0000,0.560351,0.278000
XY,0.0000,0.5862,-0.3793,0.0000,0.586186,0.232000
XY,0.0000,0.5862,-0.3103,0.0000,0.612279,0.139000
XY,0.0000,0.5862,-0.2414,0.0000,0.623060,0.070000
XY,0.0000,0.5862,-0.1724,0.0000,0.592802,0.026000
XY,0.0000,0.5862,-0.1034,0.0000,0.531141,0.001000
XY,0.0000,0.5862,-0.0345,0.0000,0.555457,0.001000
XY,0.0000,0.5862,0.0345,0.0000,0.602469,0.002000
XY,0.0000,0.5862,0.1034,0.0000,0.642947,0.006000
XY,0.0000,0.5862,0.1724,0.0000,0.675387,0.009000
XY,0.0000,0.5862,0.2414,0.0000,0.691901,0.026000
XY,0.0000,0.5862,0.3103,0.0000,0.681827,0.041000
XY,0.0000,0.5862,0.3793,0.0000,0.645614,0.063000
XY,0.0000,0.5862,0.4483,0.0000,0.598219,0.070000
XY,0.0000,0.5862,0.5172,0.0000,0.557413,0.051000
XY,0.0000,0.5862,0.5862,0.0000,0.534422,0.041000
XY,0.0000,0.5862,0.6552,0.0000,0.532469,0.044000
XY,0.0000,0.5862,0.7241,0.0000,0.545666,0.040000
XY,0.0000,0.5862,0.7931,0.0000,0.564346,0.044000
XY,0.0000,0.5862,0.8621,0.0000,0.581926,0.032000
XY,0.0000,0.5862,0.9310,0.0000,0.595038,0.034000
XY,0.0000,0.5862,1.0000,0.0000,0.601464,0.033000
XY,0.0000,0.6552,-1.0000,0.0000,0.418796,0.459000
XY,0.0000,0.6552,-0.9310,0.0000,0.432768,0.357000
XY,0.0000,0.6552,-0.8621,0.0000,0.469782,0.143000
XY,0.0000,0.6552,-0.7931,0.0000,0.492714,0.021000
XY,0.0000,0.6552,-0.7241,0.0000,0.515068,0.113000
XY,0.0000,0.6552,-0.6552,0.0000,0.528598,0.340000
XY,0.0000,0.6552,-0.5862,0.0000,0.548071,0.335000
XY,0.0000,0.6552,-0.5172,0.0000,0.557860,0.360000
XY,0.0000,0.6552,-0.4483,0.0000,0.570988,0.389000
XY,0.0000,0.6552,-0.3793,0.0000,0.595004,0.297000
XY,0.0000,0.6552,-0.3103,0.0000,0.623772,0.233000
XY,0.0000,0.6552,-0.2414,0.0000,0.639478,0.148000
XY,0.0000,0.6552,-0.1724,0.0000,0.607208,0.067000
XY,0.0000,0.6552,-0.1034,0.0000,0.523257,0.013000
XY,0.0000,0.6552,-0.0345,0.0000,0.510746,0.020000
XY,0.0000,0.6552,0.0345,0.0000,0.563551,0.013000
XY,0.0000,0.6552,0.1034,0.0000,0.614958,0.010000
XY,0.0000,0.6552,0.1724,0.0000,0.660163,0.013000
XY,0.0000,0.6552,0.2414,0.0000,0.686885,0.015000
XY,0.0000,0.6552,0.3103,0.0000,0.682044,0.041000
XY,0.0000,0.6552,0.3793,0.0000,0.647442,0.080000
XY,0.0000,0.6552,0.4483,0.0000,0.600166,0.095000
XY,0.0000,0.6552,0.5172,0.0000,0.558170,0.074000
XY,0.0000,0.6552,0.5862,0.0000,0.532110,0.052000
XY,0.0000,0.6552,0.6552,0.0000,0.527119,0.039000
XY,0.0000,0.6552,0.7241,0.0000,0.540141,0.029000
XY,0.0000,0.6552,0.7931,0.0000,0.559867,0.023000
XY,0.0000,0.6552,0.8621,0.0000,0.577606,0.020000
XY,0.0000,0.6552,0.9310,0.0000,0.589581,0.027000
XY,0.0000,0.6552,1.0000,0.0000,0.594095,0.026000
XY,0.0000,0.7241,-1.0000,0.0000,0.484601,0.353000
XY,0.0000,0.7241,-0.9310,0.0000,0.498608,0.221000
XY,0.0000,0.7241,-0.8621,0.0000,0.503278,0.075000
XY,0.0000,0.7241,-0.7931,0.0000,0.494534,0.014000
XY,0.0000,0.7241,-0.7241,0.0000,0.515526,0.126000
XY,0.0000,0.7241,-0.6552,0.0000,0.528816,0.293000
XY,0.0000,0.7241,-0.5862,0.0000,0.536694,0.279000
XY,0.0000,0.7241,-0.5172,0.0000,0.535987,0.331000
XY,0.0000,0.7241,-0.4483,0.0000,0.546682,0.383000
XY,0.0000,0.7241,-0.3793,0.0000,0.570738,0.303000
XY,0.0000,0.7241,-0.3103,0.0000,0.603960,0.269000
XY,0.0000,0.7241,-0.2414,0.0000,0.629550,0.119000
XY,0.0000,0.7241,-0.1724,0.0000,0.607308,0.054000
XY,0.0000,0.7241,-0.1034,0.0000,0.531666,0.030000
XY,0.0000,0.7241,-0.0345,0.0000,0.485119,0.024000
XY,0.0000,0.7241,0.0345,0.0000,0.528717,0.039000
XY,0.0000,0.7241,0.1034,0.0000,0.580670,0.048000
XY,0.0000,0.7241,0.1724,0.0000,0.630138,0.024000
XY,0.0000,0.7241,0.2414,0.0000,0.662659,0.028000
XY,0.0000,0.7241,0.3103,0.0000,0.664432,0.040000
XY,0.0000,0.7241,0.3793,0.0000,0.637180,0.073000
XY,0.0000,0.7241,0.4483,0.0000,0.596266,0.077000
XY,0.0000,0.7241,0.5172,0.0000,0.556798,0.076000
XY,0.0000,0.7241,0.5862,0.0000,0.527240,0.054000
XY,0.0000,0.7241,0.6552,0.0000,0.513371,0.026000
XY,0.0000,0.7241,0.7241,0.0000,0.520903,0.015000
XY,0.0000,0.7241,0.7931,0.0000,0.540010,0.005000
XY,0.0000,0.7241,0.8621,0.0000,0.556805,0.013000
XY,0.0000,0.7241,0.9310,0.0000,0.566930,0.013000
XY,0.0000,0.7241,1.0000,0.0000,0.569925,0.016000
XY,0.0000,0.7931,-1.0000,0.0000,0.525223,0.218000
XY,0.0000,0.7931,-0.9310,0.0000,0.530107,0.115000
XY,0.0000,0.7931,-0.8621,0.0000,0.515210,0.056000
XY,0.0000,0.7931,-0.7931,0.0000,0.488541,0.012000
XY,0.0000,0.7931,-0.7241,0.0000,0.499512,0.125000
XY,0.0000,0.7931,-0.6552,0.0000,0.505946,0.250000
XY,0.0000,0.7931,-0.5862,0.0000,0.502416,0.194000
XY,0.0000,0.7931,-0.5172,0.0000,0.499081,0.249000
XY,0.0000,0.7931,-0.4483,0.0000,0.511605,0.292000
XY,0.0000,0.7931,-0.3793,0.0000,0.535906,0.243000
XY,0.0000,0.7931,-0.3103,0.0000,0.572992,0.167000
XY,0.0000,0.7931,-0.2414,0.0000,0.608739,0.093000
XY,0.0000,0.7931,-0.1724,0.0000,0.601454,0.029000
XY,0.0000,0.7931,-0.1034,0.0000,0.547502,0.014000
XY,0.0000,0.7931,-0.0345,0.0000,0.502132,0.006000
XY,0.0000,0.7931,0.0345,0.0000,0.514216,0.019000
XY,0.0000,0.7931,0.1034,0.0000,0.552852,0.036000
XY,0.0000,0.7931,0.1724,0.0000,0.596183,0.058000
XY,0.0000,0.7931,0.2414,0.0000,0.628376,0.048000
XY,0.0000,0.7931,0.3103,0.0000,0.636814,0.057000
XY,0.0000,0.7931,0.3793,0.0000,0.622137,0.072000
XY,0.0000,0.7931,0.4483,0.0000,0.594859,0.079000
XY,0.0000,0.7931,0.5172,0.0000,0.565404,0.069000
XY,0.0000,0.7931,0.5862,0.0000,0.539913,0.063000
XY,0.0000,0.7931,0.6552,0.0000,0.520444,0.020000
XY,0.0000,0.7931,0.7241,0.0000,0.506340,0.006000
XY,0.0000,0.7931,0.7931,0.0000,0.509348,0.000000
XY,0.0000,0.7931,0.8621,0.0000,0.524667,0.001000
XY,0.0000,0.7931,0.9310,0.0000,0.533694,0.005000
XY,0.0000,0.7931,1.0000,0.0000,0.537145,0.015000
XY,0.0000,0.8621,-1.0000,0.0000,0.537193,0.076000
XY,0.0000,0.8621,-0.9310,0.0000,0.536336,0.049000
XY,0.0000,0.8621,-0.8621,0.0000,0.513546,0.031000
XY,0.0000,0.8621,-0.7931,0.0000,0.481663,0.024000
XY,0.0000,0.8621,-0.7241,0.0000,0.480819,0.113000
XY,0.0000,0.8621,-0.6552,0.0000,0.478330,0.165000
XY,0.0000,0.8621,-0.5862,0.0000,0.469575,0.110000
XY,0.0000,0.8621,-0.5172,0.0000,0.470959,0.138000
XY,0.0000,0.8621,-0.4483,0.0000,0.485169,0.184000
XY,0.0000,0.8621,-0.3793,0.0000,0.505521,0.165000
XY,0.0000,0.8621,-0.3103,0.0000,0.543832,0.104000
XY,0.0000,0.8621,-0.2414,0.0000,0.588187,0.043000
XY,0.0000,0.8621,-0.1724,0.0000,0.598005,0.007000
XY,0.0000,0.8621,-0.1034,0.0000,0.572757,0.004000
XY,0.0000,0.8621,-0.0345,0.0000,0.545343,0.001000
XY,0.0000,0.8621,0.0345,0.0000,0.536182,0.003000
XY,0.0000,0.8621,0.1034,0.0000,0.546052,0.011000
XY,0.0000,0.8621,0.1724,0.0000,0.568067,0.033000
XY,0.0000,0.8621,0.2414,0.0000,0.590812,0.045000
XY,0.0000,0.8621,0.3103,0.0000,0.604116,0.055000
XY,0.0000,0.8621,0.3793,0.0000,0.605299,0.051000
XY,0.0000,0.8621,0.4483,0.0000,0.597243,0.044000
XY,0.0000,0.8621,0.5172,0.0000,0.584845,0.045000
XY,0.0000,0.8621,0.5862,0.0000,0.572218,0.041000
XY,0.0000,0.8621,0.6552,0.0000,0.560040,0.017000
XY,0.0000,0.8621,0.7241,0.0000,0.545783,0.007000
XY,0.0000,0.8621,0.7931,0.0000,0.527703,0.004000
XY,0.0000,0.8621,0.8621,0.0000,0.508090,0.000000
XY,0.0000,0.8621,0.9310,0.0000,0.501534,0.003000
XY,0.0000,0.8621,1.0000,0.0000,0.508585,0.007000
XY,0.0000,0.9310,-1.0000,0.0000,0.535018,0.024000
XY,0.0000,0.9310,-0.9310,0.0000,0.532127,0.024000
XY,0.0000,0.9310,-0.8621,0.0000,0.506887,0.034000
XY,0.0000,0.9310,-0.7931,0.0000,0.478041,0.041000
XY,0.0000,0.9310,-0.7241,0.0000,0.469980,0.094000
XY,0.0000,0.9310,-0.6552,0.0000,0.462537,0.101000
XY,0.0000,0.9310,-0.5862,0.0000,0.458109,0.035000
XY,0.0000,0.9310,-0.5172,0.0000,0.467937,0.060000
XY,0.0000,0.9310,-0.4483,0.0000,0.478910,0.062000
XY,0.0000,0.9310,-0.3793,0.0000,0.485374,0.075000
XY,0.0000,0.9310,-0.3103,0.0000,0.522554,0.049000
XY,0.0000,0.9310,-0.2414,0.0000,0.574126,0.012000
XY,0.0000,0.9310,-0.1724,0.0000,0.598837,0.002000
XY,0.0000,0.9310,-0.1034,0.0000,0.598043,0.021000
XY,0.0000,0.9310,-0.0345,0.0000,0.587348,0.020000
XY,0.0000,0.9310,0.0345,0.0000,0.576400,0.017000
XY,0.0000,0.9310,0.1034,0.0000,0.567458,0.004000
XY,0.0000,0.9310,0.1724,0.0000,0.559754,0.002000
XY,0.0000,0.9310,0.2414,0.0000,0.558204,0.016000
XY,0.0000,0.9310,0.3103,0.0000,0.569858,0.021000
XY,0.0000,0.9310,0.3793,0.0000,0.585407,0.015000
XY,0.0000,0.9310,0.4483,0.0000,0.595989,0.027000
XY,0.0000,0.9310,0.5172,0.0000,0.600967,0.014000
XY,0.0000,0.9310,0.5862,0.0000,0.601265,0.014000
XY,0.0000,0.9310,0.6552,0.0000,0.595129,0.014000
XY,0.0000,0.9310,0.7241,0.0000,0.580022,0.019000
XY,0.0000,0.9310,0.7931,0.0000,0.557121,0.011000
XY,0.0000,0.9310,0.8621,0.0000,0.532029,0.004000
XY,0.0000,0.9310,0.9310,0.0000,0.512308,0.002000
