n_pts,N_shots,N_total,seed,rmse,rmse_se,rmse_corr,mae,mean_sigma_gp,mean_sigma_noise,cov80,cov90,cov95,cov95_adj,nlpd,nlpd_adj,crps,msse,msse_gp,n_valid,l1,l2,l3,sf,c
250,100,25000,46,0.041173,0.000870,0.000000,0.028566,0.040263,0.045264,0.8471,0.9188,0.9553,0.9934,-1.9231,-1.7082,0.022792,0.364819,0.822027,4963,0.2686,0.2163,1.5000,0.9186,0.8314
250,100,25000,47,0.036493,0.000602,0.000000,0.026793,0.037394,0.045276,0.8543,0.9319,0.9665,0.9952,-2.0057,-1.7523,0.021348,0.344518,0.792043,4961,0.3428,0.2247,1.5000,0.9499,0.8307
250,100,25000,48,0.030387,0.000409,0.000000,0.023181,0.037663,0.045278,0.9003,0.9643,0.9881,0.9992,-2.0945,-1.7961,0.019386,0.253395,0.588493,4964,0.2850,0.2105,1.5000,0.7977,0.8764
250,100,25000,49,0.031311,0.000420,0.000000,0.024044,0.036747,0.045269,0.8656,0.9411,0.9768,0.9992,-2.0620,-1.7931,0.019714,0.284905,0.708390,4957,0.2942,0.2198,1.5000,0.8472,0.7984
250,100,25000,50,0.034648,0.000415,0.000000,0.026726,0.034742,0.045287,0.8348,0.9264,0.9584,0.9992,-2.0186,-1.7877,0.020663,0.336758,0.898546,4957,0.3084,0.2146,1.5000,0.7966,0.8119
250,1000,250000,1,0.017785,0.000305,0.010553,0.012853,0.021547,0.014316,0.9015,0.9595,0.9831,0.9952,-2.6760,-2.5571,0.009944,0.386355,0.594840,4962,0.3290,0.2484,1.5000,0.8290,0.7201
250,1000,250000,2,0.016990,0.000278,0.009153,0.012523,0.022377,0.014314,0.9154,0.9668,0.9833,0.9954,-2.6653,-2.5546,0.009764,0.345559,0.564018,4964,0.3085,0.2212,1.5000,0.8001,0.5143
250,1000,250000,3,0.019181,0.000339,0.012764,0.013656,0.023171,0.014318,0.9080,0.9651,0.9877,0.9970,-2.6273,-2.5173,0.010498,0.379063,0.563064,4959,0.3151,0.2205,1.5000,0.7191,0.6552
250,1000,250000,4,0.018998,0.000615,0.012488,0.012674,0.022352,0.014317,0.9453,0.9818,0.9917,0.9962,-2.7102,-2.5730,0.009851,0.320547,0.479067,4957,0.3156,0.2301,1.5000,0.7075,0.6935
250,1000,250000,5,0.017789,0.000302,0.010557,0.013244,0.022834,0.014318,0.9124,0.9646,0.9859,0.9927,-2.6352,-2.5224,0.010186,0.380272,0.571767,4965,0.2968,0.2201,1.5000,0.7844,0.6512
250,1000,250000,6,0.017086,0.000217,0.009325,0.013053,0.023410,0.014317,0.9305,0.9811,0.9938,0.9998,-2.6394,-2.5267,0.010049,0.339976,0.512241,4963,0.3038,0.2342,1.5000,0.7542,0.6952
250,1000,250000,7,0.017918,0.000384,0.010772,0.012967,0.023128,0.014318,0.9352,0.9794,0.9933,0.9992,-2.6582,-2.5396,0.010006,0.328460,0.479143,4953,0.3246,0.2303,1.5000,0.7277,0.8575
250,1000,250000,8,0.018474,0.000283,0.011671,0.013305,0.023195,0.014321,0.9121,0.9724,0.9887,0.9992,-2.6386,-2.5300,0.010283,0.353855,0.540614,4958,0.3019,0.2195,1.5000,0.6818,0.6946
250,1000,250000,9,0.023982,0.000476,0.019239,0.015778,0.022515,0.014317,0.8715,0.9325,0.9695,0.9832,-2.5793,-2.4733,0.011853,0.500557,0.716106,4950,0.3226,0.2275,1.5000,0.8121,0.6662
250,1000,250000,10,0.016026,0.000308,0.007203,0.011838,0.022658,0.014316,0.9381,0.9736,0.9859,0.9950,-2.6717,-2.5604,0.009465,0.314620,0.509377,4963,0.3024,0.2154,1.5000,0.7435,0.5661
250,1000,250000,11,0.016518,0.000239,0.008245,0.012061,0.020506,0.014314,0.8868,0.9413,0.9734,0.9939,-2.7022,-2.5926,0.009496,0.389667,0.664278,4955,0.3414,0.2552,1.5000,0.7562,0.4157
250,1000,250000,12,0.017568,0.000324,0.010181,0.012807,0.022627,0.014318,0.9223,0.9722,0.9891,0.9976,-2.6599,-2.5444,0.009946,0.348283,0.531099,4968,0.3062,0.2164,1.5000,0.7326,0.6780
250,1000,250000,13,0.017659,0.000285,0.010335,0.012937,0.022748,0.014319,0.9238,0.9720,0.9907,0.9974,-2.6547,-2.5363,0.010044,0.357819,0.518772,4963,0.3100,0.2270,1.5000,0.7277,0.7847
250,1000,250000,14,0.020318,0.000378,0.014421,0.014037,0.022651,0.014313,0.9038,0.9610,0.9834,0.9921,-2.6226,-2.5088,0.010784,0.416983,0.594246,4946,0.3380,0.2477,1.5000,0.7829,0.8257
250,1000,250000,15,0.016566,0.000191,0.008337,0.012967,0.022997,0.014316,0.9091,0.9672,0.9827,0.9976,-2.6126,-2.5243,0.009960,0.362406,0.603022,4962,0.3000,0.2299,1.5000,0.8407,0.5094
250,1000,250000,16,0.018063,0.000296,0.011009,0.013608,0.021503,0.014320,0.8848,0.9478,0.9734,0.9952,-2.6298,-2.5436,0.010172,0.426298,0.699743,4966,0.3117,0.2258,1.5000,0.7169,0.4617
250,1000,250000,17,0.016003,0.000205,0.007153,0.012435,0.021878,0.014316,0.9081,0.9656,0.9811,0.9992,-2.6618,-2.5652,0.009589,0.358326,0.606477,4972,0.3062,0.2277,1.5000,0.7255,0.5685
250,1000,250000,18,0.016387,0.000227,0.007961,0.012375,0.022788,0.014323,0.9222,0.9704,0.9891,0.9996,-2.6603,-2.5516,0.009710,0.333085,0.533258,4961,0.3447,0.2412,1.5000,0.7982,0.6616
250,1000,250000,19,0.018500,0.000297,0.011716,0.013570,0.022428,0.014317,0.9057,0.9700,0.9921,0.9992,-2.6519,-2.5367,0.010274,0.378333,0.571750,4962,0.3283,0.2386,1.5000,0.7509,0.6715
250,1000,250000,20,0.018218,0.000259,0.011262,0.013688,0.021999,0.014320,0.8923,0.9588,0.9831,0.9950,-2.6290,-2.5316,0.010281,0.408192,0.647083,4956,0.3022,0.2252,1.5000,0.7905,0.5317
250,1000,250000,21,0.015155,0.000236,0.004967,0.011263,0.023641,0.014318,0.9603,0.9895,0.9968,1.0000,-2.6935,-2.5638,0.009280,0.257768,0.388290,4957,0.3051,0.2217,1.5000,0.7264,0.6899
250,1000,250000,22,0.017148,0.000312,0.009434,0.012096,0.022620,0.014320,0.9183,0.9600,0.9815,0.9942,-2.6690,-2.5509,0.009763,0.340606,0.523142,4970,0.3119,0.2248,1.5000,0.7357,0.6512
250,1000,250000,23,0.019565,0.000461,0.013336,0.013658,0.022629,0.014316,0.8999,0.9565,0.9803,0.9960,-2.6310,-2.5278,0.010448,0.391633,0.618847,4963,0.3219,0.2286,1.5000,0.7434,0.6483
250,1000,250000,24,0.017138,0.000244,0.009420,0.012650,0.022086,0.014317,0.9074,0.9672,0.9883,0.9994,-2.6786,-2.5634,0.009799,0.348619,0.554232,4965,0.3283,0.2451,1.5000,0.7504,0.6342
250,1000,250000,25,0.017193,0.000237,0.009518,0.012661,0.022884,0.014319,0.9184,0.9676,0.9877,0.9974,-2.6556,-2.5415,0.009938,0.345960,0.525760,4966,0.3118,0.2342,1.5000,0.7386,0.6584
250,1000,250000,26,0.015709,0.000220,0.006465,0.011763,0.022802,0.014317,0.9319,0.9760,0.9917,0.9992,-2.6793,-2.5627,0.009461,0.308463,0.473446,4963,0.3211,0.2427,1.5000,0.7308,0.8549
250,1000,250000,27,0.017501,0.000292,0.010065,0.012610,0.022668,0.014317,0.9085,0.9626,0.9843,0.9945,-2.6563,-2.5422,0.009945,0.351925,0.541577,4953,0.3257,0.2308,1.5000,0.8006,0.6297
250,1000,250000,28,0.017794,0.000343,0.010566,0.012944,0.023396,0.014318,0.9087,0.9659,0.9853,0.9962,-2.6313,-2.5233,0.010180,0.358568,0.552147,4962,0.3449,0.2416,1.5000,0.7717,0.6585
250,1000,250000,29,0.016269,0.000189,0.007723,0.012566,0.024277,0.014319,0.9519,0.9841,0.9956,0.9996,-2.6371,-2.5251,0.009827,0.291728,0.429495,4971,0.3010,0.2351,1.5000,0.7205,0.7953
250,1000,250000,30,0.017230,0.000263,0.009586,0.012848,0.023674,0.014317,0.9308,0.9859,0.9954,1.0000,-2.6525,-2.5358,0.009980,0.317547,0.480313,4956,0.2952,0.2379,1.5000,0.7160,0.6650
250,1000,250000,31,0.018623,0.000378,0.011908,0.013016,0.021898,0.014318,0.9074,0.9576,0.9826,0.9972,-2.6665,-2.5590,0.010037,0.369259,0.602098,4956,0.3241,0.2288,1.5000,0.7504,0.5349
250,1000,250000,32,0.018971,0.000379,0.012448,0.013677,0.021685,0.014317,0.8968,0.9615,0.9821,0.9950,-2.6651,-2.5531,0.010236,0.396533,0.632987,4962,0.3380,0.2283,1.5000,0.7190,0.4998
250,1000,250000,33,0.020020,0.000868,0.013997,0.012154,0.023973,0.014313,0.9473,0.9819,0.9915,0.9962,-2.6808,-2.5515,0.009922,0.275361,0.423465,4969,0.3167,0.2284,1.5000,0.7751,0.6685
250,1000,250000,34,0.018140,0.000298,0.011139,0.013172,0.023271,0.014318,0.9220,0.9768,0.9942,0.9996,-2.6493,-2.5308,0.010190,0.345401,0.510884,4963,0.3338,0.2348,1.5000,0.7958,0.7628
250,1000,250000,35,0.017854,0.000290,0.010668,0.013272,0.022784,0.014317,0.8941,0.9577,0.9817,0.9956,-2.6214,-2.5217,0.010262,0.389747,0.628498,4969,0.3258,0.2300,1.5000,0.7914,0.5579
250,1000,250000,36,0.022096,0.000558,0.016827,0.014447,0.022827,0.014321,0.8954,0.9527,0.9789,0.9922,-2.6156,-2.5041,0.011051,0.420857,0.622007,4970,0.3282,0.2267,1.5000,0.7739,0.6879
250,1000,250000,37,0.017201,0.000250,0.009529,0.013034,0.022274,0.014321,0.9176,0.9715,0.9897,0.9994,-2.6734,-2.5582,0.009859,0.347880,0.557560,4949,0.3327,0.2271,1.5000,0.7454,0.5373
250,1000,250000,38,0.016420,0.000361,0.008039,0.011738,0.022988,0.014317,0.9365,0.9748,0.9877,0.9966,-2.6753,-2.5607,0.009503,0.298395,0.479024,4964,0.2995,0.2144,1.5000,0.7394,0.5908
250,1000,250000,39,0.017014,0.000370,0.009192,0.011829,0.022871,0.014317,0.9245,0.9720,0.9869,0.9988,-2.6888,-2.5679,0.009577,0.300885,0.484785,4966,0.3178,0.2284,1.5000,0.7610,0.5602
250,1000,250000,40,0.016719,0.000372,0.008635,0.011789,0.021813,0.014317,0.9431,0.9796,0.9917,0.9986,-2.7363,-2.6001,0.009306,0.296209,0.459583,4956,0.3166,0.2300,1.5000,0.6977,0.6305
250,1000,250000,41,0.018840,0.000393,0.012239,0.013143,0.023023,0.014322,0.9251,0.9778,0.9905,0.9974,-2.6618,-2.5399,0.010183,0.341011,0.507456,4965,0.3048,0.2222,1.5000,0.7158,0.6840
250,1000,250000,42,0.020820,0.000354,0.015114,0.014525,0.022150,0.014319,0.8871,0.9557,0.9791,0.9930,-2.6298,-2.5176,0.010923,0.439170,0.659613,4968,0.3407,0.2460,1.5000,0.7568,0.6904
250,1000,250000,43,0.016807,0.000252,0.008803,0.012400,0.023102,0.014317,0.9211,0.9766,0.9927,0.9990,-2.6621,-2.5462,0.009811,0.326404,0.496643,4956,0.3024,0.2259,1.5000,0.7015,0.6949
250,1000,250000,44,0.016571,0.000394,0.008338,0.011268,0.022510,0.014321,0.9535,0.9821,0.9893,0.9938,-2.7222,-2.5843,0.009312,0.282310,0.426954,4964,0.3404,0.2422,1.5000,0.7766,0.7244
250,1000,250000,45,0.017960,0.000420,0.010836,0.012374,0.022169,0.014322,0.9173,0.9677,0.9843,0.9948,-2.6915,-2.5670,0.009803,0.340588,0.540090,4955,0.3146,0.2139,1.5000,0.6651,0.5091
250,1000,250000,46,0.021057,0.000591,0.015444,0.014212,0.023497,0.014314,0.9055,0.9629,0.9829,0.9982,-2.6093,-2.5102,0.010775,0.381469,0.611909,4963,0.3027,0.2286,1.5000,0.7974,0.4926
250,1000,250000,47,0.018442,0.000445,0.011624,0.012373,0.022522,0.014318,0.9170,0.9657,0.9867,0.9935,-2.6820,-2.5561,0.009931,0.338931,0.519824,4961,0.3123,0.2266,1.5000,0.7472,0.6125
250,1000,250000,48,0.018004,0.000332,0.010914,0.012626,0.023824,0.014318,0.9289,0.9716,0.9899,0.9964,-2.6374,-2.5187,0.010141,0.330092,0.469130,4964,0.3198,0.2231,1.5000,0.7099,0.8462
250,1000,250000,49,0.019857,0.000589,0.013761,0.012850,0.022027,0.014315,0.9165,0.9576,0.9796,0.9895,-2.6797,-2.5553,0.010148,0.371723,0.552679,4957,0.3021,0.2270,1.5000,0.6841,0.6165
250,1000,250000,50,0.018157,0.000295,0.011161,0.013177,0.021998,0.014321,0.9066,0.9667,0.9889,0.9974,-2.6667,-2.5543,0.010049,0.371885,0.571758,4957,0.3073,0.2290,1.5000,0.6917,0.6562
250,10000,2500000,1,0.013146,0.000289,0.012342,0.008501,0.016763,0.004527,0.9327,0.9704,0.9849,0.9889,-3.0274,-2.9953,0.006777,0.400220,0.452787,4962,0.3409,0.2431,1.5000,0.7308,0.0500
250,10000,2500000,2,0.014033,0.000346,0.013283,0.008689,0.016711,0.004527,0.9287,0.9696,0.9853,0.9893,-3.0317,-2.9969,0.006916,0.404536,0.451845,4964,0.3262,0.2294,1.5000,0.6627,0.0500
250,10000,2500000,3,0.015897,0.000408,0.015238,0.009299,0.017010,0.004528,0.9314,0.9651,0.9778,0.9798,-2.9989,-2.9669,0.007376,0.436685,0.483646,4959,0.3260,0.2343,1.5000,0.6050,0.0500
250,10000,2500000,4,0.014966,0.000616,0.014265,0.008480,0.017803,0.004527,0.9641,0.9845,0.9931,0.9939,-3.0276,-2.9907,0.006896,0.317440,0.346231,4957,0.3395,0.2371,1.5000,0.6520,0.4877
250,10000,2500000,5,0.011771,0.000325,0.010865,0.007420,0.017126,0.004528,0.9601,0.9805,0.9895,0.9913,-3.0606,-3.0229,0.006277,0.305268,0.338635,4965,0.3355,0.2425,1.5000,0.7071,0.4621
250,10000,2500000,6,0.010880,0.000200,0.009893,0.007401,0.017263,0.004527,0.9666,0.9887,0.9960,0.9984,-3.0636,-3.0291,0.006155,0.281473,0.321151,4963,0.3286,0.2436,1.5000,0.6495,0.0500
250,10000,2500000,7,0.013780,0.000635,0.013015,0.007845,0.016730,0.004528,0.9596,0.9816,0.9919,0.9933,-3.0678,-3.0324,0.006450,0.322867,0.362251,4953,0.3384,0.2348,1.5000,0.6167,0.3175
250,10000,2500000,8,0.013652,0.000321,0.012879,0.008330,0.017683,0.004529,0.9419,0.9764,0.9915,0.9939,-3.0214,-2.9878,0.006826,0.331238,0.370075,4958,0.3284,0.2364,1.5000,0.6203,0.0500
250,10000,2500000,9,0.020333,0.000494,0.019823,0.011397,0.016730,0.004527,0.8832,0.9293,0.9556,0.9614,-2.9077,-2.8779,0.008850,0.645131,0.703911,4950,0.3214,0.2341,1.5000,0.6694,0.1559
250,10000,2500000,10,0.011900,0.000260,0.011005,0.007931,0.016470,0.004527,0.9470,0.9845,0.9931,0.9958,-3.0692,-3.0355,0.006325,0.342248,0.388365,4963,0.3283,0.2356,1.5000,0.6281,0.0500
250,10000,2500000,11,0.011772,0.000250,0.010867,0.007872,0.016249,0.004526,0.9520,0.9830,0.9937,0.9952,-3.0914,-3.0541,0.006241,0.334361,0.376733,4955,0.3543,0.2580,1.5000,0.6436,0.0500
250,10000,2500000,12,0.011772,0.000275,0.010867,0.007720,0.017244,0.004528,0.9553,0.9839,0.9946,0.9960,-3.0478,-3.0132,0.006342,0.304806,0.340060,4968,0.3214,0.2330,1.5000,0.6454,0.4472
250,10000,2500000,13,0.012833,0.000310,0.012007,0.007801,0.016707,0.004528,0.9494,0.9734,0.9861,0.9877,-3.0586,-3.0208,0.006502,0.341966,0.372498,4963,0.3309,0.2337,1.5000,0.6206,0.4894
250,10000,2500000,14,0.014689,0.000388,0.013974,0.009122,0.016744,0.004526,0.9385,0.9701,0.9850,0.9889,-3.0156,-2.9838,0.007077,0.419946,0.468686,4946,0.3385,0.2470,1.5000,0.6639,0.3234
250,10000,2500000,15,0.010502,0.000216,0.009476,0.007050,0.017136,0.004527,0.9678,0.9869,0.9938,0.9958,-3.0748,-3.0376,0.005985,0.263359,0.296030,4962,0.3366,0.2440,1.5000,0.7224,0.3876
250,10000,2500000,16,0.010876,0.000251,0.009888,0.007059,0.016868,0.004528,0.9696,0.9897,0.9966,0.9980,-3.0897,-3.0526,0.005979,0.260860,0.290962,4966,0.3262,0.2394,1.5000,0.6239,0.0500
250,10000,2500000,17,0.009993,0.000181,0.008908,0.006895,0.016574,0.004527,0.9702,0.9926,0.9970,0.9988,-3.1122,-3.0741,0.005800,0.263387,0.301502,4972,0.3390,0.2451,1.5000,0.6478,0.0500
250,10000,2500000,18,0.011559,0.000283,0.010635,0.007359,0.017301,0.004529,0.9661,0.9897,0.9968,0.9978,-3.0714,-3.0343,0.006197,0.274497,0.309730,4961,0.3358,0.2463,1.5000,0.6637,0.0500
250,10000,2500000,19,0.013516,0.000415,0.012735,0.008512,0.017277,0.004528,0.9498,0.9786,0.9907,0.9925,-3.0281,-2.9934,0.006775,0.351214,0.392162,4962,0.3406,0.2427,1.5000,0.6496,0.0500
250,10000,2500000,20,0.012554,0.000271,0.011708,0.008184,0.016478,0.004528,0.9405,0.9756,0.9881,0.9899,-3.0503,-3.0148,0.006549,0.374488,0.416951,4956,0.3345,0.2426,1.5000,0.6958,0.0500
250,10000,2500000,21,0.010706,0.000224,0.009702,0.007257,0.018384,0.004528,0.9764,0.9935,0.9982,0.9988,-3.0245,-2.9908,0.006236,0.240227,0.263707,4957,0.3248,0.2364,1.5000,0.6469,0.7555
250,10000,2500000,22,0.011876,0.000389,0.010979,0.007228,0.017195,0.004528,0.9706,0.9907,0.9972,0.9984,-3.0873,-3.0493,0.006078,0.248806,0.280339,4970,0.3194,0.2332,1.5000,0.6322,0.0500
250,10000,2500000,23,0.014678,0.000517,0.013962,0.008405,0.017620,0.004527,0.9442,0.9744,0.9891,0.9899,-3.0225,-2.9867,0.006929,0.347446,0.384954,4963,0.3222,0.2299,1.5000,0.6344,0.3317
250,10000,2500000,24,0.012719,0.000254,0.011886,0.008475,0.016806,0.004527,0.9422,0.9817,0.9950,0.9972,-3.0511,-3.0163,0.006624,0.357502,0.402528,4965,0.3347,0.2483,1.5000,0.6360,0.0500
250,10000,2500000,25,0.011159,0.000222,0.010199,0.007556,0.017629,0.004528,0.9658,0.9867,0.9932,0.9942,-3.0363,-3.0030,0.006317,0.294388,0.331824,4966,0.3256,0.2448,1.5000,0.6484,0.0500
250,10000,2500000,26,0.011620,0.000210,0.010702,0.007973,0.017667,0.004527,0.9579,0.9885,0.9978,0.9990,-3.0257,-2.9925,0.006477,0.309577,0.342376,4963,0.3371,0.2471,1.5000,0.6613,0.6005
250,10000,2500000,27,0.012148,0.000290,0.011273,0.007864,0.017022,0.004527,0.9554,0.9784,0.9895,0.9919,-3.0515,-3.0164,0.006421,0.328780,0.369401,4953,0.3460,0.2449,1.5000,0.7000,0.0500
250,10000,2500000,28,0.012267,0.000352,0.011401,0.007985,0.017254,0.004528,0.9538,0.9794,0.9891,0.9915,-3.0490,-3.0158,0.006459,0.328134,0.375987,4962,0.3415,0.2434,1.5000,0.6218,0.0500
250,10000,2500000,29,0.010412,0.000196,0.009376,0.007012,0.017258,0.004528,0.9722,0.9903,0.9964,0.9976,-3.0800,-3.0428,0.005965,0.247373,0.277760,4971,0.3435,0.2453,1.5000,0.6250,0.0500
250,10000,2500000,30,0.011958,0.000283,0.011068,0.007594,0.017101,0.004527,0.9600,0.9885,0.9958,0.9968,-3.0841,-3.0452,0.006241,0.281550,0.315871,4956,0.3338,0.2386,1.5000,0.6036,0.0500
250,10000,2500000,31,0.015445,0.000590,0.014767,0.008463,0.016779,0.004528,0.9459,0.9730,0.9853,0.9871,-3.0417,-3.0069,0.006907,0.375213,0.417521,4956,0.3285,0.2339,1.5000,0.6223,0.3002
250,10000,2500000,32,0.013764,0.000458,0.012998,0.008328,0.017254,0.004527,0.9571,0.9831,0.9931,0.9946,-3.0476,-3.0102,0.006687,0.323809,0.356690,4962,0.3526,0.2426,1.5000,0.6398,0.3783
250,10000,2500000,33,0.019784,0.001060,0.019259,0.009647,0.017476,0.004526,0.9547,0.9807,0.9887,0.9893,-3.0277,-2.9886,0.007555,0.379420,0.417616,4969,0.3480,0.2447,1.5000,0.6676,0.0500
250,10000,2500000,34,0.013919,0.000389,0.013163,0.008533,0.016831,0.004528,0.9349,0.9754,0.9881,0.9909,-3.0435,-3.0084,0.006818,0.382229,0.428986,4963,0.3351,0.2375,1.5000,0.6496,0.0500
250,10000,2500000,35,0.012057,0.000290,0.011174,0.007923,0.018170,0.004527,0.9624,0.9869,0.9915,0.9940,-3.0199,-2.9847,0.006557,0.290940,0.325527,4969,0.3245,0.2309,1.5000,0.6833,0.0500
250,10000,2500000,36,0.016358,0.000501,0.015719,0.009493,0.017583,0.004529,0.9266,0.9692,0.9873,0.9901,-2.9866,-2.9542,0.007468,0.411951,0.457247,4970,0.3427,0.2409,1.5000,0.6944,0.1774
250,10000,2500000,37,0.013611,0.000349,0.012836,0.008735,0.017763,0.004529,0.9535,0.9792,0.9903,0.9929,-3.0070,-2.9750,0.006893,0.338712,0.378217,4949,0.3409,0.2375,1.5000,0.6494,0.3829
250,10000,2500000,38,0.012323,0.000389,0.011462,0.007731,0.016934,0.004527,0.9647,0.9893,0.9960,0.9968,-3.0723,-3.0375,0.006282,0.295679,0.335448,4964,0.3234,0.2312,1.5000,0.6315,0.0500
250,10000,2500000,39,0.014375,0.000592,0.013644,0.008062,0.017540,0.004527,0.9621,0.9847,0.9909,0.9936,-3.0410,-3.0063,0.006666,0.312883,0.351388,4966,0.3347,0.2383,1.5000,0.6540,0.0500
250,10000,2500000,40,0.013188,0.000403,0.012386,0.007944,0.017272,0.004527,0.9600,0.9901,0.9970,0.9988,-3.0541,-3.0220,0.006477,0.293891,0.334086,4956,0.3104,0.2257,1.5000,0.5964,0.0500
250,10000,2500000,41,0.014916,0.000489,0.014212,0.008517,0.016629,0.004529,0.9444,0.9732,0.9875,0.9887,-3.0643,-3.0243,0.006840,0.366281,0.404226,4965,0.3406,0.2410,1.5000,0.6292,0.0500
250,10000,2500000,42,0.014497,0.000308,0.013772,0.009206,0.017036,0.004528,0.9344,0.9771,0.9913,0.9926,-3.0325,-2.9945,0.007084,0.389728,0.427467,4968,0.3390,0.2443,1.5000,0.6423,0.5040
250,10000,2500000,43,0.012088,0.000258,0.011208,0.007951,0.017046,0.004527,0.9598,0.9895,0.9982,0.9990,-3.0690,-3.0311,0.006397,0.307001,0.342277,4956,0.3413,0.2493,1.5000,0.6300,0.0500
250,10000,2500000,44,0.011777,0.000228,0.010872,0.008042,0.017603,0.004529,0.9645,0.9881,0.9952,0.9970,-3.0346,-3.0017,0.006452,0.305134,0.345218,4964,0.3324,0.2446,1.5000,0.6725,0.2829
250,10000,2500000,45,0.012184,0.000402,0.011311,0.007452,0.017400,0.004529,0.9695,0.9861,0.9919,0.9948,-3.0680,-3.0299,0.006266,0.274834,0.307468,4955,0.3298,0.2318,1.5000,0.5898,0.0500
250,10000,2500000,46,0.017825,0.000776,0.017240,0.008798,0.017559,0.004526,0.9496,0.9734,0.9839,0.9863,-3.0337,-2.9973,0.007223,0.341971,0.382073,4963,0.3342,0.2381,1.5000,0.6792,0.0500
250,10000,2500000,47,0.015340,0.000500,0.014656,0.008993,0.017770,0.004528,0.9478,0.9776,0.9869,0.9887,-2.9982,-2.9643,0.007187,0.366551,0.403065,4961,0.3362,0.2366,1.5000,0.6687,0.4325
250,10000,2500000,48,0.013403,0.000269,0.012615,0.008881,0.017191,0.004528,0.9382,0.9744,0.9903,0.9934,-3.0098,-2.9794,0.006923,0.389392,0.440197,4964,0.3418,0.2391,1.5000,0.6257,0.0500
250,10000,2500000,49,0.013586,0.000522,0.012809,0.007883,0.017266,0.004527,0.9570,0.9835,0.9923,0.9944,-3.0522,-3.0172,0.006516,0.302116,0.337269,4957,0.3199,0.2335,1.5000,0.6077,0.0500
250,10000,2500000,50,0.011533,0.000269,0.010607,0.007416,0.016883,0.004529,0.9623,0.9867,0.9958,0.9972,-3.0783,-3.0426,0.006157,0.285348,0.321133,4957,0.3325,0.2359,1.5000,0.6139,0.0500
250,100000,25000000,1,0.012675,0.000320,0.012594,0.007319,0.015626,0.001432,0.9416,0.9700,0.9849,0.9849,-3.1370,-3.1311,0.006118,0.371039,0.374607,4962,0.3483,0.2499,1.5000,0.6970,0.0500
250,100000,25000000,2,0.013031,0.000355,0.012952,0.007398,0.015968,0.001431,0.9525,0.9819,0.9903,0.9903,-3.1336,-3.1281,0.006154,0.335723,0.339210,4964,0.3297,0.2350,1.5000,0.6445,0.0500
250,100000,25000000,3,0.015493,0.000432,0.015427,0.008162,0.015952,0.001432,0.9314,0.9623,0.9752,0.9754,-3.0874,-3.0821,0.006792,0.432302,0.435773,4959,0.3406,0.2424,1.5000,0.5898,0.0500
250,100000,25000000,4,0.014340,0.000558,0.014268,0.007491,0.016560,0.001432,0.9625,0.9851,0.9917,0.9917,-3.1267,-3.1211,0.006293,0.295089,0.297208,4957,0.3423,0.2402,1.5000,0.6182,0.8866
250,100000,25000000,5,0.010936,0.000320,0.010842,0.006387,0.015939,0.001432,0.9644,0.9776,0.9893,0.9893,-3.1644,-3.1583,0.005596,0.279627,0.282142,4965,0.3380,0.2463,1.5000,0.6727,0.0500
250,100000,25000000,6,0.010260,0.000219,0.010160,0.006348,0.016341,0.001432,0.9766,0.9913,0.9966,0.9966,-3.1591,-3.1535,0.005534,0.237585,0.239951,4963,0.3336,0.2428,1.5000,0.6185,0.0500
250,100000,25000000,7,0.012785,0.000619,0.012705,0.006652,0.015697,0.001432,0.9610,0.9832,0.9929,0.9931,-3.1696,-3.1639,0.005757,0.286730,0.289486,4953,0.3377,0.2381,1.5000,0.5849,0.0500
250,100000,25000000,8,0.011899,0.000298,0.011813,0.006720,0.016673,0.001432,0.9653,0.9883,0.9970,0.9970,-3.1407,-3.1352,0.005860,0.246967,0.249310,4958,0.3353,0.2411,1.5000,0.5974,0.0500
250,100000,25000000,9,0.019825,0.000508,0.019773,0.010076,0.015242,0.001432,0.8885,0.9216,0.9477,0.9487,-3.0089,-3.0033,0.008163,0.683745,0.688816,4950,0.3306,0.2376,1.5000,0.6250,0.0500
250,100000,25000000,10,0.010870,0.000296,0.010776,0.006350,0.015895,0.001432,0.9657,0.9865,0.9942,0.9946,-3.1631,-3.1576,0.005571,0.269274,0.271959,4963,0.3346,0.2362,1.5000,0.6136,0.0500
250,100000,25000000,11,0.010612,0.000257,0.010515,0.006319,0.015615,0.001431,0.9653,0.9841,0.9939,0.9939,-3.1811,-3.1754,0.005509,0.273821,0.276780,4955,0.3522,0.2567,1.5000,0.6150,0.0500
250,100000,25000000,12,0.010105,0.000247,0.010003,0.006263,0.016168,0.001432,0.9734,0.9911,0.9980,0.9980,-3.1662,-3.1605,0.005449,0.236113,0.238387,4968,0.3345,0.2385,1.5000,0.6288,0.0500
250,100000,25000000,13,0.012341,0.000320,0.012258,0.006939,0.015544,0.001432,0.9448,0.9694,0.9823,0.9825,-3.1395,-3.1342,0.005978,0.358590,0.361930,4963,0.3327,0.2394,1.5000,0.5943,0.0500
250,100000,25000000,14,0.013717,0.000372,0.013642,0.007637,0.015746,0.001431,0.9476,0.9723,0.9858,0.9860,-3.1242,-3.1188,0.006323,0.374732,0.378550,4946,0.3423,0.2472,1.5000,0.6301,0.0500
250,100000,25000000,15,0.010303,0.000241,0.010203,0.006259,0.015935,0.001432,0.9694,0.9875,0.9933,0.9933,-3.1671,-3.1612,0.005491,0.259266,0.261779,4962,0.3421,0.2484,1.5000,0.6876,0.0500
