n_pts,N_shots,N_total,seed,rmse,rmse_se,rmse_corr,mae,mean_sigma_gp,mean_sigma_noise,cov80,cov90,cov95,cov95_adj,nlpd,nlpd_adj,crps,msse,msse_gp,n_valid,l1,l2,l3,sf,c
10,10000,100000,18,0.134251,0.001312,0.134174,0.104383,0.193002,0.004527,0.9466,0.9958,1.0000,1.0000,-0.5315,-0.5313,0.077150,0.436480,0.436699,4999,0.1052,0.1608,1.5000,0.9515,0.0500
10,10000,100000,19,0.128717,0.001442,0.128637,0.099009,0.186400,0.004527,0.9158,0.9588,0.9778,0.9778,-0.5297,-0.5295,0.075593,0.563705,0.564274,4999,0.1490,0.4340,1.5000,0.9280,0.0500
10,10000,100000,20,0.188054,0.002496,0.187999,0.137809,0.106199,0.004528,0.6273,0.7179,0.7713,0.7721,0.2850,0.2791,0.104440,3.260846,3.275200,4998,0.0774,1.5000,0.2487,1.0194,0.0500
10,10000,100000,21,0.145259,0.001650,0.145188,0.111458,0.103989,0.004527,0.6770,0.7975,0.8625,0.8637,-0.4324,-0.4333,0.080434,1.909666,1.914106,4997,0.2313,0.6134,0.5551,0.9913,0.0500
10,10000,100000,22,0.145780,0.001402,0.145709,0.116608,0.147209,0.004527,0.8332,0.9322,0.9886,0.9886,-0.6207,-0.6204,0.079672,0.835739,0.836556,5000,0.1875,0.2219,1.5000,0.8887,0.0500
10,10000,100000,23,0.149799,0.001797,0.149731,0.110355,0.110388,0.004527,0.7115,0.8122,0.8760,0.8762,-0.5275,-0.5274,0.080626,1.609241,1.611788,4999,0.1924,0.2078,1.5000,1.0314,0.0500
10,10000,100000,24,0.172892,0.001694,0.172833,0.136126,0.143238,0.004528,0.7062,0.8223,0.8841,0.8845,-0.2578,-0.2592,0.096915,1.736058,1.741399,4996,0.1843,1.5000,1.5000,1.0967,0.0530
10,10000,100000,25,0.180834,0.001787,0.180778,0.135907,0.174062,0.004527,0.8018,0.9370,0.9838,0.9838,-0.4638,-0.4635,0.096194,0.820785,0.821260,4999,0.4125,0.1328,1.5000,0.9491,0.0500
10,10000,100000,26,0.200715,0.002416,0.200664,0.150734,0.069737,0.004527,0.3987,0.4977,0.5625,0.5633,3.4361,3.3965,0.122905,10.368718,10.454729,4999,1.5000,0.5289,0.1061,0.9997,0.0500
10,10000,100000,27,0.168250,0.001879,0.168189,0.132034,0.127941,0.004528,0.6825,0.7861,0.8581,0.8585,-0.2049,-0.2068,0.095162,1.933109,1.938694,4998,0.1675,0.8320,0.4546,1.0179,0.0500
10,10000,100000,28,0.193349,0.002074,0.193296,0.145769,0.125285,0.004528,0.6240,0.7079,0.7607,0.7607,0.4824,0.4771,0.111562,3.389713,3.402805,4998,1.5000,0.0502,1.5000,0.9043,0.0500
10,10000,100000,29,0.143420,0.001751,0.143349,0.104382,0.120432,0.004527,0.7960,0.8662,0.9146,0.9146,-0.5719,-0.5717,0.076180,1.341249,1.342958,5000,0.2345,0.2740,1.0135,0.8873,0.0500
10,10000,100000,30,0.216179,0.001887,0.216132,0.175582,0.144972,0.004527,0.5821,0.7798,0.8720,0.8720,-0.1909,-0.1911,0.121523,1.811399,1.813781,4999,0.3614,0.3176,1.5000,0.9349,0.0500
10,10000,100000,31,0.169071,0.002473,0.169010,0.116782,0.083425,0.004528,0.6225,0.7044,0.7576,0.7592,0.2182,0.2127,0.090633,3.656229,3.672264,4996,0.1912,0.5980,1.5000,0.9387,0.0500
10,10000,100000,32,0.184009,0.001638,0.183954,0.148496,0.070713,0.004528,0.3525,0.4505,0.5325,0.5331,2.2376,2.2041,0.118299,7.980430,8.054465,4999,0.2753,1.5000,0.8742,1.0675,0.0500
10,10000,100000,33,0.187970,0.001851,0.187915,0.141398,0.149096,0.004527,0.7299,0.8454,0.9222,0.9224,-0.4143,-0.4140,0.100580,1.278647,1.279907,4999,0.2277,0.3794,1.5000,1.0399,0.0500
10,10000,100000,34,0.155959,0.002308,0.155893,0.108593,0.097608,0.004527,0.6835,0.7688,0.8286,0.8288,-0.1917,-0.1936,0.082661,2.521841,2.529076,4999,0.1014,0.7119,1.5000,0.9635,0.0500
10,10000,100000,35,0.162218,0.001601,0.162155,0.126206,0.100529,0.004528,0.5851,0.7009,0.7906,0.7906,-0.3772,-0.3777,0.091359,2.099344,2.103768,4999,0.3380,0.2814,1.5000,0.9569,0.0500
10,10000,100000,36,0.172096,0.001815,0.172036,0.133635,0.198803,0.004528,0.8524,0.9212,0.9582,0.9582,-0.3520,-0.3518,0.096624,0.764114,0.764565,4999,0.5463,0.0674,1.5000,1.0162,0.0506
10,10000,100000,37,0.201587,0.002707,0.201536,0.146832,0.100826,0.004527,0.5661,0.6783,0.7526,0.7532,0.5297,0.5214,0.110977,3.965060,3.985858,4999,0.1139,1.1270,0.9288,1.0474,0.0500
10,10000,100000,38,0.232797,0.002186,0.232753,0.185516,0.159713,0.004528,0.5956,0.7073,0.7813,0.7815,0.4135,0.4116,0.137484,2.754226,2.759288,4998,0.5945,1.5000,0.0871,0.9530,0.0513
10,10000,100000,39,0.171994,0.001967,0.171934,0.126882,0.081968,0.004528,0.5393,0.6267,0.6871,0.6875,1.0353,1.0213,0.099155,5.347200,5.380483,4999,0.1596,1.5000,1.5000,0.8258,3.0000
10,10000,100000,40,0.226837,0.002110,0.226792,0.175563,0.136050,0.004527,0.5615,0.6503,0.7167,0.7167,0.5352,0.5314,0.133982,3.310506,3.320051,4999,1.5000,0.1035,1.5000,1.0279,0.0608
10,10000,100000,41,0.180365,0.002193,0.180308,0.131763,0.069202,0.004527,0.4735,0.5573,0.6184,0.6196,2.7678,2.7279,0.106703,9.047308,9.133842,4997,0.0500,1.5000,1.5000,0.9847,0.0551
10,10000,100000,42,0.168569,0.001786,0.168509,0.125369,0.148055,0.004527,0.7804,0.8746,0.9284,0.9286,-0.4872,-0.4868,0.090627,1.056137,1.056729,4999,0.1141,0.1334,1.5000,0.9660,0.0500
10,10000,100000,43,0.117388,0.001147,0.117301,0.092216,0.120742,0.004527,0.8045,0.8948,0.9336,0.9340,-0.6781,-0.6786,0.066241,1.134143,1.137126,4998,0.2238,0.4659,1.5000,0.9973,0.0500
10,10000,100000,44,0.161165,0.001423,0.161102,0.131109,0.165409,0.004528,0.8258,0.9502,0.9824,0.9824,-0.5245,-0.5241,0.088916,0.857478,0.858212,4999,0.3274,0.1906,1.5000,1.1112,0.0500
10,10000,100000,45,0.256310,0.002903,0.256270,0.189782,0.059806,0.004528,0.3157,0.3877,0.4337,0.4355,6.4161,6.3673,0.163096,16.646643,16.753248,4999,0.8376,0.3349,1.2952,1.0971,3.0000
10,10000,100000,46,0.180669,0.001778,0.180612,0.140757,0.096543,0.004527,0.5157,0.6135,0.6943,0.6945,0.5895,0.5805,0.107303,4.125216,4.147221,4999,1.3310,0.0907,1.5000,0.8602,0.0500
10,10000,100000,47,0.203850,0.002455,0.203800,0.151026,0.048247,0.004527,0.2655,0.3489,0.4212,0.4244,5.7433,5.6681,0.128324,15.685781,15.852465,4998,0.4125,0.4908,1.5000,1.0387,0.0500
10,10000,100000,48,0.161766,0.001991,0.161702,0.117156,0.097701,0.004527,0.6697,0.7684,0.8280,0.8284,-0.2942,-0.2942,0.087388,2.302060,2.305417,4999,0.1405,0.2236,1.5000,0.9770,0.0500
10,10000,100000,49,0.169011,0.002468,0.168950,0.118990,0.118037,0.004527,0.7423,0.8259,0.8695,0.8699,-0.3786,-0.3788,0.088054,1.779567,1.782446,4998,0.1324,0.4743,1.5000,0.9034,0.0500
10,10000,100000,50,0.177753,0.002452,0.177695,0.127791,0.100118,0.004527,0.6331,0.7277,0.7959,0.7963,0.0527,0.0505,0.096804,2.930792,2.938220,4998,0.0668,0.5013,1.5000,0.9402,0.0500
10,100000,1000000,1,0.193068,0.002780,0.193062,0.136139,0.106935,0.001432,0.6864,0.7837,0.8401,0.8401,-0.0398,-0.0399,0.101716,2.599882,2.600192,4997,0.0916,0.1864,1.5000,0.9368,0.0945
10,100000,1000000,2,0.189334,0.001924,0.189329,0.140627,0.084636,0.001432,0.4955,0.5673,0.6229,0.6229,1.5237,1.5201,0.112950,6.311610,6.319555,4999,1.5000,0.0926,1.5000,0.9732,0.0501
10,100000,1000000,3,0.214727,0.002713,0.214722,0.160662,0.170827,0.001432,0.7502,0.8334,0.8798,0.8798,-0.0558,-0.0559,0.117447,1.614281,1.614447,4999,0.0631,1.5000,0.1493,0.9120,0.3876
10,100000,1000000,4,0.163135,0.002101,0.163128,0.122858,0.147346,0.001432,0.8069,0.8860,0.9318,0.9318,-0.4554,-0.4554,0.088037,1.129779,1.129873,4998,0.2724,0.2815,0.3139,0.9664,0.0500
10,100000,1000000,5,0.161301,0.001928,0.161295,0.121967,0.126582,0.001432,0.6907,0.7838,0.8330,0.8330,-0.0384,-0.0387,0.091796,2.320817,2.321729,4999,0.1118,1.5000,0.9565,1.0727,0.0514
10,100000,1000000,6,0.183483,0.001963,0.183477,0.138481,0.112541,0.001432,0.6233,0.7055,0.7634,0.7634,0.0472,0.0469,0.104182,2.682986,2.683810,4999,1.5000,0.0500,0.3856,0.9514,0.1106
10,100000,1000000,7,0.194200,0.002195,0.194194,0.147094,0.164897,0.001432,0.7179,0.8156,0.8724,0.8724,-0.1978,-0.1978,0.107803,1.497143,1.497323,4999,0.4994,0.1147,1.5000,0.9970,0.0583
10,100000,1000000,8,0.217556,0.002369,0.217552,0.166462,0.141000,0.001432,0.6194,0.7205,0.7757,0.7757,0.6337,0.6333,0.126538,3.415153,3.416105,4998,1.5000,0.3861,0.0765,0.9680,0.0549
10,100000,1000000,9,0.185932,0.002578,0.185927,0.133518,0.069377,0.001432,0.4723,0.5751,0.6472,0.6472,1.9562,1.9543,0.107075,7.463806,7.467999,4997,0.0613,1.5000,0.3231,0.9463,3.0000
10,100000,1000000,10,0.137647,0.001591,0.137639,0.101097,0.124274,0.001432,0.7771,0.8473,0.8859,0.8859,-0.3435,-0.3436,0.076323,1.796784,1.797326,4997,0.2326,0.5395,1.5000,1.0242,3.0000
10,100000,1000000,11,0.288168,0.002332,0.288165,0.232119,0.148371,0.001432,0.4556,0.5788,0.6798,0.6798,0.3586,0.3585,0.169965,2.901567,2.901934,5000,0.7046,0.3457,1.5000,0.9947,0.0582
10,100000,1000000,12,0.138857,0.001399,0.138849,0.110423,0.175704,0.001432,0.9086,0.9690,0.9860,0.9860,-0.5390,-0.5390,0.078732,0.599669,0.599700,5000,0.2030,0.0656,1.5000,0.9179,3.0000
10,100000,1000000,13,0.150907,0.001510,0.150900,0.118822,0.181673,0.001432,0.8942,0.9646,0.9924,0.9924,-0.4952,-0.4952,0.084179,0.620267,0.620294,4999,0.1648,0.0690,1.5000,0.9736,0.0553
10,100000,1000000,14,0.142291,0.001211,0.142284,0.115434,0.126481,0.001432,0.7129,0.8380,0.9338,0.9340,-0.5524,-0.5524,0.080861,1.299284,1.299518,4999,0.1948,0.2818,1.5000,1.0673,0.0664
10,100000,1000000,15,0.191446,0.001785,0.191441,0.150079,0.149976,0.001432,0.6863,0.8238,0.9128,0.9128,-0.3279,-0.3279,0.106038,1.353033,1.353121,4999,0.1668,0.0996,1.5000,0.9502,0.0704
10,100000,1000000,16,0.219701,0.002109,0.219696,0.170680,0.088426,0.001432,0.4274,0.5172,0.5934,0.5940,2.2325,2.2292,0.135295,7.627666,7.634797,4998,1.5000,0.0734,1.5000,0.7815,0.0610
10,100000,1000000,17,0.183217,0.002228,0.183211,0.136685,0.215720,0.001432,0.8664,0.9366,0.9620,0.9620,-0.2578,-0.2578,0.102106,0.716682,0.716704,5000,0.0500,0.2999,0.0500,0.9392,0.1312
10,100000,1000000,18,0.133296,0.001308,0.133288,0.103386,0.194635,0.001432,0.9526,0.9970,1.0000,1.0000,-0.5307,-0.5307,0.076821,0.421519,0.421540,4999,0.1061,0.1598,1.5000,0.9520,0.0653
10,100000,1000000,19,0.128459,0.001438,0.128451,0.098878,0.186452,0.001432,0.9170,0.9594,0.9780,0.9780,-0.5312,-0.5312,0.075472,0.560529,0.560585,4999,0.1495,0.4333,1.5000,0.9288,0.0591
10,100000,1000000,20,0.188745,0.002542,0.188739,0.138100,0.106529,0.001432,0.6285,0.7197,0.7781,0.7781,0.2742,0.2736,0.104458,3.245170,3.246572,4998,0.0613,1.5000,0.3103,1.0230,0.0623
10,100000,1000000,21,0.145914,0.001660,0.145907,0.111947,0.103277,0.001432,0.6706,0.7921,0.8589,0.8589,-0.4118,-0.4119,0.080943,1.967990,1.968463,4997,0.2308,0.6269,0.5378,0.9877,0.0637
10,100000,1000000,22,0.145134,0.001391,0.145127,0.116207,0.146875,0.001432,0.8364,0.9318,0.9890,0.9890,-0.6240,-0.6240,0.079361,0.834936,0.835019,5000,0.1874,0.2256,1.5000,0.8908,0.0546
10,100000,1000000,23,0.150199,0.001806,0.150192,0.110740,0.111338,0.001432,0.7131,0.8124,0.8796,0.8796,-0.5273,-0.5273,0.080822,1.592066,1.592313,4999,0.1849,0.2063,1.5000,1.0298,0.0544
10,100000,1000000,24,0.172355,0.001690,0.172349,0.135603,0.137863,0.001432,0.6900,0.8082,0.8759,0.8759,-0.2511,-0.2513,0.096672,1.832710,1.833306,4996,0.1933,1.5000,1.5000,1.0854,0.0613
10,100000,1000000,25,0.182711,0.001814,0.182705,0.136649,0.174109,0.001432,0.7932,0.9322,0.9764,0.9764,-0.4510,-0.4510,0.097300,0.847955,0.848005,4999,0.4355,0.1287,1.5000,0.9493,0.0532
10,100000,1000000,26,0.200242,0.002415,0.200237,0.150337,0.068142,0.001432,0.3917,0.4887,0.5555,0.5557,3.6268,3.6223,0.122963,10.872823,10.882474,4999,1.5000,0.5228,0.1076,1.0003,0.0523
10,100000,1000000,27,0.169774,0.001879,0.169768,0.133629,0.126150,0.001432,0.6713,0.7727,0.8457,0.8457,-0.1580,-0.1583,0.096485,2.063555,2.064250,4998,0.1720,0.8917,0.4619,1.0202,0.0664
10,100000,1000000,28,0.193521,0.002080,0.193516,0.145783,0.126640,0.001432,0.6287,0.7097,0.7645,0.7647,0.4637,0.4631,0.111521,3.342368,3.343652,4998,1.5000,0.0500,1.5000,0.9109,0.0689
10,100000,1000000,29,0.146230,0.001782,0.146223,0.106866,0.125829,0.001432,0.7978,0.8698,0.9180,0.9180,-0.5382,-0.5382,0.078165,1.310331,1.310483,5000,0.2240,0.2826,0.7582,0.8807,0.0581
10,100000,1000000,30,0.217745,0.001893,0.217740,0.177092,0.144933,0.001432,0.5805,0.7758,0.8696,0.8696,-0.1776,-0.1776,0.122584,1.842346,1.842592,4999,0.3641,0.3238,1.5000,0.9425,0.0545
10,100000,1000000,31,0.168180,0.002477,0.168174,0.116026,0.084501,0.001432,0.6313,0.7106,0.7662,0.7666,0.1518,0.1513,0.089761,3.511710,3.513239,4996,0.1901,0.5875,1.5000,0.9419,0.0533
10,100000,1000000,32,0.184546,0.001636,0.184540,0.149128,0.071594,0.001432,0.3553,0.4519,0.5355,0.5359,2.1784,2.1751,0.118660,7.902011,7.909426,4999,0.2692,1.5000,0.8293,1.0594,0.0534
10,100000,1000000,33,0.187597,0.001852,0.187592,0.141159,0.148238,0.001432,0.7293,0.8454,0.9216,0.9216,-0.4140,-0.4139,0.100405,1.291479,1.291607,4999,0.2254,0.3812,1.5000,1.0311,0.0545
10,100000,1000000,34,0.155802,0.002304,0.155795,0.108476,0.097116,0.001432,0.6807,0.7682,0.8270,0.8270,-0.1836,-0.1838,0.082605,2.555052,2.555837,4999,0.1006,0.7221,1.5000,0.9551,0.0510
10,100000,1000000,35,0.161021,0.001592,0.161015,0.125342,0.101213,0.001432,0.5925,0.7095,0.8042,0.8044,-0.4040,-0.4041,0.090409,2.034308,2.034722,4999,0.3223,0.2795,1.5000,0.9494,0.0512
10,100000,1000000,36,0.173602,0.001833,0.173596,0.134972,0.196084,0.001432,0.8466,0.9150,0.9532,0.9532,-0.3483,-0.3483,0.097294,0.803055,0.803105,4999,0.5646,0.0706,1.5000,1.0160,0.0540
10,100000,1000000,37,0.201292,0.002690,0.201287,0.146627,0.100180,0.001432,0.5595,0.6685,0.7433,0.7433,0.6077,0.6066,0.111007,4.172360,4.175101,4999,0.1183,1.2788,0.9880,1.0545,0.0577
10,100000,1000000,38,0.233235,0.002183,0.233230,0.186010,0.158833,0.001432,0.5914,0.7031,0.7797,0.7797,0.4226,0.4224,0.137895,2.788012,2.788529,4998,0.5910,1.5000,0.0877,0.9536,0.0601
10,100000,1000000,39,0.171370,0.001990,0.171364,0.125891,0.088082,0.001432,0.5637,0.6543,0.7127,0.7127,0.8652,0.8637,0.097886,4.903209,4.906906,4999,0.1355,1.5000,1.5000,0.8378,3.0000
10,100000,1000000,40,0.227622,0.002124,0.227617,0.175784,0.136295,0.001432,0.5631,0.6507,0.7165,0.7165,0.5495,0.5491,0.134376,3.343615,3.344599,4999,1.5000,0.1018,1.5000,1.0194,0.0940
10,100000,1000000,41,0.180304,0.002190,0.180299,0.131634,0.065990,0.001432,0.4613,0.5411,0.6026,0.6026,3.1573,3.1523,0.107311,9.997083,10.007875,4997,0.0500,1.5000,1.5000,0.9809,0.0717
10,100000,1000000,42,0.168638,0.001789,0.168632,0.125370,0.148268,0.001432,0.7810,0.8762,0.9302,0.9302,-0.4885,-0.4885,0.090607,1.051581,1.051640,4999,0.1152,0.1338,1.5000,0.9668,0.0814
10,100000,1000000,43,0.118646,0.001135,0.118637,0.093653,0.120505,0.001432,0.7937,0.8886,0.9296,0.9296,-0.6614,-0.6615,0.067150,1.175697,1.176022,4998,0.2248,0.4892,1.5000,1.0014,0.0681
10,100000,1000000,44,0.160753,0.001418,0.160746,0.130792,0.162880,0.001432,0.8180,0.9472,0.9798,0.9798,-0.5274,-0.5274,0.088734,0.886816,0.886897,4999,0.3306,0.1982,1.5000,1.1152,0.0680
10,100000,1000000,45,0.255400,0.002923,0.255396,0.189222,0.064390,0.001432,0.3263,0.4007,0.4557,0.4559,5.1135,5.1096,0.160851,13.997191,14.005895,4999,0.7062,0.2906,1.1760,1.0608,3.0000
10,100000,1000000,46,0.180313,0.001781,0.180307,0.140201,0.095595,0.001432,0.5133,0.6133,0.6929,0.6929,0.6054,0.6044,0.107062,4.196368,4.198880,4999,1.3256,0.0912,1.5000,0.8614,0.0704
10,100000,1000000,47,0.205759,0.002482,0.205754,0.152095,0.046521,0.001432,0.2565,0.3325,0.4066,0.4070,6.4314,6.4222,0.130129,17.281177,17.301387,4998,0.4306,0.4902,1.5000,1.0415,0.0500
10,100000,1000000,48,0.161245,0.001985,0.161238,0.116727,0.098462,0.001432,0.6763,0.7732,0.8316,0.8316,-0.3104,-0.3104,0.086957,2.258128,2.258453,4999,0.1400,0.2284,1.5000,0.9772,0.0501
10,100000,1000000,49,0.169860,0.002477,0.169854,0.119585,0.118124,0.001432,0.7409,0.8245,0.8703,0.8703,-0.3766,-0.3767,0.088464,1.783295,1.783575,4998,0.1322,0.4597,1.5000,0.9120,0.0582
10,100000,1000000,50,0.178465,0.002458,0.178459,0.128331,0.099792,0.001432,0.6315,0.7277,0.7953,0.7953,0.0658,0.0655,0.097254,2.969612,2.970370,4998,0.0676,0.4897,1.5000,0.9430,0.0553
10,Inf,Inf,1,0.193309,0.002782,0.193309,0.136310,0.107539,0.000000,0.6886,0.7851,0.8407,0.8407,-0.0431,-0.0431,0.101812,2.581811,2.581811,4997,0.0910,0.1847,1.5000,0.9370,0.3873
10,Inf,Inf,2,0.189835,0.001926,0.189835,0.140952,0.083872,0.000000,0.4935,0.5633,0.6187,0.6187,1.5734,1.5734,0.113423,6.438217,6.438217,4999,1.5000,0.0951,1.5000,0.9786,0.3873
10,Inf,Inf,3,0.215167,0.002716,0.215167,0.161058,0.170761,0.000000,0.7497,0.8324,0.8800,0.8800,-0.0525,-0.0525,0.117718,1.621610,1.621610,4999,0.0627,1.5000,0.1490,0.9121,0.3873
10,Inf,Inf,4,0.163689,0.002106,0.163689,0.123382,0.147069,0.000000,0.8019,0.8852,0.9304,0.9304,-0.4509,-0.4509,0.088385,1.143079,1.143079,4998,0.2780,0.2781,0.3141,0.9665,0.3873
10,Inf,Inf,5,0.161073,0.001930,0.161073,0.121739,0.127782,0.000000,0.6977,0.7890,0.8378,0.8378,-0.0505,-0.0505,0.091587,2.277595,2.277595,4999,0.1087,1.5000,0.9450,1.0690,0.3873
10,Inf,Inf,6,0.183505,0.001963,0.183505,0.138590,0.113005,0.000000,0.6249,0.7069,0.7648,0.7648,0.0413,0.0413,0.104199,2.662083,2.662083,4999,1.5000,0.0500,0.3702,0.9527,0.3873
10,Inf,Inf,7,0.194158,0.002194,0.194158,0.146941,0.165476,0.000000,0.7211,0.8166,0.8730,0.8730,-0.2059,-0.2059,0.107639,1.473186,1.473186,4999,0.4913,0.1153,1.5000,0.9971,0.3873
10,Inf,Inf,8,0.217490,0.002366,0.217490,0.166446,0.140525,0.000000,0.6190,0.7189,0.7751,0.7751,0.6397,0.6397,0.126554,3.435054,3.435054,4998,1.5000,0.3865,0.0766,0.9685,0.3873
10,Inf,Inf,9,0.187057,0.002582,0.187057,0.134624,0.070618,0.000000,0.4751,0.5789,0.6518,0.6518,1.8800,1.8800,0.107742,7.277044,7.277044,4997,0.0594,1.5000,0.2992,0.9469,0.3873
10,Inf,Inf,10,0.137821,0.001598,0.137821,0.101111,0.124174,0.000000,0.7771,0.8471,0.8855,0.8855,-0.3377,-0.3377,0.076406,1.813160,1.813160,4997,0.2348,0.5411,1.5000,1.0291,0.3873
10,Inf,Inf,11,0.286570,0.002314,0.286570,0.230780,0.148919,0.000000,0.4612,0.5880,0.6884,0.6884,0.3279,0.3279,0.168519,2.832086,2.832086,5000,0.6863,0.3452,1.5000,0.9890,0.3873
10,Inf,Inf,12,0.138875,0.001397,0.138875,0.110476,0.174889,0.000000,0.9078,0.9690,0.9856,0.9856,-0.5408,-0.5408,0.078701,0.605719,0.605719,5000,0.2037,0.0658,1.5000,0.9184,0.3873
10,Inf,Inf,13,0.150663,0.001506,0.150663,0.118630,0.181886,0.000000,0.8948,0.9652,0.9928,0.9928,-0.4954,-0.4954,0.084085,0.617276,0.617276,4999,0.1644,0.0687,1.5000,0.9734,0.3873
10,Inf,Inf,14,0.142508,0.001212,0.142508,0.115761,0.126854,0.000000,0.7139,0.8388,0.9338,0.9338,-0.5521,-0.5521,0.080970,1.293380,1.293380,4999,0.1920,0.2826,1.5000,1.0667,0.3873
10,Inf,Inf,15,0.191312,0.001784,0.191312,0.149855,0.149542,0.000000,0.6841,0.8220,0.9124,0.9124,-0.3298,-0.3298,0.105921,1.355951,1.355951,4999,0.1685,0.1008,1.5000,0.9507,0.3873
10,Inf,Inf,16,0.219664,0.002111,0.219664,0.170603,0.089443,0.000000,0.4312,0.5220,0.6000,0.6000,2.1641,2.1641,0.134980,7.474774,7.474774,4998,1.5000,0.0729,1.5000,0.7826,0.3873
10,Inf,Inf,17,0.183247,0.002229,0.183247,0.136707,0.215940,0.000000,0.8670,0.9366,0.9620,0.9620,-0.2574,-0.2574,0.102130,0.715470,0.715470,5000,0.0500,0.2981,0.0500,0.9394,0.3873
10,Inf,Inf,18,0.133208,0.001307,0.133208,0.103329,0.194834,0.000000,0.9524,0.9972,1.0000,1.0000,-0.5302,-0.5302,0.076812,0.420402,0.420402,4999,0.1056,0.1600,1.5000,0.9520,0.3873
10,Inf,Inf,19,0.128305,0.001438,0.128305,0.098756,0.186555,0.000000,0.9172,0.9598,0.9782,0.9782,-0.5318,-0.5318,0.075402,0.558139,0.558139,4999,0.1494,0.4320,1.5000,0.9288,0.3873
10,Inf,Inf,20,0.189222,0.002554,0.189222,0.138462,0.107228,0.000000,0.6307,0.7215,0.7817,0.7817,0.2629,0.2629,0.104628,3.208973,3.208973,4998,0.0574,1.5000,0.3164,1.0213,0.3873
10,Inf,Inf,21,0.146336,0.001664,0.146336,0.112299,0.103184,0.000000,0.6684,0.7885,0.8563,0.8563,-0.4021,-0.4021,0.081264,1.988957,1.988957,4997,0.2310,0.6340,0.5249,0.9855,0.3873
10,Inf,Inf,22,0.145256,0.001393,0.145256,0.116258,0.147047,0.000000,0.8362,0.9326,0.9892,0.9892,-0.6235,-0.6235,0.079408,0.833522,0.833522,5000,0.1876,0.2247,1.5000,0.8903,0.3873
10,Inf,Inf,23,0.150275,0.001810,0.150275,0.110837,0.112154,0.000000,0.7185,0.8168,0.8816,0.8816,-0.5311,-0.5311,0.080810,1.568831,1.568831,4999,0.1824,0.2042,1.5000,1.0298,0.3873
10,Inf,Inf,24,0.172344,0.001691,0.172344,0.135533,0.138217,0.000000,0.6930,0.8110,0.8771,0.8771,-0.2517,-0.2517,0.096634,1.826354,1.826354,4996,0.1903,1.5000,1.5000,1.0813,0.3873
10,Inf,Inf,25,0.183288,0.001818,0.183288,0.137130,0.173947,0.000000,0.7912,0.9310,0.9746,0.9746,-0.4479,-0.4479,0.097646,0.856401,0.856401,4999,0.4380,0.1285,1.5000,0.9498,0.3873
10,Inf,Inf,26,0.200348,0.002414,0.200348,0.150487,0.068025,0.000000,0.3919,0.4887,0.5535,0.5535,3.6609,3.6609,0.123134,10.954845,10.954845,4999,1.5000,0.5252,0.1083,0.9980,0.3873
10,Inf,Inf,27,0.170067,0.001863,0.170067,0.134275,0.124605,0.000000,0.6617,0.7651,0.8377,0.8377,-0.1340,-0.1340,0.096991,2.139530,2.139530,4998,0.1743,0.9202,0.4742,1.0224,0.3873
10,Inf,Inf,28,0.193782,0.002084,0.193782,0.145919,0.126692,0.000000,0.6297,0.7089,0.7651,0.7651,0.4678,0.4678,0.111653,3.351017,3.351017,4998,1.5000,0.0500,1.5000,0.9129,0.3873
10,Inf,Inf,29,0.145881,0.001792,0.145881,0.106399,0.126726,0.000000,0.8004,0.8724,0.9204,0.9204,-0.5404,-0.5404,0.077947,1.290154,1.290154,5000,0.2168,0.2820,0.7504,0.8785,0.3873
10,Inf,Inf,30,0.218317,0.001897,0.218317,0.177640,0.144952,0.000000,0.5803,0.7734,0.8692,0.8692,-0.1729,-0.1729,0.122952,1.852341,1.852341,4999,0.3651,0.3267,1.5000,0.9460,0.3873
10,Inf,Inf,31,0.167992,0.002476,0.167992,0.115944,0.084766,0.000000,0.6329,0.7118,0.7674,0.7674,0.1370,0.1370,0.089608,3.477147,3.477147,4996,0.1899,0.5853,1.5000,0.9431,0.3873
10,Inf,Inf,32,0.185050,0.001633,0.185050,0.149702,0.072489,0.000000,0.3559,0.4565,0.5381,0.5381,2.1135,2.1135,0.118914,7.753899,7.753899,4999,0.2667,1.5000,0.8108,1.0577,0.3873
10,Inf,Inf,33,0.187144,0.001848,0.187144,0.140874,0.147563,0.000000,0.7281,0.8450,0.9212,0.9212,-0.4151,-0.4151,0.100192,1.298493,1.298493,4999,0.2245,0.3826,1.5000,1.0272,0.3873
10,Inf,Inf,34,0.156284,0.002303,0.156284,0.108928,0.096640,0.000000,0.6789,0.7658,0.8232,0.8232,-0.1592,-0.1592,0.083021,2.615050,2.615050,4999,0.0988,0.7404,1.5000,0.9498,0.3873
10,Inf,Inf,35,0.160439,0.001589,0.160439,0.124904,0.101500,0.000000,0.5961,0.7155,0.8116,0.8116,-0.4161,-0.4161,0.089938,2.004006,2.004006,4999,0.3140,0.2786,1.5000,0.9452,0.3873
10,Inf,Inf,36,0.173285,0.001831,0.173285,0.134642,0.196039,0.000000,0.8474,0.9170,0.9526,0.9526,-0.3510,-0.3510,0.097081,0.797902,0.797902,4999,0.5581,0.0709,1.5000,1.0141,0.3873
10,Inf,Inf,37,0.201387,0.002687,0.201387,0.146737,0.099789,0.000000,0.5573,0.6659,0.7411,0.7411,0.6257,0.6257,0.111158,4.220212,4.220212,4999,0.1199,1.2751,0.9868,1.0565,0.3873
