scan_kind,sequence_name,sequence_label,numMS,scan_name,x_axis,y_axis,x_index,y_index,rabi_ratio,phase_pi,sideband_2pi_khz,fcl_2pi_khz,gg,ee,eg,ge,odd,balance,nominal_gg,nominal_ee,score
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,5,3,1,-0.36666666666666664,0,-1.7333333333333334,0.38563776473098399,0.393632604120079,0.11036481557446852,0.11036481557446852,0.22072963114893704,-0.0079948393890950098,9.2727763303247752e-05,0.99989549141336287,0.393632604120079
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,6,3,1,-0.33333333333333331,0,-1.7333333333333334,0.43855727421359286,0.36094017527878836,0.10025127525380939,0.10025127525380939,0.20050255050761878,0.077617098934804507,9.2727763303247752e-05,0.99989549141336287,0.36094017527878836
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,7,3,1,-0.29999999999999999,0,-1.7333333333333334,0.4905055751259928,0.32484026581573583,0.0923270795291357,0.0923270795291357,0.1846541590582714,0.16566530931025697,9.2727763303247752e-05,0.99989549141336287,0.32484026581573583
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,8,3,1,-0.26666666666666666,0,-1.7333333333333334,0.54024407116292528,0.28649744139127248,0.086629243722901192,0.086629243722901192,0.17325848744580238,0.2537466297716528,9.2727763303247752e-05,0.99989549141336287,0.28649744139127248
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,9,3,1,-0.23333333333333334,0,-1.7333333333333334,0.58662533553041218,0.24716822233038285,0.08310322106960244,0.08310322106960244,0.16620644213920488,0.33945711320002936,9.2727763303247752e-05,0.99989549141336287,0.24716822233038285
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,10,3,1,-0.20000000000000001,0,-1.7333333333333334,0.62863883937756648,0.20815121981122472,0.081604970405604438,0.081604970405604438,0.16320994081120888,0.42048761956634173,9.2727763303247752e-05,0.99989549141336287,0.20815121981122472
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,11,3,1,-0.16666666666666666,0,-1.7333333333333334,0.66544984511419725,0.17073720719084673,0.081906473847477998,0.081906473847477998,0.163812947694956,0.49471263792335052,9.2727763303247752e-05,0.99989549141336287,0.17073720719084673
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,12,3,1,-0.13333333333333333,0,-1.7333333333333334,0.69642909664891395,0.13616119289101727,0.083704855230034347,0.083704855230034347,0.16740971046006869,0.5602679037578967,9.2727763303247752e-05,0.99989549141336287,0.13616119289101727
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,13,3,1,-0.10000000000000001,0,-1.7333333333333334,0.7211716270082259,0.10555829368647481,0.08663503965264964,0.08663503965264964,0.17327007930529928,0.61561333332175106,9.2727763303247752e-05,0.99989549141336287,0.10555829368647481
heatmap,varms_2,2 x MS0(pi/2),2,phase_fcl,phase,fcl,14,3,1,-0.066666666666666666,0,-1.7333333333333334,0.73950372176375079,0.079924789791229772,0.090285744222509692,0.090285744222509692,0.18057148844501938,0.65957893197252104,9.2727763303247752e-05,0.99989549141336287,0.079924789791229772
