axis,u_scan,u1,u2,u3,Q_jac_det,Q_det,Q_shot_mean,Q_shot_std,Q_db_mean,Q_db_std,bias_empirical,bias_theory,bias_residual,db_error,gg,ee
u3,-0.086432,-0.001897,0.003966,-0.086432,0.942820,0.999247,0.942587,0.007944,0.942587,0.007944,0.000233,0.000000,0.000233,0.000233,0.173768,0.825734
u3,-0.082412,-0.001897,0.003966,-0.082412,0.944231,0.999278,0.943668,0.007884,0.943668,0.007884,0.000562,0.000000,0.000562,0.000562,0.173062,0.826438
u3,-0.078392,-0.001897,0.003966,-0.078392,0.945639,0.999309,0.944204,0.007757,0.944204,0.007757,0.001434,0.000000,0.001434,0.001434,0.172358,0.827142
u3,-0.074372,-0.001897,0.003966,-0.074372,0.947044,0.999339,0.945912,0.007072,0.945912,0.007072,0.001132,0.000000,0.001132,0.001132,0.171654,0.827844
u3,-0.070352,-0.001897,0.003966,-0.070352,0.948448,0.999368,0.947563,0.006874,0.947563,0.006874,0.000884,0.000000,0.000884,0.000884,0.170952,0.828546
u3,-0.066332,-0.001897,0.003966,-0.066332,0.949849,0.999397,0.950363,0.007498,0.950363,0.007498,-0.000514,0.000000,-0.000514,-0.000514,0.170251,0.829246
u3,-0.062312,-0.001897,0.003966,-0.062312,0.951248,0.999424,0.950502,0.007825,0.950502,0.007825,0.000745,0.000000,0.000745,0.000745,0.169551,0.829945
u3,-0.058291,-0.001897,0.003966,-0.058291,0.952644,0.999451,0.952959,0.008916,0.952959,0.008916,-0.000315,0.000000,-0.000315,-0.000315,0.168853,0.830643
u3,-0.054271,-0.001897,0.003966,-0.054271,0.954039,0.999477,0.953522,0.006499,0.953522,0.006499,0.000516,0.000000,0.000516,0.000516,0.168155,0.831339
u3,-0.050251,-0.001897,0.003966,-0.050251,0.955430,0.999503,0.954016,0.008053,0.954016,0.008053,0.001414,0.000000,0.001414,0.001414,0.167459,0.832035
u3,-0.046231,-0.001897,0.003966,-0.046231,0.956820,0.999527,0.957703,0.008577,0.957704,0.008579,-0.000883,0.000000,-0.000883,-0.000884,0.166764,0.832729
u3,-0.042211,-0.001897,0.003966,-0.042211,0.958207,0.999551,0.958855,0.008410,0.958856,0.008411,-0.000648,0.000000,-0.000648,-0.000648,0.166070,0.833423
u3,-0.038191,-0.001897,0.003966,-0.038191,0.959592,0.999574,0.959425,0.007497,0.959425,0.007497,0.000167,0.000000,0.000167,0.000167,0.165377,0.834115
u3,-0.034171,-0.001897,0.003966,-0.034171,0.960975,0.999597,0.960155,0.007683,0.960156,0.007684,0.000820,0.000000,0.000820,0.000819,0.164685,0.834806
u3,-0.030151,-0.001897,0.003966,-0.030151,0.962355,0.999618,0.963350,0.006995,0.963351,0.006995,-0.000995,0.000000,-0.000995,-0.000995,0.163994,0.835495
u3,-0.026131,-0.001897,0.003966,-0.026131,0.963733,0.999639,0.962786,0.007615,0.962788,0.007622,0.000947,0.000000,0.000947,0.000945,0.163305,0.836184
u3,-0.022111,-0.001897,0.003966,-0.022111,0.965109,0.999659,0.966585,0.005741,0.966586,0.005743,-0.001476,0.000000,-0.001476,-0.001477,0.162617,0.836871
u3,-0.018090,-0.001897,0.003966,-0.018090,0.966482,0.999678,0.966364,0.007352,0.966367,0.007358,0.000118,0.000000,0.000118,0.000115,0.161930,0.837558
u3,-0.014070,-0.001897,0.003966,-0.014070,0.967853,0.999697,0.968623,0.006445,0.968628,0.006455,-0.000770,0.000000,-0.000770,-0.000774,0.161244,0.838243
u3,-0.010050,-0.001897,0.003966,-0.010050,0.969222,0.999715,0.971812,0.007890,0.971829,0.007922,-0.002591,0.000000,-0.002591,-0.002608,0.160559,0.838927
u3,-0.006030,-0.001897,0.003966,-0.006030,0.970588,0.999732,0.970030,0.007057,0.970037,0.007072,0.000558,0.000000,0.000557,0.000551,0.159876,0.839609
u3,-0.002010,-0.001897,0.003966,-0.002010,0.971952,0.999748,0.970614,0.008146,0.970631,0.008180,0.001337,0.000000,0.001337,0.001321,0.159193,0.840291
u3,0.002010,-0.001897,0.003966,0.002010,0.973313,0.999763,0.974634,0.007705,0.974674,0.007777,-0.001321,0.000000,-0.001322,-0.001361,0.158512,0.840971
u3,0.006030,-0.001897,0.003966,0.006030,0.974672,0.999778,0.974786,0.006996,0.974847,0.007156,-0.000114,0.000001,-0.000115,-0.000174,0.157832,0.841650
u3,0.010050,-0.001897,0.003966,0.010050,0.976029,0.999792,0.976127,0.006510,0.976185,0.006641,-0.000098,0.000002,-0.000100,-0.000156,0.157153,0.842328
u3,0.014070,-0.001897,0.003966,0.014070,0.977383,0.999805,0.977765,0.007475,0.977879,0.007699,-0.000382,0.000004,-0.000386,-0.000495,0.156476,0.843005
u3,0.018090,-0.001897,0.003966,0.018090,0.978735,0.999817,0.978503,0.007430,0.978632,0.007678,0.000232,0.000007,0.000225,0.000103,0.155799,0.843680
u3,0.022111,-0.001897,0.003966,0.022111,0.980085,0.999829,0.982644,0.005750,0.982826,0.005998,-0.002560,0.000013,-0.002573,-0.002741,0.155124,0.844355
u3,0.026131,-0.001897,0.003966,0.026131,0.981432,0.999839,0.982197,0.006597,0.982405,0.006879,-0.000765,0.000024,-0.000789,-0.000973,0.154450,0.845028
u3,0.030151,-0.001897,0.003966,0.030151,0.982777,0.999850,0.982451,0.007112,0.982725,0.007504,0.000325,0.000042,0.000284,0.000052,0.153778,0.845700
u3,0.034171,-0.001897,0.003966,0.034171,0.984119,0.999859,0.984150,0.006827,0.984467,0.007224,-0.000031,0.000071,-0.000102,-0.000348,0.153106,0.846371
u3,0.038191,-0.001897,0.003966,0.038191,0.985459,0.999867,0.985798,0.006302,0.986279,0.006855,-0.000339,0.000117,-0.000457,-0.000820,0.152436,0.847040
u3,0.042211,-0.001897,0.003966,0.042211,0.986796,0.999875,0.986760,0.007211,0.987346,0.007826,0.000036,0.000188,-0.000152,-0.000550,0.151766,0.847709
u3,0.046231,-0.001897,0.003966,0.046231,0.988132,0.999882,0.988752,0.006557,0.989516,0.007231,-0.000621,0.000295,-0.000916,-0.001384,0.151098,0.848376
u3,0.050251,-0.001897,0.003966,0.050251,0.989464,0.999888,0.988765,0.005765,0.989526,0.006491,0.000699,0.000451,0.000248,-0.000061,0.150432,0.849042
u3,0.054271,-0.001897,0.003966,0.054271,0.990794,0.999894,0.990416,0.006302,0.991449,0.007060,0.000379,0.000672,-0.000293,-0.000655,0.149766,0.849706
u3,0.058291,-0.001897,0.003966,0.058291,0.992122,0.999898,0.991699,0.005674,0.992746,0.006313,0.000423,0.000977,-0.000554,-0.000624,0.149102,0.850370
u3,0.062312,-0.001897,0.003966,0.062312,0.993448,0.999902,0.992240,0.005264,0.993436,0.006011,0.001207,0.001385,-0.000178,0.000011,0.148439,0.851032
u3,0.066332,-0.001897,0.003966,0.066332,0.994770,0.999905,0.993692,0.004631,0.995037,0.005259,0.001078,0.001919,-0.000841,-0.000267,0.147777,0.851693
u3,0.070352,-0.001897,0.003966,0.070352,0.996091,0.999908,0.993516,0.004445,0.994903,0.005120,0.002575,0.002599,-0.000025,0.001188,0.147116,0.852353
u3,0.074372,-0.001897,0.003966,0.074372,0.997409,0.999909,0.993923,0.004174,0.995315,0.004733,0.003486,0.003444,0.000042,0.002093,0.146457,0.853011
u3,0.078392,-0.001897,0.003966,0.078392,0.998724,0.999910,0.994998,0.003804,0.996590,0.004261,0.003726,0.004467,-0.000741,0.002134,0.145799,0.853669
u3,0.082412,-0.001897,0.003966,0.082412,0.999479,0.999910,0.994595,0.004601,0.996068,0.005143,0.004884,0.005119,-0.000235,0.003411,0.145142,0.854325
u3,0.086432,-0.001897,0.003966,0.086432,0.998652,0.999909,0.994365,0.003942,0.995837,0.004534,0.004287,0.004385,-0.000098,0.002815,0.144486,0.854980
u3,0.090452,-0.001897,0.003966,0.090452,0.997344,0.999908,0.993386,0.004742,0.994608,0.005299,0.003958,0.003359,0.000599,0.002736,0.143832,0.855633
u3,0.094472,-0.001897,0.003966,0.094472,0.996038,0.999906,0.993780,0.004959,0.995034,0.005527,0.002258,0.002515,-0.000257,0.001004,0.143178,0.856286
u3,0.098492,-0.001897,0.003966,0.098492,0.994735,0.999903,0.993000,0.005493,0.994236,0.006106,0.001735,0.001840,-0.000105,0.000499,0.142526,0.856937
u3,0.102513,-0.001897,0.003966,0.102513,0.993434,0.999899,0.992574,0.004973,0.993688,0.005590,0.000860,0.001313,-0.000453,-0.000254,0.141876,0.857587
u3,0.106533,-0.001897,0.003966,0.106533,0.992136,0.999894,0.991059,0.005592,0.991964,0.006271,0.001077,0.000913,0.000164,0.000172,0.141226,0.858236
u3,0.110553,-0.001897,0.003966,0.110553,0.990840,0.999889,0.989918,0.006404,0.990844,0.007204,0.000922,0.000618,0.000304,-0.000004,0.140578,0.858883
u3,0.114573,-0.001897,0.003966,0.114573,0.989547,0.999883,0.988667,0.006129,0.989422,0.006852,0.000881,0.000407,0.000473,0.000125,0.139931,0.859529
u3,0.118593,-0.001897,0.003966,0.118593,0.988257,0.999876,0.987524,0.006639,0.988137,0.007312,0.000733,0.000261,0.000472,0.000119,0.139285,0.860174
u3,0.122613,-0.001897,0.003966,0.122613,0.986968,0.999869,0.987023,0.006554,0.987504,0.007044,-0.000054,0.000162,-0.000216,-0.000535,0.138641,0.860818
u3,0.126633,-0.001897,0.003966,0.126633,0.985683,0.999860,0.985444,0.006997,0.985844,0.007466,0.000239,0.000098,0.000141,-0.000161,0.137997,0.861460
u3,0.130653,-0.001897,0.003966,0.130653,0.984400,0.999851,0.984575,0.007178,0.984968,0.007693,-0.000175,0.000057,-0.000233,-0.000568,0.137355,0.862101
u3,0.134673,-0.001897,0.003966,0.134673,0.983119,0.999841,0.983630,0.006230,0.983845,0.006523,-0.000511,0.000033,-0.000543,-0.000726,0.136715,0.862741
u3,0.138693,-0.001897,0.003966,0.138693,0.981841,0.999830,0.981182,0.006029,0.981303,0.006215,0.000659,0.000018,0.000641,0.000538,0.136075,0.863380
u3,0.142714,-0.001897,0.003966,0.142714,0.980565,0.999819,0.980894,0.007010,0.981069,0.007338,-0.000329,0.000010,-0.000338,-0.000504,0.135437,0.864017
u3,0.146734,-0.001897,0.003966,0.146734,0.979292,0.999807,0.979850,0.006123,0.979932,0.006260,-0.000557,0.000005,-0.000562,-0.000640,0.134800,0.864653
u3,0.150754,-0.001897,0.003966,0.150754,0.978022,0.999794,0.977081,0.007167,0.977148,0.007293,0.000941,0.000002,0.000939,0.000873,0.134164,0.865288
u3,0.154774,-0.001897,0.003966,0.154774,0.976754,0.999780,0.977091,0.007734,0.977165,0.007865,-0.000337,0.000001,-0.000338,-0.000411,0.133530,0.865922
u3,0.158794,-0.001897,0.003966,0.158794,0.975489,0.999765,0.975570,0.007263,0.975621,0.007374,-0.000081,0.000001,-0.000082,-0.000132,0.132897,0.866554
u3,0.162814,-0.001897,0.003966,0.162814,0.974226,0.999750,0.974054,0.006441,0.974071,0.006479,0.000172,0.000000,0.000172,0.000154,0.132265,0.867185
u3,0.166834,-0.001897,0.003966,0.166834,0.972965,0.999734,0.972512,0.006824,0.972520,0.006839,0.000454,0.000000,0.000454,0.000446,0.131634,0.867815
u3,0.170854,-0.001897,0.003966,0.170854,0.971708,0.999717,0.971464,0.006880,0.971473,0.006901,0.000244,0.000000,0.000244,0.000235,0.131005,0.868443
u3,0.174874,-0.001897,0.003966,0.174874,0.970452,0.999700,0.968736,0.006281,0.968736,0.006282,0.001717,0.000000,0.001717,0.001716,0.130377,0.869070
u3,0.178894,-0.001897,0.003966,0.178894,0.969200,0.999681,0.968929,0.006081,0.968930,0.006083,0.000271,0.000000,0.000271,0.000270,0.129750,0.869696
u3,0.182915,-0.001897,0.003966,0.182915,0.967950,0.999662,0.967613,0.006577,0.967614,0.006581,0.000337,0.000000,0.000337,0.000336,0.129125,0.870321
u3,0.186935,-0.001897,0.003966,0.186935,0.966702,0.999642,0.967097,0.006460,0.967097,0.006461,-0.000394,0.000000,-0.000394,-0.000395,0.128501,0.870944
u3,0.190955,-0.001897,0.003966,0.190955,0.965458,0.999622,0.965425,0.006170,0.965425,0.006171,0.000033,0.000000,0.000033,0.000033,0.127878,0.871566
u3,0.194975,-0.001897,0.003966,0.194975,0.964215,0.999600,0.963848,0.006305,0.963848,0.006305,0.000368,0.000000,0.000368,0.000368,0.127256,0.872187
u3,0.198995,-0.001897,0.003966,0.198995,0.962976,0.999578,0.963009,0.006107,0.963009,0.006107,-0.000033,0.000000,-0.000033,-0.000033,0.126636,0.872806
u3,0.203015,-0.001897,0.003966,0.203015,0.961739,0.999555,0.961470,0.006972,0.961470,0.006972,0.000269,0.000000,0.000269,0.000269,0.126017,0.873424
u3,0.207035,-0.001897,0.003966,0.207035,0.960504,0.999531,0.960998,0.006765,0.960998,0.006765,-0.000494,0.000000,-0.000494,-0.000494,0.125400,0.874041
u3,0.211055,-0.001897,0.003966,0.211055,0.959272,0.999507,0.959165,0.006704,0.959165,0.006704,0.000108,0.000000,0.000108,0.000108,0.124783,0.874657
u3,0.215075,-0.001897,0.003966,0.215075,0.958043,0.999482,0.957585,0.007048,0.957585,0.007048,0.000458,0.000000,0.000458,0.000458,0.124168,0.875271
u3,0.219095,-0.001897,0.003966,0.219095,0.956816,0.999456,0.956455,0.006327,0.956455,0.006327,0.000362,0.000000,0.000362,0.000362,0.123554,0.875884
u3,0.223116,-0.001897,0.003966,0.223116,0.955592,0.999429,0.955437,0.007562,0.955437,0.007562,0.000156,0.000000,0.000156,0.000156,0.122942,0.876495
u3,0.227136,-0.001897,0.003966,0.227136,0.954371,0.999401,0.954583,0.006361,0.954583,0.006361,-0.000212,0.000000,-0.000212,-0.000212,0.122331,0.877106
u3,0.231156,-0.001897,0.003966,0.231156,0.953152,0.999373,0.954239,0.006768,0.954239,0.006768,-0.001087,0.000000,-0.001087,-0.001087,0.121721,0.877715
u3,0.235176,-0.001897,0.003966,0.235176,0.951936,0.999344,0.951434,0.006018,0.951434,0.006018,0.000502,0.000000,0.000502,0.000502,0.121113,0.878322
u3,0.239196,-0.001897,0.003966,0.239196,0.950723,0.999314,0.949830,0.006843,0.949830,0.006843,0.000893,0.000000,0.000893,0.000893,0.120505,0.878929
u3,0.243216,-0.001897,0.003966,0.243216,0.949512,0.999283,0.949584,0.005092,0.949584,0.005092,-0.000072,0.000000,-0.000072,-0.000072,0.119899,0.879534
u3,0.247236,-0.001897,0.003966,0.247236,0.948303,0.999252,0.949201,0.007157,0.949201,0.007157,-0.000897,0.000000,-0.000897,-0.000897,0.119295,0.880137
u3,0.251256,-0.001897,0.003966,0.251256,0.947098,0.999220,0.946760,0.005857,0.946760,0.005857,0.000338,0.000000,0.000338,0.000338,0.118692,0.880740
u3,0.255276,-0.001897,0.003966,0.255276,0.945895,0.999187,0.946455,0.006443,0.946455,0.006443,-0.000560,0.000000,-0.000560,-0.000560,0.118090,0.881341
u3,0.259296,-0.001897,0.003966,0.259296,0.944695,0.999153,0.944641,0.007314,0.944641,0.007314,0.000054,0.000000,0.000054,0.000054,0.117489,0.881940
u3,0.263317,-0.001897,0.003966,0.263317,0.943497,0.999119,0.943854,0.006888,0.943854,0.006888,-0.000357,0.000000,-0.000357,-0.000357,0.116890,0.882539
u3,0.267337,-0.001897,0.003966,0.267337,0.942302,0.999084,0.941741,0.006664,0.941741,0.006664,0.000561,0.000000,0.000561,0.000561,0.116292,0.883136
u3,0.271357,-0.001897,0.003966,0.271357,0.941110,0.999048,0.939916,0.005045,0.939916,0.005045,0.001194,0.000000,0.001194,0.001194,0.115696,0.883731
u3,0.275377,-0.001897,0.003966,0.275377,0.939920,0.999011,0.940134,0.006405,0.940134,0.006405,-0.000214,0.000000,-0.000214,-0.000214,0.115100,0.884326
u3,0.279397,-0.001897,0.003966,0.279397,0.938733,0.998973,0.939065,0.005955,0.939065,0.005955,-0.000331,0.000000,-0.000331,-0.000331,0.114506,0.884919
u3,0.283417,-0.001897,0.003966,0.283417,0.937549,0.998935,0.937267,0.006753,0.937267,0.006753,0.000282,0.000000,0.000282,0.000282,0.113914,0.885511
u3,0.287437,-0.001897,0.003966,0.287437,0.936367,0.998896,0.936629,0.006387,0.936629,0.006387,-0.000261,0.000000,-0.000261,-0.000261,0.113323,0.886101
u3,0.291457,-0.001897,0.003966,0.291457,0.935189,0.998856,0.934166,0.006551,0.934166,0.006551,0.001023,0.000000,0.001023,0.001023,0.112733,0.886690
u3,0.295477,-0.001897,0.003966,0.295477,0.934012,0.998816,0.933831,0.006480,0.933831,0.006480,0.000182,0.000000,0.000182,0.000182,0.112144,0.887278
u3,0.299497,-0.001897,0.003966,0.299497,0.932839,0.998774,0.934115,0.005962,0.934115,0.005962,-0.001276,0.000000,-0.001276,-0.001276,0.111557,0.887864
u3,0.303518,-0.001897,0.003966,0.303518,0.931668,0.998732,0.932092,0.006836,0.932092,0.006836,-0.000424,0.000000,-0.000424,-0.000424,0.110971,0.888449
u3,0.307538,-0.001897,0.003966,0.307538,0.930500,0.998689,0.930690,0.006623,0.930690,0.006623,-0.000190,0.000000,-0.000190,-0.000190,0.110387,0.889033
u3,0.311558,-0.001897,0.003966,0.311558,0.929335,0.998646,0.929710,0.005809,0.929710,0.005809,-0.000375,0.000000,-0.000375,-0.000375,0.109804,0.889615
u3,0.315578,-0.001897,0.003966,0.315578,0.928172,0.998601,0.928308,0.006156,0.928308,0.006156,-0.000136,0.000000,-0.000136,-0.000136,0.109222,0.890196
u3,0.319598,-0.001897,0.003966,0.319598,0.927012,0.998556,0.925851,0.006547,0.925851,0.006547,0.001161,0.000000,0.001161,0.001161,0.108641,0.890775
u3,0.323618,-0.001897,0.003966,0.323618,0.925855,0.998510,0.924871,0.005975,0.924871,0.005975,0.000984,0.000000,0.000984,0.000984,0.108062,0.891353
u3,0.327638,-0.001897,0.003966,0.327638,0.924700,0.998464,0.923623,0.006442,0.923623,0.006442,0.001077,0.000000,0.001077,0.001077,0.107485,0.891930
u3,0.331658,-0.001897,0.003966,0.331658,0.923548,0.998416,0.923722,0.006286,0.923722,0.006286,-0.000173,0.000000,-0.000173,-0.000173,0.106908,0.892506
u3,0.335678,-0.001897,0.003966,0.335678,0.922399,0.998368,0.921807,0.005595,0.921807,0.005595,0.000593,0.000000,0.000593,0.000593,0.106333,0.893080
u3,0.339698,-0.001897,0.003966,0.339698,0.921253,0.998319,0.920045,0.006865,0.920045,0.006865,0.001208,0.000000,0.001208,0.001208,0.105760,0.893653
u3,0.343719,-0.001897,0.003966,0.343719,0.920109,0.998269,0.919590,0.005667,0.919590,0.005667,0.000520,0.000000,0.000520,0.000520,0.105188,0.894224
u3,0.347739,-0.001897,0.003966,0.347739,0.918969,0.998219,0.918411,0.006050,0.918411,0.006050,0.000558,0.000000,0.000558,0.000558,0.104617,0.894794
u3,0.351759,-0.001897,0.003966,0.351759,0.917831,0.998167,0.918064,0.006249,0.918064,0.006249,-0.000233,0.000000,-0.000233,-0.000233,0.104047,0.895362
u3,0.355779,-0.001897,0.003966,0.355779,0.916695,0.998115,0.916937,0.006344,0.916937,0.006344,-0.000241,0.000000,-0.000241,-0.000241,0.103479,0.895930
u3,0.359799,-0.001897,0.003966,0.359799,0.915563,0.998062,0.913876,0.006037,0.913876,0.006037,0.001687,0.000000,0.001687,0.001687,0.102913,0.896496
u3,0.363819,-0.001897,0.003966,0.363819,0.914433,0.998009,0.914853,0.006383,0.914853,0.006383,-0.000420,0.000000,-0.000420,-0.000420,0.102347,0.897060
u3,0.367839,-0.001897,0.003966,0.367839,0.913306,0.997955,0.914095,0.005894,0.914095,0.005894,-0.000789,0.000000,-0.000789,-0.000789,0.101783,0.897623
u3,0.371859,-0.001897,0.003966,0.371859,0.912182,0.997899,0.912119,0.006001,0.912119,0.006001,0.000063,0.000000,0.000063,0.000063,0.101221,0.898185
u3,0.375879,-0.001897,0.003966,0.375879,0.911060,0.997844,0.909735,0.005986,0.909735,0.005986,0.001325,0.000000,0.001325,0.001325,0.100659,0.898745
u3,0.379899,-0.001897,0.003966,0.379899,0.909941,0.997787,0.909202,0.007323,0.909202,0.007323,0.000740,0.000000,0.000740,0.000740,0.100100,0.899304
u3,0.383920,-0.001897,0.003966,0.383920,0.908825,0.997729,0.909817,0.006461,0.909817,0.006461,-0.000991,0.000000,-0.000991,-0.000991,0.099541,0.899862
u3,0.387940,-0.001897,0.003966,0.387940,0.907712,0.997671,0.907933,0.005687,0.907933,0.005687,-0.000220,0.000000,-0.000220,-0.000220,0.098984,0.900418
u3,0.391960,-0.001897,0.003966,0.391960,0.906602,0.997613,0.906299,0.005739,0.906299,0.005739,0.000303,0.000000,0.000303,0.000303,0.098429,0.900972
u3,0.395980,-0.001897,0.003966,0.395980,0.905494,0.997553,0.905180,0.005822,0.905180,0.005822,0.000315,0.000000,0.000315,0.000315,0.097874,0.901526
u3,0.400000,-0.001897,0.003966,0.400000,0.904389,0.997492,0.904884,0.005862,0.904884,0.005862,-0.000494,0.000000,-0.000494,-0.000494,0.097322,0.902078
