seed,initial_seed,N_shots,total_shots,n_train,q_det,q_rec,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
225142,225142,100,11300,112,0.99697931846247856,1,0,0,0,-0,-0,-0,0.46051795228820724,0.29105920307236438,1.5,1.2717124620744649,0.64583648302456942,933.05063605308533
670733,670733,100,11300,112,0.99927998220884473,1,0,0,0,-0,-0,-0,0.49707251585118079,0.34254325600170316,1.5,1.4370186047262814,1.0464653796204346,941.19038009643555
909858,909858,100,11300,112,0.99925336051491698,1,0,0,0,-0,-0,-0,0.56806370782867854,0.33908246247681251,1.5,1.2559237346025129,0.80399516674971161,933.86895513534546
5937,5937,100,11300,112,0.99928405817689658,1,0,0,0,-0,-0,-0,0.52576829225636812,0.27609847678388089,1.5,1.1721460469799525,0.7086590738462244,937.1097719669342
473966,473966,100,11300,112,0.99637183174707966,0.98999999999999999,0,0,0,-0,-0,-0,0.52426289947876681,0.36476344884818196,1.5,1.530460336801005,0.89386026319523137,942.55805802345276
963284,963284,100,11300,112,0.99447124927663533,0.97999999999999998,0,0,0,-0,-0,-0,0.48749703862795507,0.35290687524771652,1.5,1.5404932919825209,0.57027660036102812,940.86421298980713
150574,150574,100,11300,112,0.99952125706138217,1,0,0,0,-0,-0,-0,0.55751315644689559,0.32878033446802823,1.5,1.283848996786757,1.1195376511263109,947.38207483291626
615903,615903,100,11300,112,0.99976473968146584,1,0,0,0,-0,-0,-0,0.59634719228744992,0.30947983655875488,1.5,1.5489607925519571,1.0395494338037006,949.62208700180054
473867,473867,100,11300,112,0.99859112452000742,1,0,0,0,-0,-0,-0,0.57757039771608942,0.41995398506054105,1.5,1.3946351428554931,0.764651729562558,951.77786302566528
955377,955377,100,11300,112,0.99821886148167982,1,0,0,0,-0,-0,-0,0.48381841821893518,0.35369858533463316,1.5,1.3208246160505634,0.79063219988265765,502.87644290924072
61646,61646,100,11300,112,0.99938873811849815,1,0,0,0,-0,-0,-0,0.58129418232793695,0.32586895122552012,1.5,1.516088182054915,0.83558830463696154,509.96583390235901
462583,462583,100,11300,112,0.99742052596806319,1,0,0,0,-0,-0,-0,0.54764944455386744,0.29679157479705753,1.5,1.3435801449929705,0.885510676504912,517.19987297058105
184672,184672,100,11300,112,0.99681188348267136,1,0,0,0,-0,-0,-0,0.63351974568320946,0.31348568766140855,1.5,1.5673324931730839,1.0128643802218449,519.4129478931427
197255,197255,100,11300,112,0.99299511233137927,0.98999999999999999,0,0,0,-0,-0,-0,0.4626087610088242,0.33138967046905254,1.5,1.3437853963068289,0.76577382157129137,527.68381094932556
720308,720308,100,11300,112,0.99983021757136992,1,0,0,0,-0,-0,-0,0.56698078830988841,0.35940940138052258,1.5,1.4796606276650401,1.0375252162186723,520.30947518348694
831702,831702,100,11300,112,0.99979271030440287,1,0,0,0,-0,-0,-0,0.47940478585529905,0.33729261338044914,1.5,1.4342853677855576,0.98940605687647398,523.78982186317444
902578,902578,100,11300,112,0.99948070737631067,1,0,0,0,-0,-0,-0,0.58348156235756421,0.30794386004542357,1.5,1.4805228623277413,0.90791910338574466,548.95701599121094
16729,16729,100,11300,112,0.99810157713504366,1,0,0,0,-0,-0,-0,0.48050476425388389,0.31302799905509365,1.5,1.3488104715452893,0.97030244407482913,503.24885702133179
215846,215846,100,11300,112,0.99213511714201241,1,0,0,0,-0,-0,-0,0.61870294897415834,0.28993082158035338,1.5,1.4918004095358492,0.80210397544295697,523.92654085159302
419030,419030,100,11300,112,0.99990373018405732,1,0,0,0,-0,-0,-0,0.5880862945098102,0.31066204744397957,1.5,1.5100632736918487,0.7746745622803638,501.96843719482422
888571,888571,100,11300,112,0.99974326876186981,1,0,0,0,-0,-0,-0,0.57099935425102988,0.34755442048875201,1.5,1.5284957442882792,0.79039706699639456,508.47251009941101
567906,567906,100,11300,112,0.99893676969960044,1,0,0,0,-0,-0,-0,0.48995708622777084,0.41405378716387348,1.5,1.13280188438124,0.67015235306386778,518.8931770324707
968356,968356,100,11300,112,0.99880779291751676,1,0,0,0,-0,-0,-0,0.53042190078368767,0.30746446176668007,1.5,1.4165092108979971,0.86424958721254674,517.81812715530396
682041,682041,100,11300,112,0.99964899306745647,1,0,0,0,-0,-0,-0,0.52268328413054843,0.31160539595019987,1.5,1.3030219016965174,0.93484664200408796,519.44166612625122
184183,184183,100,11300,112,0.99949123902057524,1,0,0,0,-0,-0,-0,0.5141769725169486,0.37051680845948121,1.5,1.4330909193521131,0.8147840925542742,517.72044014930725
228167,228167,100,11300,112,0.99992784137461399,1,0,0,0,-0,-0,-0,0.60811040571398234,0.34194027662856297,1.5,1.5116586210593124,0.97347877424556395,525.74075889587402
795829,795829,100,11300,112,0.99925497562789556,1,0,0,0,-0,-0,-0,0.48687903973050328,0.32620106021581052,1.5,1.3333030871719194,0.82999334336717145,503.43167901039124
387749,387749,100,11300,112,0.99905422198790395,1,0,0,0,-0,-0,-0,0.4749449362737399,0.31638449052658263,1.5,1.275683103374643,0.91239233588508095,924.95420598983765
749598,749598,100,11300,112,0.9998950812091405,1,0,0,0,-0,-0,-0,0.58419956038355325,0.31007160496833386,1.5,1.6336600301368234,0.86457996296107797,900.09839701652527
312561,312561,100,11300,112,0.99830673266054315,1,0,0,0,-0,-0,-0,0.52990128790095792,0.36782410485225037,1.5,1.3982140252266888,0.94254627447325168,907.67325711250305
709734,709734,100,11300,112,0.99994355946948099,1,0,0,0,-0,-0,-0,0.56043707284708888,0.30588273687551637,1.5,1.4381249593864445,0.88250062488335923,912.91083002090454
631837,631837,100,11300,112,0.99978656107139696,1,0,0,0,-0,-0,-0,0.51027550479297668,0.3750795884099718,1.5,1.5199297279594213,0.85806183606571196,919.13773107528687
746550,746550,100,11300,112,0.99969602612206498,1,0,0,0,-0,-0,-0,0.48873662091814579,0.32120875284459077,1.5,1.2663279937590672,0.84482050591446944,917.47548413276672
181983,181983,100,11300,112,0.9991480820375892,1,0,0,0,-0,-0,-0,0.56350299902444856,0.38989857337544503,1.5,1.5184958532207371,0.8919614709276602,917.04044198989868
279125,279125,100,11300,112,0.99967241968001663,1,0,0,0,-0,-0,-0,0.50618037982157649,0.26523534103442747,1.5,1.4554320244929815,0.92974274104320187,918.32392001152039
965652,965652,100,11300,112,0.99991756325882164,1,0,0,0,-0,-0,-0,0.59120134912183808,0.33399421058601186,1.5,1.625363925692513,0.84521992997434137,920.95078301429749
55163,55163,100,11300,112,0.99859376843639047,1,0,0,0,-0,-0,-0,0.56708626979183607,0.30385234569439445,1.5,1.5246762113723418,0.90001932371668847,509.31286096572876
644045,644045,100,11300,112,0.99997769944911963,1,0,0,0,-0,-0,-0,0.56195865444418047,0.34992878975884928,1.5,1.6099371410345562,0.90354144765826017,913.05618095397949
175307,175307,100,11300,112,0.9963830482341578,1,0,0,0,-0,-0,-0,0.53086835358221396,0.36292347923964596,1.5,1.3812539570271163,0.61257114023360526,503.6910228729248
218892,218892,100,11300,112,0.99717445730116783,1,0,0,0,-0,-0,-0,0.52108004558703758,0.42973882999145913,1.5,1.6089403276718039,0.94955429054893914,508.60936689376831
155832,155832,100,11300,112,0.99907289371046959,1,0,0,0,-0,-0,-0,0.54931054892967168,0.31445070147932075,1.5,1.6867179655032889,0.64661122428260454,521.20298099517822
893076,893076,100,11300,112,0.99938565041157579,1,0,0,0,-0,-0,-0,0.58609355013585118,0.40534607183902227,1.5,1.4314396740883903,0.82856332807979449,503.49091100692749
262269,262269,100,11300,112,0.99913704542172299,1,0,0,0,-0,-0,-0,0.42718739565085284,0.28669470747490561,1.5,1.0349297988459361,0.83201332615304513,522.54520606994629
828743,828743,100,11300,112,0.99987276118159574,1,0,0,0,-0,-0,-0,0.51407627920840138,0.3374960557189185,1.5,1.4513401647794193,1.1100611220640471,517.84868884086609
273956,273956,100,11300,112,0.99960818182569977,1,0,0,0,-0,-0,-0,0.47450508988978674,0.34089716727027658,1.5,1.4735287091437601,0.90411544083715345,531.69964694976807
656460,656460,100,11300,112,0.99865864989706177,1,0,0,0,-0,-0,-0,0.52703231026019348,0.3608206300506932,1.5,1.5508707592126765,0.87422114586148503,526.74896097183228
266070,266070,100,11300,112,0.99875938945231302,1,0,0,0,-0,-0,-0,0.48915411116267282,0.31373239968772837,1.5,1.2499640827736789,0.59323594927046652,509.3267080783844
364834,364834,100,11300,112,0.99908536458661634,1,0,0,0,-0,-0,-0,0.59515192399010408,0.33939615348204893,1.5,1.7064297717486572,0.61730722710311514,501.53803586959839
245877,245877,100,11300,112,0.996315145682105,1,0,0,0,-0,-0,-0,0.48134599757176566,0.32704342538332809,1.5,1.3307518301129388,0.8323955747016728,705.41713690757751
50978,50978,100,11300,112,0.99955630616073765,1,0,0,0,-0,-0,-0,0.45933607339194271,0.26383352778467029,1.5,1.2877010928876773,0.79932739324995616,510.36051106452942
20510,20510,100,11300,112,0.99953900404345319,1,0,0,0,-0,-0,-0,0.54770489114488197,0.37802798854412417,1.5,1.5620269909938056,1.0504179683590942,502.48780393600464
983225,983225,100,11300,112,0.99842314790480224,1,0,0,0,-0,-0,-0,0.43939473756873121,0.37459434808515418,1.5,1.4354006038796556,0.7937819849712282,518.70374393463135
518624,518624,100,11300,112,0.99767908222045976,1,0,0,0,-0,-0,-0,0.45940204970936449,0.28678585426031983,1.5,1.2938426870412434,0.69874647508520393,516.30755114555359
39528,39528,100,11300,112,0.99733603498481072,1,0,0,0,-0,-0,-0,0.55469236989366055,0.3908273814545456,1.5,1.5561984416308465,0.91308415933721931,519.54052400588989
279217,279217,100,11300,112,0.99808273116360968,1,0,0,0,-0,-0,-0,0.51019158917675578,0.33429393555660991,1.5,1.3650219234253484,0.8191678746270179,522.04114198684692
769063,769063,100,11300,112,0.99713650198680781,1,0,0,0,-0,-0,-0,0.57672169098539827,0.4145156036098121,1.5,1.43017331219195,0.83336474433770935,524.03709602355957
503506,503506,100,11300,112,0.99979799554805004,1,0,0,0,-0,-0,-0,0.56145689261776943,0.44535905716348212,1.5,1.8274923505196023,0.88490625724723926,918.1697211265564
359706,359706,100,11300,112,0.99993370994215736,1,0,0,0,-0,-0,-0,0.57398240119143829,0.32090351707803061,1.5,1.4658847644885344,0.69928835372906106,911.61696600914001
246715,246715,100,11300,112,0.99823633867345096,1,0,0,0,-0,-0,-0,0.55699142041678318,0.29159418252686403,1.5,1.2492604241984151,0.82468541980363574,913.02903294563293
690925,690925,100,11300,112,0.99835805132640731,0.98999999999999999,0,0,0,-0,-0,-0,0.53945884293201718,0.34304213497264807,1.5,1.3118948153486656,0.92570105152323778,922.001708984375
696535,696535,100,11300,112,0.99649701764331056,1,0,0,0,-0,-0,-0,0.44696985446640247,0.28859183077775258,1.5,1.4324146317171043,0.90074667805504882,919.6851749420166
535117,535117,100,11300,112,0.99947309186439259,1,0,0,0,-0,-0,-0,0.55394909063607012,0.37860383356694854,1.5,1.5731866993784787,0.7263610596584108,919.93830895423889
795298,795298,100,11300,112,0.99809346542794686,1,0,0,0,-0,-0,-0,0.5348361365246399,0.32661113454253632,1.5,1.3838309578493544,0.98522076755773624,925.2024519443512
310012,310012,100,11300,112,0.99744390610920386,1,0,0,0,-0,-0,-0,0.45308823600498466,0.33023996359326163,1.5,1.2240201737931435,0.796653048290202,924.16791796684265
510043,510043,100,11300,112,0.99876512518891825,0.98999999999999999,0,0,0,-0,-0,-0,0.54912601664228478,0.34080067767544259,1.5,1.4483999492274227,0.70635706686797806,907.96141290664673
603072,603072,100,11300,112,0.99859806602466616,0.98999999999999999,0,0,0,-0,-0,-0,0.5661032104404552,0.37905221381441101,1.5,1.5907763421731798,0.90839711484768948,510.67559885978699
265386,265386,100,11300,112,0.99944500951975079,1,0,0,0,-0,-0,-0,0.478414865544595,0.30864444638471128,1.5,1.2124468154027654,0.77668664464945802,504.94881510734558
191889,191889,100,11300,112,0.9980959823702461,1,0,0,0,-0,-0,-0,0.49973874424179898,0.40597041654788146,1.5,1.6221113822262845,1.0082507360599891,508.78348898887634
461212,461212,100,11300,112,0.99985718884154862,1,0,0,0,-0,-0,-0,0.53496995041616136,0.39958554640400828,1.5,1.5336164448572644,0.82186686918756879,509.71501302719116
707673,707673,100,11300,112,0.99758085266535768,0.98999999999999999,0,0,0,-0,-0,-0,0.56462243217195862,0.3591487331435016,1.5,1.4697408556405021,1.0582148036681596,503.18560409545898
621551,621551,100,11300,112,0.99959960345867227,1,0,0,0,-0,-0,-0,0.55835475492744979,0.3128045991294563,1.5,1.3486694161764157,0.90013307355703354,518.20083093643188
29044,29044,100,11300,112,0.99471224275633596,1,0,0,0,-0,-0,-0,0.58362164061021116,0.38400840415422,1.5,1.6009563771961277,0.88064223205397185,520.63287305831909
460176,460176,100,11300,112,0.99930620217417843,1,0,0,0,-0,-0,-0,0.6010995505454636,0.29305343464381778,1.5,1.4251851536103108,0.93258693210670107,522.46013498306274
632485,632485,100,11300,112,0.99789252675688955,0.98999999999999999,0,0,0,-0,-0,-0,0.55678668315331925,0.32091143212831641,1.5,1.6504622078967957,0.78262336423104073,527.234041929245
705471,705471,100,11300,112,0.99778105239391002,1,0,0,0,-0,-0,-0,0.59757031725992094,0.3405100861526188,1.5,1.5841260702238413,0.86271327230149664,524.88516402244568
666520,666520,100,11300,112,0.99830858333064054,1,0,0,0,-0,-0,-0,0.45829560009537884,0.34247447888600041,1.5,1.2480982201335489,0.86809156529493092,657.38499808311462
607415,607415,100,11300,112,0.99420947399548265,1,0,0,0,-0,-0,-0,0.52572448807819416,0.30372873291243518,1.5,1.582545778815611,0.91781202250113747,686.30596303939819
337617,337617,100,11300,112,0.99958826420742908,1,0,0,0,-0,-0,-0,0.59741421506035941,0.34332283251789231,1.5,1.269661980596535,1.109423050197053,675.10464596748352
526,526,100,11300,112,0.99974204759926011,1,0,0,0,-0,-0,-0,0.54501700663792296,0.41338822727563918,1.5,1.6786494013930513,0.80405464738786636,505.81054401397705
29498,29498,100,11300,112,0.9989695044080531,1,0,0,0,-0,-0,-0,0.47869289167417134,0.30810288918876239,1.5,1.3111063545021835,1.0256102126156172,498.78618097305298
617573,617573,100,11300,112,0.99953305267989745,1,0,0,0,-0,-0,-0,0.57318447485283652,0.30890908287181418,1.5,1.5757430103226979,0.94759513248786742,868.947016954422
831472,831472,100,11300,112,0.99821419818832291,1,0,0,0,-0,-0,-0,0.4882654131485234,0.33136499708118461,1.5,1.4204729124757856,0.6976550136913281,517.71760201454163
810138,810138,100,11300,112,0.99737365789915478,1,0,0,0,-0,-0,-0,0.51141948574906326,0.37979005976458236,1.5,1.4859375129783459,0.76818990633054873,505.38363480567932
205394,205394,100,11300,112,0.99715867348341458,1,0,0,0,-0,-0,-0,0.46840499584862649,0.35012095153091122,1.5,1.4274668712244822,0.73357574996442154,793.10560488700867
105026,105026,100,11300,112,0.99966499371427309,1,0,0,0,-0,-0,-0,0.55174712183746388,0.35377152707591036,1.5,1.4685948902017707,1.021588891893453,495.15242600440979
950438,950438,100,11300,112,0.99929671137225795,1,0,0,0,-0,-0,-0,0.4786540174802173,0.35061265631821287,1.5,1.3693902123585804,0.88898010621006152,862.69150996208191
421887,421887,100,11300,112,0.99947160464880636,0.98999999999999999,0,0,0,-0,-0,-0,0.43284995981873686,0.38583044247615073,1.5,1.2469794160445269,0.91743759862325169,838.98411297798157
647322,647322,100,11300,112,0.99840722010414851,1,0,0,0,-0,-0,-0,0.51462311020616935,0.29451900956769261,1.5,1.3298252431946012,0.74083054790166925,500.29717016220093
321202,321202,100,11300,112,0.99965442268034421,1,0,0,0,-0,-0,-0,0.48098060113874019,0.32523820383280744,1.5,1.5193686070614201,0.76440304615649568,855.4378969669342
889047,889047,100,11300,112,0.99975356462712395,0.98999999999999999,0,0,0,-0,-0,-0,0.54899467022714477,0.33209816167084255,1.5,1.4051364991370796,0.73304872658011211,765.24630188941956
