mode,N_shots,n_pts,median_seed,slice_axis,u_proj,Q_obs,σ_obs,Q_true_proj,Q_det_proj,μ_GP_proj,σ_GP_proj
adaptive,100,100,29,fsb,0.189320,0.405000,0.024545,0.325205,0.827918,0.326658,0.056595
adaptive,100,100,29,fsb,0.862894,0.019608,0.019415,0.000000,0.822261,0.052110,0.060178
adaptive,100,100,29,fsb,0.403293,0.000000,0.000000,0.203893,0.781729,0.079032,0.062133
adaptive,100,100,29,fsb,0.581636,0.019608,0.019415,0.269183,0.839870,0.058137,0.063752
adaptive,100,100,29,fsb,-0.795539,0.000000,0.000000,0.000000,0.500005,0.002741,0.066032
adaptive,100,100,29,fsb,0.384294,0.000000,0.000000,0.198522,0.778353,0.089460,0.061831
adaptive,100,100,29,fsb,0.543912,0.000000,0.000000,0.266838,0.826039,0.053975,0.063206
adaptive,100,100,29,fsb,-0.492781,0.053435,0.013894,0.001734,0.499278,0.041372,0.064837
adaptive,100,100,29,fsb,-0.612987,0.182692,0.021876,0.074265,0.498431,0.018536,0.062107
adaptive,100,100,29,fsb,0.483968,0.019608,0.019415,0.238611,0.804291,0.054983,0.062003
adaptive,100,100,29,fsb,0.049656,0.298387,0.023723,0.871322,0.974234,0.544599,0.061279
adaptive,100,100,29,fsb,-0.320856,0.000000,0.000000,0.000000,0.500597,0.153610,0.081208
adaptive,100,100,29,fsb,-0.627726,0.000000,0.000000,0.051549,0.498528,0.016865,0.063231
adaptive,100,100,29,fsb,0.016421,0.000000,0.000000,0.980253,0.996400,0.559647,0.063565
adaptive,100,100,29,fsb,-0.985253,0.000000,0.000000,0.085581,0.498397,0.004488,0.061812
adaptive,100,100,29,fsb,-0.643937,0.101351,0.017541,0.009459,0.498681,0.015165,0.064574
adaptive,100,100,29,fsb,0.521230,0.000000,0.000000,0.258996,0.817597,0.053031,0.062639
adaptive,100,100,29,fsb,0.705866,0.000000,0.000000,0.162789,0.867095,0.074548,0.055119
adaptive,100,100,29,fsb,0.205440,0.000000,0.000000,0.294409,0.815852,0.298231,0.055858
adaptive,100,100,29,fsb,-0.481291,0.000000,0.000000,0.000353,0.499413,0.045044,0.066100
adaptive,100,100,29,fsb,0.484138,0.000000,0.000000,0.238619,0.804349,0.054963,0.062005
adaptive,100,100,29,fsb,-0.034455,0.000000,0.000000,0.925923,0.985720,0.543086,0.069255
adaptive,100,100,29,fsb,0.662420,0.019608,0.019415,0.224691,0.862693,0.070840,0.059808
adaptive,100,100,29,fsb,0.039425,0.000000,0.000000,0.912090,0.982776,0.551489,0.061841
adaptive,100,100,29,fsb,0.186353,0.000000,0.000000,0.330722,0.830251,0.331999,0.056739
adaptive,100,100,29,fsb,-0.810198,0.000000,0.000000,0.000000,0.499975,0.001841,0.064529
adaptive,100,100,29,fsb,-0.015094,0.019608,0.019415,0.987584,0.997624,0.554604,0.066868
adaptive,100,100,29,fsb,-0.918625,0.000000,0.000000,0.000000,0.498969,-0.000191,0.054705
adaptive,100,100,29,fsb,0.388942,0.000000,0.000000,0.199499,0.779087,0.086723,0.061934
adaptive,100,100,29,fsb,-0.076089,0.000000,0.000000,0.637636,0.925153,0.501209,0.074566
adaptive,100,100,29,fsb,0.285705,0.000000,0.000000,0.207457,0.779933,0.178776,0.056165
adaptive,100,100,29,fsb,0.394760,0.000000,0.000000,0.201120,0.780094,0.083468,0.062036
adaptive,100,100,29,fsb,-0.210997,0.324873,0.023594,0.000000,0.583197,0.298349,0.084348
adaptive,100,100,29,fsb,0.153451,0.000000,0.000000,0.419090,0.860438,0.392424,0.058269
adaptive,100,100,29,fsb,-0.918777,0.000000,0.000000,0.000000,0.498968,-0.000186,0.054708
adaptive,100,100,29,fsb,-0.233148,0.019608,0.019415,0.000000,0.547167,0.265402,0.084417
adaptive,100,100,29,fsb,0.824479,0.000000,0.000000,0.000000,0.840318,0.059565,0.054847
adaptive,100,100,29,fsb,-0.758527,0.000000,0.000000,0.000000,0.499790,0.005331,0.068572
adaptive,100,100,29,fsb,0.756133,0.000000,0.000000,0.065852,0.862548,0.072018,0.051378
adaptive,100,100,29,fsb,0.011714,0.000000,0.000000,0.988033,0.997863,0.560059,0.063996
adaptive,100,100,29,fsb,0.951108,0.000000,0.000000,0.000000,0.778867,0.041514,0.072627
adaptive,100,100,29,fsb,0.377265,0.000000,0.000000,0.197410,0.777326,0.093836,0.061636
adaptive,100,100,29,fsb,-0.649156,0.000000,0.000000,0.000000,0.498734,0.014643,0.065009
adaptive,100,100,29,fsb,0.289863,0.000000,0.000000,0.206898,0.779090,0.173736,0.056406
adaptive,100,100,29,fsb,0.200557,0.019608,0.019415,0.303911,0.819376,0.306724,0.056070
adaptive,100,100,29,fsb,0.735265,0.019608,0.019415,0.110176,0.865741,0.074018,0.052419
adaptive,100,100,29,fsb,-0.477551,0.113861,0.022349,0.000015,0.499457,0.046324,0.066522
adaptive,100,100,29,fsb,0.505566,0.000000,0.000000,0.250847,0.811876,0.053268,0.062296
adaptive,100,100,29,fsb,0.230727,0.025641,0.012655,0.252623,0.800432,0.256247,0.055063
adaptive,100,100,29,fsb,-0.391147,0.000000,0.000000,0.002159,0.500004,0.090933,0.075781
adaptive,100,100,29,fsb,-0.815048,0.000000,0.000000,0.000000,0.499946,0.001564,0.063983
adaptive,100,100,29,fsb,0.449843,0.000000,0.000000,0.222227,0.793397,0.061471,0.062011
adaptive,100,100,29,fsb,0.469777,0.037162,0.010995,0.233189,0.799569,0.057084,0.061946
adaptive,100,100,29,fsb,0.310311,0.019608,0.019415,0.199140,0.775944,0.150628,0.057765
adaptive,100,100,29,fsb,0.870951,0.000000,0.000000,0.000000,0.818224,0.050722,0.061403
adaptive,100,100,29,fsb,0.057091,0.224359,0.033399,0.838705,0.967326,0.538374,0.060944
adaptive,100,100,29,fsb,-0.233150,0.019608,0.019415,0.000000,0.547164,0.265399,0.084417
adaptive,100,100,29,fsb,-0.422732,0.019608,0.019415,0.000000,0.499943,0.070887,0.072668
adaptive,100,100,29,fsb,-0.609920,0.019048,0.013340,0.078584,0.498416,0.018901,0.061895
adaptive,100,100,29,fsb,0.867755,0.000000,0.000000,0.000000,0.819832,0.051263,0.060916
adaptive,100,100,29,fsb,-0.403891,0.000000,0.000000,0.003748,0.500004,0.082268,0.074575
adaptive,100,100,29,A,0.138205,0.000000,0.000000,0.997870,0.999734,0.527489,0.068304
adaptive,100,100,29,A,0.190132,0.410029,0.026713,0.994943,0.999398,0.514742,0.069499
adaptive,100,100,29,A,-0.922322,0.000000,0.000000,0.829775,0.978133,0.606001,0.060462
adaptive,100,100,29,A,-0.794468,0.000000,0.000000,0.869669,0.983581,0.620286,0.058653
adaptive,100,100,29,A,0.487558,0.000000,0.000000,0.960406,0.994972,0.437791,0.076059
adaptive,100,100,29,A,0.005402,0.330000,0.023511,0.999814,0.999997,0.558103,0.065290
adaptive,100,100,29,A,-0.623415,0.000000,0.000000,0.917377,0.989666,0.629045,0.057499
adaptive,100,100,29,A,-0.518791,0.000000,0.000000,0.942355,0.992704,0.628185,0.057569
adaptive,100,100,29,A,-0.314260,0.000000,0.000000,0.977786,0.997127,0.612923,0.059338
adaptive,100,100,29,A,-0.166015,0.156442,0.020120,0.992674,0.999074,0.591548,0.061746
adaptive,100,100,29,A,-0.825741,0.000000,0.000000,0.861742,0.982319,0.617374,0.059026
adaptive,100,100,29,A,0.580045,0.000000,0.000000,0.941411,0.992729,0.413690,0.077915
adaptive,100,100,29,A,0.847262,0.000000,0.000000,0.872501,0.983967,0.347051,0.082667
adaptive,100,100,29,A,0.230670,0.000000,0.000000,0.992463,0.999046,0.504567,0.070429
adaptive,100,100,29,A,-0.579193,0.000000,0.000000,0.930250,0.991014,0.629265,0.057456
adaptive,100,100,29,A,-0.476969,0.240331,0.022458,0.949559,0.993772,0.626506,0.057761
adaptive,100,100,29,A,-0.978650,0.000000,0.000000,0.807293,0.975491,0.597815,0.061479
adaptive,100,100,29,A,0.970087,0.022901,0.013069,0.832826,0.978816,0.318711,0.084552
adaptive,100,100,29,A,-0.447838,0.000000,0.000000,0.957061,0.994467,0.624890,0.057948
adaptive,100,100,29,A,0.876143,0.000000,0.000000,0.865628,0.982819,0.340237,0.083126
adaptive,100,100,29,A,0.957124,0.000000,0.000000,0.838578,0.979393,0.321621,0.084361
adaptive,100,100,29,A,0.634021,0.000000,0.000000,0.929543,0.991231,0.399799,0.078949
adaptive,100,100,29,A,-0.318098,0.828244,0.023302,0.977027,0.997063,0.613368,0.059287
adaptive,100,100,29,A,-0.890797,0.624309,0.025454,0.840626,0.979547,0.610096,0.059949
adaptive,100,100,29,A,0.648243,0.000000,0.000000,0.926860,0.990814,0.396168,0.079215
adaptive,100,100,29,A,-0.512467,0.000000,0.000000,0.942473,0.992871,0.627980,0.057592
adaptive,100,100,29,A,-0.372106,0.000000,0.000000,0.968936,0.996080,0.619006,0.058634
adaptive,100,100,29,A,0.584819,0.000000,0.000000,0.940594,0.992602,0.412455,0.078008
adaptive,100,100,29,A,-0.844477,0.777027,0.024193,0.856008,0.981541,0.615444,0.059272
adaptive,100,100,29,A,-0.352587,0.202290,0.024818,0.972443,0.996451,0.617104,0.058855
adaptive,100,100,29,A,0.014712,0.000000,0.000000,0.999926,1.000007,0.556070,0.065497
adaptive,100,100,29,A,0.516969,0.000000,0.000000,0.953929,0.994303,0.430097,0.076661
adaptive,100,100,29,A,-0.564854,0.000000,0.000000,0.932193,0.991431,0.629153,0.057465
adaptive,100,100,29,A,-0.770656,0.000000,0.000000,0.877858,0.984511,0.622239,0.058401
adaptive,100,100,29,A,-0.832872,0.000000,0.000000,0.859408,0.982024,0.616655,0.059118
adaptive,100,100,29,A,-0.859361,0.000000,0.000000,0.850520,0.980911,0.613814,0.059479
adaptive,100,100,29,A,0.428248,0.196429,0.023743,0.969629,0.996194,0.453346,0.074815
adaptive,100,100,29,A,0.324771,0.000000,0.000000,0.983448,0.997923,0.480402,0.072557
adaptive,100,100,29,A,0.556340,0.000000,0.000000,0.946557,0.993343,0.419837,0.077450
adaptive,100,100,29,A,-0.405122,0.405000,0.024545,0.962487,0.995411,0.621867,0.058301
adaptive,100,100,29,A,0.145834,0.019608,0.019415,0.997737,0.999693,0.525639,0.068480
adaptive,100,100,29,A,0.295418,0.000000,0.000000,0.986246,0.998319,0.488005,0.071900
adaptive,100,100,29,A,-0.443025,0.019608,0.019415,0.957496,0.994577,0.624588,0.057984
adaptive,100,100,29,A,-0.997394,0.000000,0.000000,0.802501,0.974579,0.594855,0.061842
adaptive,100,100,29,A,-0.342507,0.000000,0.000000,0.973676,0.996636,0.616061,0.058976
adaptive,100,100,29,A,0.656993,0.000000,0.000000,0.924247,0.990552,0.393940,0.079377
adaptive,100,100,29,A,0.610774,0.053435,0.013894,0.936045,0.991893,0.405761,0.078508
adaptive,100,100,29,A,0.936181,0.182692,0.021876,0.845059,0.980308,0.326364,0.084049
adaptive,100,100,29,A,-0.576837,0.019608,0.019415,0.930599,0.991084,0.629253,0.057457
adaptive,100,100,29,A,-0.492360,0.298387,0.023723,0.948409,0.993389,0.627212,0.057679
adaptive,100,100,29,A,-0.984944,0.000000,0.000000,0.806841,0.975186,0.596834,0.061599
adaptive,100,100,29,A,-0.235799,0.000000,0.000000,0.986954,0.998290,0.602595,0.060515
adaptive,100,100,29,A,-0.950141,0.000000,0.000000,0.818556,0.976847,0.602094,0.060949
adaptive,100,100,29,A,0.097335,0.000000,0.000000,0.999249,0.999906,0.537249,0.067366
adaptive,100,100,29,A,-0.093607,0.101351,0.017541,0.996947,0.999637,0.578419,0.063170
adaptive,100,100,29,A,-0.293790,0.000000,0.000000,0.979498,0.997459,0.610453,0.059622
adaptive,100,100,29,A,-0.994339,0.000000,0.000000,0.804343,0.974729,0.595346,0.061782
adaptive,100,100,29,A,0.749741,0.000000,0.000000,0.899973,0.987556,0.370683,0.081038
adaptive,100,100,29,A,0.888357,0.000000,0.000000,0.862372,0.982322,0.337382,0.083318
adaptive,100,100,29,A,0.852608,0.000000,0.000000,0.871339,0.983758,0.345783,0.082753
adaptive,100,100,29,A,0.873446,0.000000,0.000000,0.866065,0.982928,0.340869,0.083084
adaptive,100,100,29,A,-0.309995,0.019608,0.019415,0.978329,0.997198,0.612422,0.059396
adaptive,100,100,29,A,-0.021423,0.000000,0.000000,0.999375,0.999946,0.563850,0.064700
adaptive,100,100,29,A,-0.086211,0.000000,0.000000,0.997293,0.999681,0.576991,0.063322
adaptive,100,100,29,A,-0.831310,0.000000,0.000000,0.860164,0.982089,0.616814,0.059097
adaptive,100,100,29,A,-0.771653,0.019608,0.019415,0.877202,0.984472,0.622162,0.058411
adaptive,100,100,29,A,-0.178513,0.000000,0.000000,0.991574,0.998950,0.593647,0.061514
adaptive,100,100,29,A,0.369149,0.000000,0.000000,0.976997,0.997244,0.468833,0.073538
adaptive,100,100,29,A,-0.429425,0.000000,0.000000,0.959263,0.994884,0.623681,0.058089
adaptive,100,100,29,A,0.326399,0.000000,0.000000,0.983336,0.997900,0.479979,0.072594
adaptive,100,100,29,A,-0.689118,0.000000,0.000000,0.900715,0.987493,0.627149,0.057759
adaptive,100,100,29,A,0.784314,0.324873,0.023594,0.892808,0.986334,0.362200,0.081629
adaptive,100,100,29,A,-0.130480,0.000000,0.000000,0.994958,0.999381,0.585304,0.062428
adaptive,100,100,29,A,-0.927168,0.000000,0.000000,0.828006,0.977911,0.605340,0.060545
adaptive,100,100,29,A,-0.002490,0.019608,0.019415,0.999780,0.999986,0.559811,0.065115
adaptive,100,100,29,A,0.068827,0.000000,0.000000,0.999719,0.999978,0.543891,0.066715
adaptive,100,100,29,A,0.462988,0.000000,0.000000,0.964076,0.995498,0.444232,0.075549
adaptive,100,100,29,A,-0.095220,0.000000,0.000000,0.996872,0.999628,0.578729,0.063136
adaptive,100,100,29,A,-0.108732,0.000000,0.000000,0.996074,0.999540,0.581292,0.062862
adaptive,100,100,29,A,0.594823,0.000000,0.000000,0.939902,0.992333,0.409871,0.078202
adaptive,100,100,29,A,-0.442124,0.000000,0.000000,0.957550,0.994597,0.624530,0.057990
adaptive,100,100,29,A,0.184110,0.000000,0.000000,0.995352,0.999444,0.516238,0.069361
adaptive,100,100,29,A,-0.905730,0.000000,0.000000,0.833403,0.978883,0.608201,0.060187
adaptive,100,100,29,A,-0.247503,0.019608,0.019415,0.985865,0.998135,0.604281,0.060325
adaptive,100,100,29,A,-0.751600,0.019608,0.019415,0.884767,0.985236,0.623636,0.058220
adaptive,100,100,29,A,0.966439,0.113861,0.022349,0.834502,0.978979,0.319528,0.084498
adaptive,100,100,29,A,-0.369033,0.000000,0.000000,0.969790,0.996140,0.618717,0.058668
adaptive,100,100,29,A,0.554327,0.025641,0.012655,0.946941,0.993393,0.420361,0.077410
adaptive,100,100,29,A,-0.858788,0.000000,0.000000,0.850801,0.980936,0.613878,0.059471
adaptive,100,100,29,A,0.226001,0.000000,0.000000,0.993002,0.999091,0.505747,0.070322
adaptive,100,100,29,A,0.765298,0.000000,0.000000,0.896659,0.987013,0.366852,0.081306
adaptive,100,100,29,A,0.437061,0.037162,0.010995,0.967717,0.996024,0.451034,0.075003
adaptive,100,100,29,A,-0.792574,0.019608,0.019415,0.870756,0.983655,0.620450,0.058632
adaptive,100,100,29,A,-0.895801,0.000000,0.000000,0.837902,0.979325,0.609470,0.060027
adaptive,100,100,29,A,-0.738195,0.224359,0.033399,0.888768,0.985736,0.624528,0.058104
adaptive,100,100,29,A,-0.637814,0.019608,0.019415,0.914602,0.989208,0.628789,0.057536
adaptive,100,100,29,A,0.424158,0.019608,0.019415,0.969790,0.996272,0.454420,0.074728
adaptive,100,100,29,A,-0.849189,0.019048,0.013340,0.855704,0.981343,0.614937,0.059336
adaptive,100,100,29,A,-0.993741,0.000000,0.000000,0.804704,0.974758,0.595441,0.061770
adaptive,100,100,29,A,-0.875328,0.000000,0.000000,0.846336,0.980224,0.611972,0.059712
fixed,250,100,47,fcl,0.467225,0.000000,0.000000,0.000000,0.649520,0.000063,0.003181
fixed,250,100,47,fcl,-0.633936,0.136000,0.021680,0.000000,0.504187,0.000330,0.004615
fixed,250,100,47,fcl,0.659040,0.000000,0.000000,0.000000,0.534803,0.000057,0.004396
fixed,250,100,47,fcl,0.106557,0.164000,0.023418,0.835092,0.946816,-0.000137,0.003603
fixed,250,100,47,fcl,-0.968892,0.000000,0.000000,0.000000,0.253533,0.000467,0.005030
fixed,250,100,47,fcl,0.345359,0.000000,0.000000,0.000000,0.741270,0.000029,0.002710
fixed,250,100,47,fcl,0.708132,0.164000,0.023418,0.000000,0.510229,0.000048,0.004619
fixed,250,100,47,fcl,-0.968806,0.000000,0.000000,0.000000,0.253634,0.000467,0.005029
fixed,250,100,47,fcl,0.728656,0.000000,0.000000,0.000000,0.503070,0.000044,0.004702
fixed,250,100,47,fcl,0.149825,0.056000,0.014542,0.683464,0.912329,-0.000101,0.003468
fixed,250,100,47,fcl,0.834089,0.000000,0.000000,0.000000,0.520756,0.000032,0.005062
fixed,250,100,47,fcl,0.342085,0.000000,0.000000,0.000000,0.744213,0.000027,0.002710
fixed,250,100,47,fcl,-0.151966,0.000000,0.000000,0.640389,0.794658,-0.000261,0.003535
fixed,250,100,47,fcl,0.106311,0.000000,0.000000,0.835856,0.947007,-0.000137,0.003603
fixed,250,100,47,fcl,-0.645667,0.412000,0.031129,0.000000,0.506531,0.000347,0.004623
fixed,250,100,47,fcl,-0.554614,0.000000,0.000000,0.000000,0.445029,0.000202,0.004532
fixed,250,100,47,fcl,0.144689,0.000000,0.000000,0.703339,0.916504,-0.000105,0.003487
fixed,250,100,47,fcl,0.823808,0.000000,0.000000,0.000000,0.515105,0.000032,0.005029
fixed,250,100,47,fcl,-0.602631,0.000000,0.000000,0.000000,0.488951,0.000283,0.004587
fixed,250,100,47,fcl,0.515478,0.000000,0.000000,0.000000,0.621743,0.000068,0.003513
fixed,250,100,47,fcl,0.225015,0.000000,0.000000,0.315646,0.849685,-0.000042,0.003115
fixed,250,100,47,fcl,0.135156,0.000000,0.000000,0.742707,0.924207,-0.000113,0.003521
fixed,250,100,47,fcl,0.818258,0.000000,0.000000,0.000000,0.512244,0.000032,0.005011
fixed,250,100,47,fcl,0.200091,0.560000,0.031394,0.448863,0.870845,-0.000060,0.003241
fixed,250,100,47,fcl,0.669158,0.000000,0.000000,0.000000,0.529119,0.000055,0.004445
fixed,250,100,47,fcl,-0.949636,0.000000,0.000000,0.000000,0.276192,0.000462,0.004916
fixed,250,100,47,fcl,-0.521465,0.000000,0.000000,0.000000,0.405645,0.000142,0.004487
fixed,250,100,47,fcl,0.933667,0.000000,0.000000,0.000000,0.583000,0.000065,0.005422
fixed,250,100,47,fcl,0.949921,0.000000,0.000000,0.000000,0.591181,0.000077,0.005496
fixed,250,100,47,fcl,0.650125,0.000000,0.000000,0.000000,0.540003,0.000058,0.004351
fixed,250,100,47,fcl,-0.732313,0.000000,0.000000,0.000000,0.461819,0.000433,0.004643
fixed,250,100,47,fcl,0.758973,0.000000,0.000000,0.000000,0.497935,0.000038,0.004814
fixed,250,100,47,fcl,-0.701124,0.000000,0.000000,0.000000,0.489922,0.000409,0.004644
fixed,250,100,47,fcl,0.369043,0.000000,0.000000,0.000000,0.720552,0.000038,0.002729
fixed,250,100,47,fcl,-0.537517,0.000000,0.000000,0.000000,0.425347,0.000171,0.004509
fixed,250,100,47,fcl,-0.186099,0.024000,0.009680,0.528573,0.693336,-0.000255,0.003582
fixed,250,100,47,fcl,-0.171932,0.000000,0.000000,0.573454,0.737040,-0.000258,0.003558
fixed,250,100,47,fcl,0.588645,0.000000,0.000000,0.000000,0.578125,0.000066,0.004003
fixed,250,100,47,fcl,-0.095054,0.000000,0.000000,0.838578,0.923229,-0.000256,0.003539
fixed,250,100,47,fcl,0.233371,0.000000,0.000000,0.265299,0.842459,-0.000036,0.003072
fixed,250,100,47,fcl,0.602397,0.000000,0.000000,0.000000,0.569484,0.000065,0.004086
fixed,250,100,47,fcl,-0.167126,0.144000,0.022205,0.588869,0.751475,-0.000259,0.003551
fixed,250,100,47,fcl,-0.315568,0.256000,0.027602,0.306246,0.285569,-0.000173,0.003991
fixed,250,100,47,fcl,0.645172,0.000000,0.000000,0.000000,0.542954,0.000059,0.004326
fixed,250,100,47,fcl,0.337012,0.000000,0.000000,0.000000,0.748774,0.000025,0.002713
fixed,250,100,47,fcl,-0.013722,0.000000,0.000000,0.996250,0.998624,-0.000224,0.003642
fixed,250,100,47,fcl,-0.438293,0.000000,0.000000,0.000000,0.301241,-0.000004,0.004341
fixed,250,100,47,fcl,-0.392429,0.000000,0.000000,0.033305,0.252002,-0.000076,0.004232
fixed,250,100,47,fcl,-0.578352,0.068000,0.015922,0.000000,0.469391,0.000243,0.004561
fixed,250,100,47,fcl,0.615758,0.000000,0.000000,0.000000,0.561079,0.000063,0.004165
fixed,250,100,47,fcl,0.957918,0.000000,0.000000,0.000000,0.594707,0.000085,0.005535
fixed,250,100,47,fcl,-0.517506,0.144000,0.022205,0.000000,0.400707,0.000135,0.004481
fixed,250,100,47,fcl,0.926405,0.000000,0.000000,0.000000,0.579019,0.000060,0.005391
fixed,250,100,47,fcl,0.844211,0.000000,0.000000,0.000000,0.526782,0.000033,0.005094
fixed,250,100,47,fcl,-0.475709,0.000000,0.000000,0.000000,0.347353,0.000060,0.004413
fixed,250,100,47,fcl,0.788717,0.000000,0.000000,0.000000,0.501067,0.000034,0.004915
fixed,250,100,47,fcl,0.288075,0.000000,0.000000,0.000000,0.793575,-0.000000,0.002823
fixed,250,100,47,fcl,0.107394,0.000000,0.000000,0.832492,0.946166,-0.000136,0.003601
fixed,250,100,47,fcl,-0.731161,0.000000,0.000000,0.000000,0.463068,0.000432,0.004643
fixed,250,100,47,fcl,0.399702,0.000000,0.000000,0.000000,0.695539,0.000048,0.002814
fixed,250,100,47,fcl,-0.180819,0.000000,0.000000,0.545185,0.709798,-0.000256,0.003572
fixed,250,100,47,fcl,-0.384940,0.000000,0.000000,0.067350,0.245358,-0.000087,0.004211
fixed,250,100,47,fcl,0.996322,0.000000,0.000000,0.000000,0.607158,0.000128,0.005747
fixed,250,100,47,fcl,-0.724020,0.076000,0.016760,0.000000,0.470358,0.000427,0.004644
fixed,250,100,47,fcl,0.360072,0.000000,0.000000,0.000000,0.728288,0.000035,0.002717
fixed,250,100,47,fcl,0.356573,0.000000,0.000000,0.000000,0.731326,0.000034,0.002714
fixed,250,100,47,fcl,-0.930869,0.000000,0.000000,0.000000,0.298250,0.000460,0.004827
fixed,250,100,47,fcl,0.442757,0.000000,0.000000,0.000000,0.664837,0.000059,0.003027
fixed,250,100,47,fcl,0.385470,0.000000,0.000000,0.000000,0.706843,0.000044,0.002767
fixed,250,100,47,fcl,0.570989,0.000000,0.000000,0.000000,0.589068,0.000067,0.003890
fixed,250,100,47,fcl,-0.228333,0.000000,0.000000,0.438725,0.553818,-0.000239,0.003689
fixed,250,100,47,fcl,-0.605988,0.012000,0.006887,0.000000,0.491224,0.000289,0.004591
fixed,250,100,47,fcl,0.273997,0.000000,0.000000,0.035099,0.806391,-0.000009,0.002879
fixed,250,100,47,fcl,0.510163,0.000000,0.000000,0.000000,0.624758,0.000067,0.003476
fixed,250,100,47,fcl,-0.928184,0.000000,0.000000,0.000000,0.301347,0.000460,0.004815
fixed,250,100,47,fcl,-0.325734,0.000000,0.000000,0.283594,0.263273,-0.000162,0.004026
fixed,250,100,47,fcl,0.542278,0.000000,0.000000,0.000000,0.606298,0.000068,0.003699
fixed,250,100,47,fcl,0.009300,0.000000,0.000000,0.997927,0.999196,-0.000210,0.003666
fixed,250,100,47,fcl,-0.883182,0.000000,0.000000,0.000000,0.348578,0.000461,0.004683
fixed,250,100,47,fcl,-0.413703,0.000000,0.000000,0.000000,0.273421,-0.000044,0.004286
fixed,250,100,47,fcl,-0.994616,0.000000,0.000000,0.000000,0.224986,0.000476,0.005216
fixed,250,100,47,fcl,-0.412916,0.000000,0.000000,0.000000,0.272581,-0.000045,0.004284
fixed,250,100,47,fcl,-0.410921,0.000000,0.000000,0.000000,0.270450,-0.000048,0.004279
fixed,250,100,47,fcl,0.758767,0.000000,0.000000,0.000000,0.497936,0.000038,0.004813
fixed,250,100,47,fcl,-0.663014,0.372000,0.030569,0.000000,0.506214,0.000369,0.004633
fixed,250,100,47,fcl,0.177728,0.596000,0.031034,0.557616,0.889458,-0.000078,0.003349
fixed,250,100,47,fcl,-0.206911,0.060000,0.015020,0.476078,0.625679,-0.000249,0.003629
fixed,250,100,47,fcl,0.310737,0.000000,0.000000,0.000000,0.772776,0.000012,0.002754
fixed,250,100,47,fcl,0.514497,0.000000,0.000000,0.000000,0.622300,0.000067,0.003506
fixed,250,100,47,fcl,0.875703,0.000000,0.000000,0.000000,0.547162,0.000038,0.005199
fixed,250,100,47,fcl,-0.578869,0.000000,0.000000,0.000000,0.469849,0.000244,0.004562
fixed,250,100,47,fcl,-0.716222,0.224000,0.026368,0.000000,0.477772,0.000422,0.004645
fixed,250,100,47,fcl,-0.778118,0.000000,0.000000,0.000000,0.411546,0.000454,0.004632
fixed,250,100,47,fcl,-0.313808,0.000000,0.000000,0.310313,0.289949,-0.000174,0.003985
fixed,250,100,47,fcl,0.252996,0.064000,0.015480,0.151000,0.825231,-0.000022,0.002974
fixed,250,100,47,fcl,-0.681261,0.000000,0.000000,0.000000,0.501102,0.000389,0.004640
fixed,250,100,47,fcl,0.093092,0.256000,0.027602,0.873537,0.956986,-0.000148,0.003631
fixed,250,100,47,fcl,-0.970063,0.000000,0.000000,0.000000,0.252169,0.000467,0.005037
fixed,250,100,47,fcl,-0.812741,0.260000,0.027742,0.000000,0.392922,0.000461,0.004626
fixed,250,100,47,fcl,-0.379435,0.000000,0.000000,0.093906,0.240979,-0.000095,0.004196
fixed,250,100,47,fsb,-0.664505,0.000000,0.000000,0.000000,0.498891,0.000032,0.004258
fixed,250,100,47,fsb,-0.237190,0.136000,0.021680,0.000000,0.541757,-0.000452,0.004174
fixed,250,100,47,fsb,0.705258,0.000000,0.000000,0.163722,0.867079,0.000105,0.002676
fixed,250,100,47,fsb,-0.981038,0.164000,0.023418,0.082423,0.498411,0.000939,0.006773
fixed,250,100,47,fsb,0.544457,0.000000,0.000000,0.266806,0.826243,0.000197,0.003348
fixed,250,100,47,fsb,-0.350538,0.000000,0.000000,0.000000,0.499908,-0.000398,0.004020
fixed,250,100,47,fsb,-0.493229,0.164000,0.023418,0.001803,0.499273,-0.000244,0.003918
fixed,250,100,47,fsb,-0.188331,0.000000,0.000000,0.000000,0.631765,-0.000445,0.004193
fixed,250,100,47,fsb,-0.285804,0.000000,0.000000,0.000000,0.506228,-0.000440,0.004117
fixed,250,100,47,fsb,-0.413906,0.056000,0.014542,0.000984,0.499980,-0.000338,0.003944
fixed,250,100,47,fsb,0.809122,0.000000,0.000000,0.000000,0.846693,0.000047,0.002184
fixed,250,100,47,fsb,0.360278,0.000000,0.000000,0.193448,0.775527,0.000231,0.003177
fixed,250,100,47,fsb,0.216659,0.000000,0.000000,0.274131,0.808479,0.000153,0.002820
fixed,250,100,47,fsb,0.783608,0.000000,0.000000,0.012321,0.855591,0.000058,0.002243
fixed,250,100,47,fsb,-0.358118,0.412000,0.031129,0.000000,0.499906,-0.000392,0.004009
fixed,250,100,47,fsb,-0.824543,0.000000,0.000000,0.000000,0.499872,0.000413,0.005248
fixed,250,100,47,fsb,-0.715919,0.000000,0.000000,0.000000,0.499336,0.000139,0.004504
fixed,250,100,47,fsb,0.791697,0.000000,0.000000,0.002650,0.853006,0.000054,0.002217
fixed,250,100,47,fsb,0.452709,0.000000,0.000000,0.225400,0.794252,0.000225,0.003363
fixed,250,100,47,fsb,0.982761,0.000000,0.000000,0.000000,0.765884,0.000098,0.003820
