mode,N_shots,n_pts,median_seed,slice_axis,u_proj,Q_obs,σ_obs,Q_true_proj,Q_det_proj,μ_GP_proj,σ_GP_proj
fixed,50,100,32,A,-0.682383,0.360000,0.067882,0.901985,0.987725,0.000798,0.006301
fixed,50,100,32,A,0.917192,0.000000,0.000000,0.852733,0.981120,0.004245,0.008151
fixed,50,100,32,A,0.795762,0.000000,0.000000,0.887661,0.985918,0.003968,0.007504
fixed,50,100,32,A,-0.215196,0.000000,0.000000,0.988309,0.998546,0.000064,0.005149
fixed,50,100,32,A,0.830404,0.000000,0.000000,0.879582,0.984620,0.004069,0.007630
fixed,50,100,32,A,-0.987239,0.000000,0.000000,0.806909,0.975075,0.000751,0.007779
fixed,50,100,32,A,0.151062,0.000000,0.000000,0.997097,0.999663,0.000898,0.007229
fixed,50,100,32,A,0.945673,0.000000,0.000000,0.842388,0.979896,0.004284,0.008396
fixed,50,100,32,A,0.981830,0.040000,0.027713,0.829050,0.978287,0.004329,0.008763
fixed,50,100,32,A,0.402246,0.000000,0.000000,0.974233,0.996677,0.002039,0.007572
fixed,50,100,32,A,-0.226285,0.060000,0.033586,0.986556,0.998410,0.000063,0.005078
fixed,50,100,32,A,0.819046,0.000000,0.000000,0.880229,0.985052,0.004038,0.007584
fixed,50,100,32,A,-0.570858,0.000000,0.000000,0.931330,0.991258,0.000658,0.005846
fixed,50,100,32,A,-0.901658,0.000000,0.000000,0.835028,0.979065,0.000724,0.006987
fixed,50,100,32,A,0.277003,0.000000,0.000000,0.988009,0.998547,0.001429,0.007519
fixed,50,100,32,A,-0.185592,0.000000,0.000000,0.990940,0.998877,0.000077,0.005353
fixed,50,100,32,A,-0.879200,0.000000,0.000000,0.845674,0.980056,0.000732,0.006853
fixed,100,100,29,fcl,-0.783389,0.000000,0.000000,0.000000,0.407585,0.001177,0.006015
fixed,100,100,29,fcl,-0.263508,0.400000,0.048990,0.386919,0.436580,0.001678,0.005653
fixed,100,100,29,fcl,0.576934,0.000000,0.000000,0.000000,0.585410,0.000033,0.001571
fixed,100,100,29,fcl,-0.681701,0.000000,0.000000,0.000000,0.500904,0.001097,0.006368
fixed,100,100,29,fcl,0.223755,0.000000,0.000000,0.322070,0.850764,0.001185,0.006042
fixed,100,100,29,fcl,0.087621,0.210000,0.040731,0.886829,0.960993,0.001910,0.006849
fixed,100,100,29,fcl,-0.834911,0.000000,0.000000,0.000000,0.383115,0.001244,0.005800
fixed,100,100,29,fcl,-0.975412,0.000000,0.000000,0.000000,0.246058,0.001582,0.005650
fixed,100,100,29,fcl,0.158759,0.000000,0.000000,0.648063,0.905043,0.001561,0.006501
fixed,100,100,29,fcl,-0.076431,0.030000,0.017059,0.893964,0.951738,0.002184,0.006746
fixed,100,100,29,fcl,-0.148770,0.000000,0.000000,0.651015,0.803377,0.002054,0.006326
fixed,100,100,29,fcl,-0.925722,0.000000,0.000000,0.000000,0.304159,0.001429,0.005566
fixed,100,100,29,fcl,0.883934,0.000000,0.000000,0.000000,0.552611,0.000117,0.003941
fixed,100,100,29,fcl,-0.575265,0.000000,0.000000,0.000000,0.466419,0.001082,0.006421
fixed,100,100,29,fcl,0.524532,0.000000,0.000000,0.000000,0.616577,0.000076,0.002430
fixed,100,100,29,fcl,-0.257306,0.340000,0.047371,0.396978,0.456808,0.001700,0.005677
fixed,100,100,29,fcl,-0.933081,0.000000,0.000000,0.000000,0.295666,0.001449,0.005565
fixed,100,100,29,fcl,-0.178480,0.000000,0.000000,0.552576,0.717084,0.001969,0.006127
fixed,100,100,29,fcl,0.916767,0.000000,0.000000,0.000000,0.573437,0.000196,0.004598
fixed,100,100,29,fcl,0.642696,0.000000,0.000000,0.000000,0.544445,-0.000003,0.001396
fixed,100,100,29,fcl,-0.437634,0.000000,0.000000,0.000000,0.300455,0.001204,0.005921
fixed,100,100,29,fcl,0.431150,0.000000,0.000000,0.000000,0.672596,0.000240,0.003922
fixed,100,100,29,fcl,0.077931,0.750000,0.043301,0.909100,0.967833,0.001949,0.006880
fixed,100,100,29,fcl,-0.108910,0.660000,0.047371,0.793439,0.897319,0.002142,0.006576
fixed,100,100,29,fcl,0.838055,0.000000,0.000000,0.000000,0.523041,0.000037,0.003196
fixed,100,100,29,fcl,-0.878503,0.000000,0.000000,0.000000,0.352828,0.001320,0.005647
fixed,100,100,29,fcl,0.577430,0.000000,0.000000,0.000000,0.585105,0.000033,0.001565
fixed,100,100,29,fcl,-0.691009,0.000000,0.000000,0.000000,0.496332,0.001102,0.006345
fixed,100,100,29,fcl,-0.093970,0.760000,0.042708,0.842002,0.924994,0.002165,0.006659
fixed,100,100,29,fcl,-0.189939,0.090000,0.028618,0.517972,0.681008,0.001933,0.006051
fixed,100,100,29,fcl,-0.883053,0.000000,0.000000,0.000000,0.348696,0.001330,0.005634
fixed,100,100,29,fcl,0.491912,0.000000,0.000000,0.000000,0.635132,0.000118,0.002992
fixed,100,100,29,fcl,-0.084600,0.000000,0.000000,0.871286,0.940084,0.002176,0.006707
fixed,100,100,29,fcl,-0.413696,0.080000,0.027129,0.000000,0.273414,0.001247,0.005808
fixed,100,100,29,fcl,-0.014514,0.000000,0.000000,0.995975,0.998513,0.002180,0.006944
fixed,100,100,29,fcl,-0.176870,0.000000,0.000000,0.557662,0.722098,0.001974,0.006137
fixed,100,100,29,fcl,-0.708238,0.130000,0.033630,0.000000,0.484672,0.001112,0.006296
fixed,100,100,29,fcl,0.359354,0.000000,0.000000,0.000000,0.728910,0.000479,0.004798
fixed,100,100,29,fcl,0.972995,0.000000,0.000000,0.000000,0.600525,0.000376,0.005880
fixed,100,100,29,fcl,0.166227,0.320000,0.046648,0.615609,0.898929,0.001519,0.006454
fixed,100,100,29,fcl,0.392142,0.000000,0.000000,0.000000,0.701487,0.000356,0.004425
fixed,100,100,29,fcl,-0.294900,0.000000,0.000000,0.348780,0.340080,0.001570,0.005570
fixed,100,100,29,fcl,0.164287,0.000000,0.000000,0.624305,0.900519,0.001530,0.006466
fixed,100,100,29,fcl,-0.619327,0.000000,0.000000,0.000000,0.498733,0.001079,0.006449
fixed,100,100,29,fcl,0.640729,0.000000,0.000000,0.000000,0.545631,-0.000002,0.001381
fixed,100,100,29,fcl,0.352983,0.000000,0.000000,0.000000,0.734504,0.000506,0.004867
fixed,100,100,29,fcl,0.639361,0.150000,0.035707,0.000000,0.546455,-0.000001,0.001371
fixed,100,100,29,fcl,-0.566614,0.250000,0.043301,0.000000,0.457878,0.001084,0.006407
fixed,100,100,29,fcl,-0.073463,0.030000,0.017059,0.901765,0.955586,0.002187,0.006759
fixed,100,100,29,fcl,-0.215662,0.310000,0.046249,0.460161,0.596480,0.001846,0.005889
fixed,100,100,29,fcl,-0.939176,0.000000,0.000000,0.000000,0.288545,0.001466,0.005568
fixed,100,100,29,fcl,-0.609061,0.130000,0.033630,0.000000,0.493181,0.001078,0.006450
fixed,100,100,29,fcl,0.359000,0.000000,0.000000,0.000000,0.729218,0.000481,0.004802
fixed,100,100,29,fcl,0.282701,0.000000,0.000000,0.007923,0.798479,0.000849,0.005548
fixed,100,100,29,fcl,-0.527750,0.140000,0.034699,0.000000,0.413477,0.001102,0.006309
fixed,100,100,29,fcl,0.625745,0.000000,0.000000,0.000000,0.554838,0.000006,0.001296
fixed,100,100,29,fcl,-0.473741,0.000000,0.000000,0.000000,0.344862,0.001152,0.006093
fixed,100,100,29,fcl,0.367448,0.000000,0.000000,0.000000,0.721903,0.000447,0.004710
fixed,100,100,29,fcl,-0.418854,0.000000,0.000000,0.000000,0.279013,0.001237,0.005832
fixed,100,100,29,fcl,0.719870,0.000000,0.000000,0.000000,0.505863,-0.000028,0.002127
fixed,100,100,29,fcl,-0.904925,0.000000,0.000000,0.000000,0.327101,0.001377,0.005587
fixed,100,100,29,fcl,0.885564,0.000000,0.000000,0.000000,0.553687,0.000120,0.003971
fixed,100,100,29,fcl,0.613884,0.000000,0.000000,0.000000,0.562257,0.000012,0.001281
fixed,100,100,29,fcl,-0.311108,0.000000,0.000000,0.316554,0.296668,0.001516,0.005553
fixed,100,100,29,fcl,0.598272,0.000000,0.000000,0.000000,0.572082,0.000020,0.001346
fixed,100,100,29,fcl,-0.460572,0.000000,0.000000,0.000000,0.328319,0.001169,0.006032
fixed,100,100,29,fcl,-0.092749,0.000000,0.000000,0.845859,0.926982,0.002166,0.006665
fixed,100,100,29,fcl,-0.907337,0.000000,0.000000,0.000000,0.324563,0.001383,0.005583
fixed,100,100,29,fcl,-0.720199,0.000000,0.000000,0.000000,0.474127,0.001120,0.006258
fixed,100,100,29,fcl,0.329049,0.000000,0.000000,0.000000,0.756010,0.000613,0.005112
fixed,100,100,29,fcl,-0.503025,0.000000,0.000000,0.000000,0.382298,0.001121,0.006219
fixed,100,100,29,fcl,-0.750036,0.470000,0.049910,0.000000,0.441812,0.001144,0.006151
fixed,100,100,29,fcl,-0.988214,0.000000,0.000000,0.000000,0.231774,0.001628,0.005709
fixed,100,100,29,fcl,0.210683,0.000000,0.000000,0.392576,0.861911,0.001262,0.006142
fixed,100,100,29,fcl,-0.926645,0.040000,0.019596,0.000000,0.303105,0.001432,0.005565
fixed,100,100,29,fcl,0.114416,0.000000,0.000000,0.810669,0.940706,0.001790,0.006741
fixed,100,100,29,fcl,0.538138,0.000000,0.000000,0.000000,0.608726,0.000063,0.002192
fixed,100,100,29,fcl,0.767684,0.000000,0.000000,0.000000,0.497994,-0.000023,0.002487
fixed,100,100,29,fcl,0.797823,0.000000,0.000000,0.000000,0.503767,-0.000006,0.002737
fixed,100,100,29,fcl,-0.800421,0.000000,0.000000,0.000000,0.397894,0.001197,0.005943
fixed,100,100,29,fcl,-0.459055,0.000000,0.000000,0.000000,0.326427,0.001171,0.006024
fixed,100,100,29,fcl,0.945617,0.000000,0.000000,0.000000,0.589090,0.000281,0.005236
fixed,100,100,29,fcl,0.935733,0.000000,0.000000,0.000000,0.584097,0.000250,0.005012
fixed,100,100,29,fcl,0.322070,0.000000,0.000000,0.000000,0.762382,0.000646,0.005181
fixed,100,100,29,fcl,0.432927,0.000000,0.000000,0.000000,0.671385,0.000235,0.003897
fixed,100,100,29,fcl,0.784581,0.040000,0.019596,0.000000,0.500223,-0.000015,0.002620
fixed,100,100,29,fcl,-0.309604,0.000000,0.000000,0.320031,0.300411,0.001521,0.005553
fixed,100,100,29,fcl,-0.107829,0.000000,0.000000,0.797210,0.899506,0.002143,0.006582
fixed,100,100,29,fcl,-0.970484,0.000000,0.000000,0.000000,0.251688,0.001565,0.005631
fixed,100,100,29,fcl,0.933911,0.000000,0.000000,0.000000,0.583129,0.000245,0.004972
fixed,100,100,29,fcl,-0.477642,0.000000,0.000000,0.000000,0.349801,0.001147,0.006111
fixed,100,100,29,fcl,0.185004,0.000000,0.000000,0.526862,0.883439,0.001412,0.006328
fixed,100,100,29,fcl,-0.508737,0.000000,0.000000,0.000000,0.389593,0.001116,0.006242
fixed,100,100,29,fcl,0.522267,0.000000,0.000000,0.000000,0.617871,0.000079,0.002470
fixed,100,100,29,fcl,-0.261779,0.350000,0.047697,0.389724,0.442220,0.001684,0.005660
fixed,100,100,29,fcl,0.845458,0.000000,0.000000,0.000000,0.527549,0.000047,0.003300
fixed,100,100,29,fcl,0.833733,0.000000,0.000000,0.000000,0.520551,0.000031,0.003138
fixed,100,100,29,fcl,0.778782,0.000000,0.000000,0.000000,0.499049,-0.000018,0.002573
fixed,100,100,29,fcl,0.598282,0.000000,0.000000,0.000000,0.572076,0.000020,0.001346
fixed,100,100,29,fcl,-0.138934,0.180000,0.038419,0.684921,0.829121,0.002079,0.006390
fixed,100,100,29,fsb,0.321614,0.000000,0.000000,0.196167,0.775006,0.000411,0.005651
fixed,100,100,29,fsb,-0.412448,0.400000,0.048990,0.001435,0.499985,0.002816,0.009199
fixed,100,100,29,fsb,0.492664,0.000000,0.000000,0.239451,0.807295,0.000006,0.005693
fixed,100,100,29,fsb,0.683863,0.000000,0.000000,0.195681,0.865750,-0.000038,0.004358
fixed,100,100,29,fsb,-0.745122,0.000000,0.000000,0.000000,0.499639,0.001047,0.006833
fixed,100,100,29,fsb,0.269426,0.210000,0.040731,0.215673,0.784273,0.000624,0.005602
fixed,100,100,29,fsb,0.774729,0.000000,0.000000,0.030333,0.858162,0.000021,0.003427
fixed,100,100,29,fsb,0.501075,0.000000,0.000000,0.244850,0.810267,-0.000003,0.005672
fixed,100,100,29,fsb,0.950539,0.000000,0.000000,0.000000,0.779115,0.000318,0.005123
fixed,100,100,29,fsb,0.732209,0.030000,0.017059,0.115993,0.866052,-0.000012,0.003815
fixed,100,100,29,fsb,0.488620,0.000000,0.000000,0.238939,0.805881,0.000011,0.005702
fixed,100,100,29,fsb,0.038499,0.000000,0.000000,0.915563,0.983499,0.001933,0.006622
fixed,100,100,29,fsb,0.980140,0.000000,0.000000,0.000000,0.766853,0.000405,0.005799
fixed,100,100,29,fsb,0.610718,0.000000,0.000000,0.262971,0.849630,-0.000054,0.005082
fixed,100,100,29,fsb,0.016784,0.000000,0.000000,0.979408,0.996235,0.002063,0.006813
fixed,100,100,29,fsb,0.056839,0.340000,0.047371,0.839890,0.967579,0.001820,0.006466
fixed,100,100,29,fsb,0.995472,0.000000,0.000000,0.000000,0.761321,0.000455,0.006164
fixed,100,100,29,fsb,-0.985869,0.000000,0.000000,0.086043,0.498395,0.000432,0.004682
fixed,100,100,29,fsb,-0.652626,0.000000,0.000000,0.000000,0.498770,0.001582,0.008004
fixed,100,100,29,fsb,0.939739,0.000000,0.000000,0.000000,0.784015,0.000290,0.004890
fixed,100,100,29,fsb,0.104669,0.000000,0.000000,0.607678,0.914538,0.001524,0.006103
fixed,100,100,29,fsb,0.506158,0.000000,0.000000,0.251638,0.812088,-0.000008,0.005658
fixed,100,100,29,fsb,0.046454,0.750000,0.043301,0.885045,0.977133,0.001884,0.006553
fixed,100,100,29,fsb,0.014206,0.660000,0.047371,0.984591,0.997232,0.002079,0.006836
fixed,100,100,29,fsb,0.378633,0.000000,0.000000,0.197627,0.777526,0.000226,0.005728
fixed,100,100,29,fsb,0.406895,0.000000,0.000000,0.205122,0.782443,0.000153,0.005753
fixed,100,100,29,fsb,0.113044,0.000000,0.000000,0.575193,0.904791,0.001473,0.006048
fixed,100,100,29,fsb,-0.105939,0.000000,0.000000,0.372394,0.855834,0.002692,0.007893
fixed,100,100,29,fsb,-0.007082,0.760000,0.042708,0.996801,0.999382,0.002202,0.007028
fixed,100,100,29,fsb,0.078822,0.090000,0.028618,0.731654,0.944362,0.001684,0.006291
fixed,100,100,29,fsb,0.244886,0.000000,0.000000,0.243061,0.793464,0.000738,0.005601
fixed,100,100,29,fsb,0.477129,0.000000,0.000000,0.238098,0.801974,0.000025,0.005724
fixed,100,100,29,fsb,-0.563453,0.000000,0.000000,0.066790,0.498516,0.002113,0.008747
fixed,100,100,29,fsb,0.057015,0.080000,0.027129,0.839065,0.967403,0.001819,0.006465
fixed,100,100,29,fsb,-0.532025,0.000000,0.000000,0.031842,0.498818,0.002287,0.008918
fixed,100,100,29,fsb,0.225451,0.000000,0.000000,0.256986,0.803270,0.000834,0.005617
fixed,100,100,29,fsb,-0.501804,0.130000,0.033630,0.006038,0.499171,0.002444,0.009042
fixed,100,100,29,fsb,-0.285934,0.000000,0.000000,0.000000,0.506179,0.003046,0.008971
fixed,100,100,29,fsb,-0.899406,0.000000,0.000000,0.000000,0.499135,0.000463,0.004680
fixed,100,100,29,fsb,0.189320,0.320000,0.046648,0.325205,0.827918,0.001025,0.005689
fixed,100,100,29,fsb,0.862894,0.000000,0.000000,0.000000,0.822261,0.000130,0.003580
fixed,100,100,29,fsb,0.403293,0.000000,0.000000,0.203893,0.781729,0.000162,0.005750
fixed,100,100,29,fsb,0.581636,0.000000,0.000000,0.269183,0.839870,-0.000051,0.005299
fixed,100,100,29,fsb,-0.795539,0.000000,0.000000,0.000000,0.500005,0.000797,0.006071
fixed,100,100,29,fsb,0.384294,0.000000,0.000000,0.198522,0.778353,0.000210,0.005734
fixed,100,100,29,fsb,0.543912,0.000000,0.000000,0.266838,0.826039,-0.000037,0.005515
fixed,100,100,29,fsb,-0.492781,0.150000,0.035707,0.001734,0.499278,0.002488,0.009072
fixed,100,100,29,fsb,-0.612987,0.250000,0.043301,0.074265,0.498431,0.001822,0.008382
fixed,100,100,29,fsb,0.483968,0.030000,0.017059,0.238611,0.804291,0.000016,0.005712
fixed,100,100,29,fsb,0.049656,0.310000,0.046249,0.871322,0.974234,0.001865,0.006526
fixed,100,100,29,fsb,-0.320856,0.000000,0.000000,0.000000,0.500597,0.003021,0.009081
fixed,100,100,29,fsb,-0.627726,0.130000,0.033630,0.051549,0.498528,0.001733,0.008251
fixed,100,100,29,fsb,0.016421,0.000000,0.000000,0.980253,0.996400,0.002066,0.006816
fixed,100,100,29,fsb,-0.985253,0.000000,0.000000,0.085581,0.498397,0.000432,0.004676
fixed,100,100,29,fsb,-0.643937,0.140000,0.034699,0.009459,0.498681,0.001635,0.008094
fixed,100,100,29,fsb,0.521230,0.000000,0.000000,0.258996,0.817597,-0.000021,0.005609
fixed,100,100,29,fsb,0.705866,0.000000,0.000000,0.162789,0.867095,-0.000027,0.004109
fixed,100,100,29,fsb,0.205440,0.000000,0.000000,0.294409,0.815852,0.000938,0.005650
fixed,100,100,29,fsb,-0.481291,0.000000,0.000000,0.000353,0.499413,0.002542,0.009105
fixed,100,100,29,fsb,0.484138,0.000000,0.000000,0.238619,0.804349,0.000016,0.005711
fixed,100,100,29,fsb,-0.034455,0.000000,0.000000,0.925923,0.985720,0.002353,0.007276
fixed,100,100,29,fsb,0.662420,0.000000,0.000000,0.224691,0.862693,-0.000046,0.004592
fixed,100,100,29,fsb,0.039425,0.000000,0.000000,0.912090,0.982776,0.001927,0.006614
fixed,100,100,29,fsb,0.186353,0.000000,0.000000,0.330722,0.830251,0.001042,0.005698
fixed,100,100,29,fsb,-0.810198,0.000000,0.000000,0.000000,0.499975,0.000734,0.005844
fixed,100,100,29,fsb,-0.015094,0.000000,0.000000,0.987584,0.997624,0.002247,0.007100
fixed,100,100,29,fsb,-0.918625,0.000000,0.000000,0.000000,0.498969,0.000435,0.004547
fixed,100,100,29,fsb,0.388942,0.000000,0.000000,0.199499,0.779087,0.000198,0.005738
fixed,100,100,29,fsb,-0.076089,0.000000,0.000000,0.637636,0.925153,0.002562,0.007644
fixed,100,100,29,fsb,0.285705,0.000000,0.000000,0.207457,0.779933,0.000554,0.005611
fixed,100,100,29,fsb,0.394760,0.000000,0.000000,0.201120,0.780094,0.000183,0.005744
fixed,100,100,29,fsb,-0.210997,0.470000,0.049910,0.000000,0.583197,0.002995,0.008622
fixed,100,100,29,fsb,0.153451,0.000000,0.000000,0.419090,0.860438,0.001230,0.005824
fixed,100,100,29,fsb,-0.918777,0.000000,0.000000,0.000000,0.498968,0.000435,0.004546
fixed,100,100,29,fsb,-0.233148,0.040000,0.019596,0.000000,0.547167,0.003025,0.008741
fixed,100,100,29,fsb,0.824479,0.000000,0.000000,0.000000,0.840318,0.000075,0.003308
fixed,100,100,29,fsb,-0.758527,0.000000,0.000000,0.000000,0.499790,0.000976,0.006636
fixed,100,100,29,fsb,0.756133,0.000000,0.000000,0.065852,0.862548,0.000006,0.003576
fixed,100,100,29,fsb,0.011714,0.000000,0.000000,0.988033,0.997863,0.002093,0.006858
fixed,100,100,29,fsb,0.951108,0.000000,0.000000,0.000000,0.778867,0.000320,0.005136
fixed,100,100,29,fsb,0.377265,0.000000,0.000000,0.197410,0.777326,0.000230,0.005726
fixed,100,100,29,fsb,-0.649156,0.000000,0.000000,0.000000,0.498734,0.001603,0.008040
fixed,100,100,29,fsb,0.289863,0.000000,0.000000,0.206898,0.779090,0.000536,0.005615
fixed,100,100,29,fsb,0.200557,0.000000,0.000000,0.303911,0.819376,0.000964,0.005660
fixed,100,100,29,fsb,0.735265,0.000000,0.000000,0.110176,0.865741,-0.000010,0.003783
fixed,100,100,29,fsb,-0.477551,0.040000,0.019596,0.000015,0.499457,0.002559,0.009115
fixed,100,100,29,fsb,0.505566,0.000000,0.000000,0.250847,0.811876,-0.000008,0.005660
fixed,100,100,29,fsb,0.230727,0.000000,0.000000,0.252623,0.800432,0.000808,0.005611
fixed,100,100,29,fsb,-0.391147,0.000000,0.000000,0.002159,0.500004,0.002881,0.009195
fixed,100,100,29,fsb,-0.815048,0.000000,0.000000,0.000000,0.499946,0.000714,0.005770
fixed,100,100,29,fsb,0.449843,0.000000,0.000000,0.222227,0.793397,0.000066,0.005754
fixed,100,100,29,fsb,0.469777,0.000000,0.000000,0.233189,0.799569,0.000035,0.005735
fixed,100,100,29,fsb,0.310311,0.000000,0.000000,0.199140,0.775944,0.000454,0.005637
fixed,100,100,29,fsb,0.870951,0.000000,0.000000,0.000000,0.818224,0.000144,0.003676
fixed,100,100,29,fsb,0.057091,0.350000,0.047697,0.838705,0.967326,0.001819,0.006464
fixed,100,100,29,fsb,-0.233150,0.000000,0.000000,0.000000,0.547164,0.003025,0.008741
fixed,100,100,29,fsb,-0.422732,0.000000,0.000000,0.000000,0.499943,0.002781,0.009196
fixed,100,100,29,fsb,-0.609920,0.000000,0.000000,0.078584,0.498416,0.001840,0.008408
fixed,100,100,29,fsb,0.867755,0.000000,0.000000,0.000000,0.819832,0.000138,0.003637
fixed,100,100,29,fsb,-0.403891,0.180000,0.038419,0.003748,0.500004,0.002844,0.009200
fixed,100,100,29,A,0.138205,0.000000,0.000000,0.997870,0.999734,0.001429,0.007054
fixed,100,100,29,A,0.190132,0.400000,0.048990,0.994943,0.999398,0.001203,0.006985
fixed,100,100,29,A,-0.922322,0.000000,0.000000,0.829775,0.978133,0.002424,0.005452
fixed,100,100,29,A,-0.794468,0.000000,0.000000,0.869669,0.983581,0.003317,0.005656
fixed,100,100,29,A,0.487558,0.000000,0.000000,0.960406,0.994972,0.000127,0.005839
fixed,100,100,29,A,0.005402,0.210000,0.040731,0.999814,0.999997,0.002128,0.006972
fixed,100,100,29,A,-0.623415,0.000000,0.000000,0.917377,0.989666,0.004358,0.006838
fixed,100,100,29,A,-0.518791,0.000000,0.000000,0.942355,0.992704,0.004775,0.007209
fixed,100,100,29,A,-0.314260,0.000000,0.000000,0.977786,0.997127,0.004493,0.007028
fixed,100,100,29,A,-0.166015,0.030000,0.017059,0.992674,0.999074,0.003388,0.006798
fixed,100,100,29,A,-0.825741,0.000000,0.000000,0.861742,0.982319,0.003104,0.005481
fixed,100,100,29,A,0.580045,0.000000,0.000000,0.941411,0.992729,-0.000117,0.005781
fixed,100,100,29,A,0.847262,0.000000,0.000000,0.872501,0.983967,-0.000184,0.007470
fixed,100,100,29,A,0.230670,0.000000,0.000000,0.992463,0.999046,0.001038,0.006885
fixed,100,100,29,A,-0.579193,0.000000,0.000000,0.930250,0.991014,0.004566,0.007042
fixed,100,100,29,A,-0.476969,0.340000,0.047371,0.949559,0.993772,0.004853,0.007252
fixed,100,100,29,A,-0.978650,0.000000,0.000000,0.807293,0.975491,0.002056,0.005926
fixed,100,100,29,A,0.970087,0.000000,0.000000,0.832826,0.978816,0.000254,0.008886
fixed,100,100,29,A,-0.447838,0.000000,0.000000,0.957061,0.994467,0.004869,0.007251
fixed,100,100,29,A,0.876143,0.000000,0.000000,0.865628,0.982819,-0.000112,0.007761
fixed,100,100,29,A,0.957124,0.000000,0.000000,0.838578,0.979393,0.000192,0.008712
fixed,100,100,29,A,0.634021,0.000000,0.000000,0.929543,0.991231,-0.000220,0.005935
fixed,100,100,29,A,-0.318098,0.750000,0.043301,0.977027,0.997063,0.004514,0.007037
fixed,100,100,29,A,-0.890797,0.660000,0.047371,0.840626,0.979547,0.002646,0.005353
fixed,100,100,29,A,0.648243,0.000000,0.000000,0.926860,0.990814,-0.000241,0.005998
fixed,100,100,29,A,-0.512467,0.000000,0.000000,0.942473,0.992871,0.004791,0.007220
fixed,100,100,29,A,-0.372106,0.000000,0.000000,0.968936,0.996080,0.004749,0.007154
fixed,100,100,29,A,0.584819,0.000000,0.000000,0.940594,0.992602,-0.000128,0.005789
fixed,100,100,29,A,-0.844477,0.760000,0.042708,0.856008,0.981541,0.002974,0.005405
fixed,100,100,29,A,-0.352587,0.090000,0.028618,0.972443,0.996451,0.004678,0.007114
fixed,100,100,29,A,0.014712,0.000000,0.000000,0.999926,1.000007,0.002072,0.006986
fixed,100,100,29,A,0.516969,0.000000,0.000000,0.953929,0.994303,0.000042,0.005778
fixed,100,100,29,A,-0.564854,0.000000,0.000000,0.932193,0.991431,0.004625,0.007094
fixed,100,100,29,A,-0.770656,0.080000,0.027129,0.877858,0.984511,0.003475,0.005818
fixed,100,100,29,A,-0.832872,0.000000,0.000000,0.859408,0.982024,0.003055,0.005449
fixed,100,100,29,A,-0.859361,0.000000,0.000000,0.850520,0.980911,0.002869,0.005366
fixed,100,100,29,A,0.428248,0.130000,0.033630,0.969629,0.996194,0.000315,0.006049
fixed,100,100,29,A,0.324771,0.000000,0.000000,0.983448,0.997923,0.000678,0.006527
