seed,initial_seed,N_shots,iterations,stopped_early,restarts,restart_seeds,total_shots,n_train,q_det,q_rec,q_last,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,ell1,ell2,ell3,sigma_f,c,elapsed_seconds
250215,250215,1000,100,false,0,,113000,112,0.99884661101855066,0.998,0.999,0,0,0,-0,-0,-0,0.48495942064894532,0.31260919515772106,1.5,1.1689343717213525,0.46018768132911808,382.91199803352356
558664,558664,1000,100,false,0,,113000,112,0.99995335514021089,1,0.998,0,0,0,-0,-0,-0,0.49620023600249263,0.34057163138195579,1.5,1.0395395649310302,0.67068496238053377,386.34123086929321
438880,438880,1000,100,false,0,,113000,112,0.99971821579302933,0.999,0.98999999999999999,0,0,0,-0,-0,-0,0.6738567975525942,0.32932720389242992,1.5,1.2646328813347976,0.59843323052586184,386.67717003822327
5937,5937,1000,100,false,0,,113000,112,0.99880166880420107,0.999,0.999,0,0,0,-0,-0,-0,0.52067550388002826,0.38820581537414184,1.5,1.3370494028586721,0.79750930969389278,391.82427501678467
615903,615903,1000,100,false,0,,113000,112,0.99742741042181882,0.999,0.98799999999999999,0,0,0,-0,-0,-0,0.64779099272609442,0.31328387662195734,1.5,1.276494116138899,0.56820566403099748,396.07111215591431
150574,150574,1000,100,false,0,,113000,112,0.99931840428062246,0.999,0.997,0,0,0,-0,-0,-0,0.51561902043910912,0.32996228110184572,1.5,1.3414888105184886,0.92326895747620807,383.83350896835327
963284,963284,1000,100,false,0,,113000,112,0.99955792613973993,1,0.997,0,0,0,-0,-0,-0,0.57998458328866609,0.37311394313406371,1.5,1.2602057120196686,0.66719480383822793,385.55553102493286
473867,473867,1000,100,false,0,,113000,112,0.99988321121944068,1,0.998,0,0,0,-0,-0,-0,0.48550565107364307,0.34427059168590896,1.5,1.0341742763602253,0.85247102346667736,387.9084038734436
150918,150918,1000,100,false,0,,113000,112,0.9998218330889167,1,1,0,0,0,-0,-0,-0,0.52655923598666254,0.34729949465620052,1.5,1.1287332178116334,0.67285964966419642,391.71121382713318
955377,955377,1000,100,false,0,,113000,112,0.99943918228490958,1,0.99399999999999999,0,0,0,-0,-0,-0,0.5213596579030374,0.35340530119423397,1.5,1.188297099710464,0.83730254897028256,397.29423809051514
